qid,in_p17,in_p131,relation_group,has_kkwiki
Q135829163,1,0,P17_only,0
Q16684128,1,1,P17+P131,1
Q27354298,1,1,P17+P131,0
Q65259067,1,0,P17_only,0
Q97214698,1,0,P17_only,1
Q13643370,1,1,P17+P131,1
Q23958865,1,0,P17_only,1
Q16273429,1,1,P17+P131,1
Q18407405,1,1,P17+P131,1
Q16431855,1,0,P17_only,1
Q63595285,1,0,P17_only,0
Q64806504,1,0,P17_only,0
Q16431228,1,1,P17+P131,1
Q56368749,1,1,P17+P131,1
Q13433656,0,1,P131_only,1
Q12533990,1,0,P17_only,1
Q32219034,1,1,P17+P131,0
Q61369171,1,1,P17+P131,1
Q135828748,1,0,P17_only,0
Q111908476,1,0,P17_only,0
Q27430781,1,0,P17_only,0
Q123363822,1,0,P17_only,0
Q12577874,1,0,P17_only,1
Q4040688,1,0,P17_only,1
Q2736638,1,1,P17+P131,1
Q64198818,1,0,P17_only,1
Q13476474,0,1,P131_only,1
Q13645663,1,1,P17+P131,1
Q13642310,0,1,P131_only,1
Q27357137,1,0,P17_only,0
Q12576625,1,0,P17_only,1
Q18406107,1,1,P17+P131,1
Q131342283,1,1,P17+P131,0
Q13664228,1,1,P17+P131,1
Q12569995,1,1,P17+P131,1
Q1375783,1,0,P17_only,0
Q16675131,1,1,P17+P131,1
Q21041029,1,0,P17_only,0
Q32183820,1,0,P17_only,0
Q20484844,1,0,P17_only,1
Q32182411,1,0,P17_only,0
Q97162597,1,0,P17_only,0
Q18400660,1,1,P17+P131,1
Q13640863,1,1,P17+P131,0
Q16683500,1,1,P17+P131,1
Q16685560,1,1,P17+P131,1
Q20485892,1,0,P17_only,1
Q12568918,1,1,P17+P131,1
Q20453341,1,0,P17_only,0
Q4133858,1,0,P17_only,0
Q16661639,1,1,P17+P131,1
Q16431892,1,1,P17+P131,1
Q16690635,1,1,P17+P131,1
Q32188402,1,0,P17_only,0
Q23136689,1,0,P17_only,0
Q4740842,1,0,P17_only,1
Q135829497,1,0,P17_only,0
Q108785072,1,0,P17_only,0
Q131396956,1,1,P17+P131,0
Q16699080,1,1,P17+P131,1
Q32216945,1,0,P17_only,0
Q20484409,1,1,P17+P131,1
Q21657928,1,0,P17_only,0
Q96398782,1,0,P17_only,0
Q137527458,1,0,P17_only,0
Q27352882,1,0,P17_only,0
Q63969858,1,0,P17_only,1
Q12561184,1,1,P17+P131,1
Q123363858,1,0,P17_only,0
Q27357217,1,0,P17_only,0
Q18415497,1,0,P17_only,0
Q65259603,1,0,P17_only,0
Q12549343,1,1,P17+P131,1
Q16431582,1,0,P17_only,1
Q137942175,1,0,P17_only,0
Q139974012,1,1,P17+P131,0
Q20484907,1,0,P17_only,1
Q12542354,1,0,P17_only,1
Q27798768,1,0,P17_only,0
Q27357869,1,0,P17_only,0
Q16431632,1,0,P17_only,1
Q30974402,1,1,P17+P131,1
Q126280905,1,0,P17_only,0
Q135828679,1,0,P17_only,0
Q112654980,0,1,P131_only,0
Q17749608,1,1,P17+P131,1
Q4474930,1,1,P17+P131,1
Q12537139,1,0,P17_only,1
Q30974459,1,1,P17+P131,1
Q135829097,1,0,P17_only,0
Q13668712,1,1,P17+P131,1
Q12551841,0,1,P131_only,1
Q16273747,1,0,P17_only,0
Q16431417,1,1,P17+P131,1
Q16432082,1,0,P17_only,1
Q22202513,1,1,P17+P131,1
Q12536908,1,0,P17_only,1
Q4056543,1,1,P17+P131,1
Q108783659,1,0,P17_only,0
Q56367241,1,1,P17+P131,1
Q4529287,1,0,P17_only,1
Q16685607,1,1,P17+P131,1
Q17067316,1,0,P17_only,0
Q32219253,1,0,P17_only,0
Q115866150,1,0,P17_only,0
Q139963791,1,0,P17_only,0
Q16685564,1,1,P17+P131,1
Q4504811,1,1,P17+P131,1
Q12574485,1,0,P17_only,1
Q20484449,1,1,P17+P131,1
Q135829535,1,0,P17_only,0
Q30974953,1,1,P17+P131,1
Q32218354,1,0,P17_only,0
Q12569893,1,0,P17_only,1
Q27348246,1,0,P17_only,1
Q16656857,1,1,P17+P131,1
Q5258021,1,0,P17_only,1
Q22203920,1,1,P17+P131,1
Q16434782,1,1,P17+P131,1
Q27355092,1,0,P17_only,0
Q112004045,1,0,P17_only,0
Q16431741,1,0,P17_only,1
