qid,in_p17,in_p131,relation_group,has_kkwiki
Q16699158,1,1,P17+P131,1
Q28502287,1,0,P17_only,0
Q111297011,1,0,P17_only,0
Q43147119,1,0,P17_only,0
Q12531260,1,0,P17_only,1
Q12545398,1,1,P17+P131,1
Q60737017,1,1,P17+P131,1
Q18404753,1,0,P17_only,1
Q13643805,1,1,P17+P131,1
Q205932,1,1,P17+P131,1
Q18406951,1,1,P17+P131,0
Q13655786,1,1,P17+P131,1
Q4228941,1,1,P17+P131,1
Q13643129,0,1,P131_only,1
Q135829930,1,0,P17_only,0
Q25495194,1,0,P17_only,1
Q12533440,1,1,P17+P131,1
Q6985453,1,1,P17+P131,0
Q27357214,1,0,P17_only,0
Q32197301,1,0,P17_only,0
Q32181436,1,1,P17+P131,0
Q13652423,0,1,P131_only,1
Q13652435,0,1,P131_only,1
Q16433304,1,1,P17+P131,1
Q32194157,1,0,P17_only,0
Q124482867,1,0,P17_only,0
Q32168262,0,1,P131_only,0
Q1247199,1,0,P17_only,1
Q27430623,1,0,P17_only,0
Q27354940,1,0,P17_only,0
Q27431009,1,0,P17_only,0
Q12533654,1,0,P17_only,1
Q56368556,1,1,P17+P131,1
Q13655802,1,1,P17+P131,1
Q32216675,1,1,P17+P131,0
Q32206207,1,0,P17_only,0
Q65256331,1,0,P17_only,0
Q3050181,1,0,P17_only,0
Q32192842,1,0,P17_only,0
Q12547939,1,0,P17_only,1
Q27358145,1,1,P17+P131,0
Q20098098,1,1,P17+P131,1
Q13656157,1,1,P17+P131,1
Q32218622,1,0,P17_only,0
Q23958917,1,0,P17_only,1
Q32197080,1,0,P17_only,0
Q16431767,1,0,P17_only,1
Q958039,1,0,P17_only,1
Q16696107,1,1,P17+P131,1
Q15617716,1,1,P17+P131,1
Q3498700,1,1,P17+P131,0
Q27354782,1,0,P17_only,0
Q120756939,1,0,P17_only,1
Q130719575,1,0,P17_only,1
Q12548617,1,0,P17_only,1
Q2550214,1,1,P17+P131,1
Q13663978,1,1,P17+P131,1
Q13643244,1,1,P17+P131,0
Q27356843,1,0,P17_only,0
Q27430537,1,0,P17_only,0
Q12547298,1,0,P17_only,1
Q6364400,1,1,P17+P131,1
Q16272619,1,1,P17+P131,1
Q16655668,1,1,P17+P131,1
Q12573548,1,0,P17_only,1
Q13641622,1,1,P17+P131,1
Q138315755,1,1,P17+P131,0
Q12535260,1,0,P17_only,1
Q16677513,1,0,P17_only,0
Q108783934,1,1,P17+P131,0
Q4213996,1,1,P17+P131,1
Q27354724,1,0,P17_only,0
Q16701413,1,1,P17+P131,1
Q25515502,1,0,P17_only,1
Q13642236,1,1,P17+P131,1
Q18405397,1,1,P17+P131,0
Q12561922,1,1,P17+P131,1
Q20076843,1,1,P17+P131,1
Q32215366,1,0,P17_only,0
Q115906696,1,0,P17_only,0
Q16432129,1,1,P17+P131,1
Q258173,1,1,P17+P131,1
Q32211518,1,1,P17+P131,0
Q135829897,1,0,P17_only,0
Q12528533,1,0,P17_only,1
Q12555962,1,1,P17+P131,1
Q16273187,1,1,P17+P131,1
Q12531891,1,0,P17_only,1
Q16432568,1,0,P17_only,1
Q32204945,1,0,P17_only,0
Q13663388,1,1,P17+P131,1
Q13646268,1,1,P17+P131,1
Q112004009,1,0,P17_only,0
Q13640664,0,1,P131_only,1
Q13664217,1,1,P17+P131,1
Q12564043,1,0,P17_only,1
Q20098529,1,1,P17+P131,1
Q18407786,1,1,P17+P131,1
Q20484302,1,0,P17_only,1
Q1568167,1,0,P17_only,0
Q13645619,1,1,P17+P131,1
Q27348495,1,0,P17_only,0
Q22200711,1,1,P17+P131,1
Q66410806,1,0,P17_only,0
Q32218304,1,0,P17_only,0
Q2606790,1,0,P17_only,1
Q55833112,1,0,P17_only,0
Q97760467,1,0,P17_only,0
Q485429,1,1,P17+P131,1
Q27350753,1,0,P17_only,0
Q117037010,1,0,P17_only,0
Q32213971,1,0,P17_only,0
Q12533393,1,1,P17+P131,1
Q13649587,1,1,P17+P131,1
Q16272670,1,1,P17+P131,1
Q27355164,1,0,P17_only,0
Q27357330,1,1,P17+P131,0
Q16704224,1,1,P17+P131,1
Q30972866,1,0,P17_only,1
Q7178914,1,1,P17+P131,1
Q13643372,1,1,P17+P131,1
Q4208110,1,1,P17+P131,1
Q12532038,1,1,P17+P131,1
Q20643152,1,1,P17+P131,0
Q27355007,1,0,P17_only,0
Q30973140,1,1,P17+P131,1
Q1764070,1,1,P17+P131,1
Q30890103,1,0,P17_only,0
Q12574681,1,0,P17_only,1
Q112004000,1,0,P17_only,0
Q16433556,1,1,P17+P131,1
Q16965285,1,1,P17+P131,0
Q16661596,1,1,P17+P131,1
Q16665509,1,1,P17+P131,1
Q98085321,0,1,P131_only,0
Q12535978,1,0,P17_only,1
Q27430618,1,0,P17_only,0
Q20486133,1,0,P17_only,1
Q123363610,1,0,P17_only,0
Q27357632,1,0,P17_only,0
Q12701526,1,0,P17_only,0
Q12570056,1,0,P17_only,1
Q86668139,1,0,P17_only,0
Q16274605,1,1,P17+P131,1
Q20486176,1,0,P17_only,1
Q4288461,1,0,P17_only,0
Q135984447,1,0,P17_only,0
Q28406521,1,0,P17_only,1
Q20484381,1,0,P17_only,1
Q27354862,1,0,P17_only,0
Q32201762,1,0,P17_only,1
Q12530182,1,0,P17_only,1
Q12543110,1,0,P17_only,1
Q13651519,1,1,P17+P131,1
Q56368464,1,1,P17+P131,1
Q111721492,1,0,P17_only,1
Q12552461,1,1,P17+P131,1
Q10858557,1,1,P17+P131,1
Q110114330,1,0,P17_only,1
Q16274088,1,1,P17+P131,1
Q107752575,1,0,P17_only,0
Q13645749,1,1,P17+P131,1
Q137527263,1,0,P17_only,0
Q13423406,0,1,P131_only,1
Q12534884,1,1,P17+P131,1
Q13653162,0,1,P131_only,1
Q27357874,1,0,P17_only,0
Q27355032,1,0,P17_only,0
Q123363530,1,0,P17_only,0
Q16924216,1,0,P17_only,0
Q123363625,1,0,P17_only,0
Q13645996,1,1,P17+P131,1
Q16692392,1,1,P17+P131,1
Q2748637,1,0,P17_only,1
Q12576409,1,1,P17+P131,1
Q27350586,1,0,P17_only,0
Q16723671,1,1,P17+P131,1
Q56368523,1,1,P17+P131,1
Q6351959,1,1,P17+P131,1
Q12528566,1,1,P17+P131,1
Q13655991,1,1,P17+P131,1
Q13648616,1,1,P17+P131,1
Q20486242,1,0,P17_only,1
Q7514255,1,1,P17+P131,1
Q12550974,1,0,P17_only,1
Q135829103,1,0,P17_only,0
Q135829773,1,0,P17_only,0
Q4845939,1,1,P17+P131,1
Q12531241,1,1,P17+P131,1
Q16702062,1,1,P17+P131,1
Q15617528,1,1,P17+P131,1
Q2072205,1,1,P17+P131,1
Q32185666,1,0,P17_only,0
Q32171408,1,0,P17_only,0
Q97616216,1,0,P17_only,0
Q18398761,1,1,P17+P131,0
Q45728426,1,0,P17_only,0
Q55657300,1,0,P17_only,0
Q55833374,1,0,P17_only,0
Q16693825,1,1,P17+P131,1
Q42768910,1,1,P17+P131,0
Q20458036,1,0,P17_only,0
Q12571258,1,1,P17+P131,1
Q12543574,1,0,P17_only,1
Q28055262,1,0,P17_only,0
Q13641772,1,1,P17+P131,1
Q16710350,1,1,P17+P131,1
Q108789736,1,1,P17+P131,0
Q27348201,1,0,P17_only,0
Q28671118,1,0,P17_only,0
Q12534381,1,0,P17_only,1
Q12532072,1,1,P17+P131,1
Q30973293,1,1,P17+P131,1
Q16665737,1,1,P17+P131,1
Q6628902,1,1,P17+P131,1
Q12557321,1,0,P17_only,1
Q6364043,1,1,P17+P131,1
Q4250655,1,1,P17+P131,1
Q13652381,0,1,P131_only,1
Q16274294,1,1,P17+P131,1
Q4944288,1,0,P17_only,1
Q20077500,1,1,P17+P131,1
Q135829294,1,0,P17_only,0
Q13653374,1,1,P17+P131,1
Q18400724,1,1,P17+P131,1
Q6522628,1,1,P17+P131,1
Q27357308,1,0,P17_only,0
Q12546220,1,0,P17_only,1
Q17494751,1,1,P17+P131,1
Q32182012,1,0,P17_only,0
Q13643750,1,1,P17+P131,1
Q27353968,1,0,P17_only,0
Q165450,1,1,P17+P131,1
Q12565918,1,1,P17+P131,1
Q16629009,0,1,P131_only,1
Q137332395,1,1,P17+P131,0
Q55658384,1,0,P17_only,0
Q32218284,1,0,P17_only,0
Q65007809,1,1,P17+P131,0
Q12576893,1,1,P17+P131,1
Q12559701,1,0,P17_only,1
Q16432031,1,0,P17_only,1
Q4113168,1,1,P17+P131,1
Q12949818,1,1,P17+P131,1
Q25504660,1,0,P17_only,1
Q20098351,1,1,P17+P131,1
Q727880,1,0,P17_only,0
Q135829865,1,0,P17_only,0
Q20098411,1,1,P17+P131,1
Q12565379,1,1,P17+P131,1
Q16433704,1,0,P17_only,1
Q12561102,1,1,P17+P131,1
Q15617717,1,1,P17+P131,1
Q32206588,1,0,P17_only,0
Q6363922,1,1,P17+P131,1
Q27357979,1,0,P17_only,0
Q12692219,1,0,P17_only,0
Q18399924,1,1,P17+P131,1
Q12532178,1,0,P17_only,1
Q20098166,1,1,P17+P131,1
Q18400646,1,1,P17+P131,1
Q12550516,1,1,P17+P131,1
Q4243763,1,0,P17_only,1
Q12567927,1,0,P17_only,1
Q135829590,1,0,P17_only,0
Q32168411,0,1,P131_only,0
Q27357573,1,0,P17_only,0
Q13646527,1,1,P17+P131,1
Q13652453,0,1,P131_only,1
Q12531276,1,0,P17_only,1
Q6636420,1,0,P17_only,1
Q61368021,1,1,P17+P131,1
Q23933829,1,0,P17_only,0
Q13648428,1,1,P17+P131,1
Q4311782,1,0,P17_only,1
Q32175322,1,0,P17_only,0
Q27351933,1,0,P17_only,1
Q16681916,1,1,P17+P131,1
Q12532372,1,0,P17_only,1
Q1984953,1,0,P17_only,0
Q13648038,1,1,P17+P131,1
Q135828975,1,0,P17_only,0
Q16632048,0,1,P131_only,0
Q17514668,1,0,P17_only,0
Q18405542,1,1,P17+P131,1
Q32211920,1,0,P17_only,0
Q12550844,1,0,P17_only,1
Q20823486,1,0,P17_only,0
Q97316337,1,0,P17_only,0
Q135206146,1,0,P17_only,0
Q12543112,1,0,P17_only,1
Q16431652,1,0,P17_only,1
Q13655969,1,1,P17+P131,1
Q32212311,1,0,P17_only,0
Q12576449,1,1,P17+P131,1
Q27348498,1,0,P17_only,0
Q32212104,1,0,P17_only,0
Q56368484,1,1,P17+P131,1
Q13643551,1,1,P17+P131,1
Q620285,1,0,P17_only,0
Q32175038,1,0,P17_only,0
Q4179771,1,0,P17_only,1
Q115906687,1,0,P17_only,0
Q13649148,1,1,P17+P131,1
Q12575403,1,1,P17+P131,1
Q12560181,1,1,P17+P131,1
Q20098121,1,1,P17+P131,1
Q20098233,1,1,P17+P131,1
Q16274070,1,1,P17+P131,1
Q2070714,1,0,P17_only,0
Q135845184,1,0,P17_only,1
Q22204936,1,1,P17+P131,1
Q16651870,1,1,P17+P131,1
Q123363705,1,0,P17_only,0
Q20486298,1,0,P17_only,1
Q97274633,1,0,P17_only,0
Q12551068,0,1,P131_only,1
Q13645784,1,1,P17+P131,1
Q60860544,1,0,P17_only,1
Q12530179,1,1,P17+P131,1
Q13642337,0,1,P131_only,1
Q12565779,1,1,P17+P131,1
Q16432400,1,1,P17+P131,1
Q25493566,1,0,P17_only,1
Q27357953,1,0,P17_only,0
Q97161514,1,0,P17_only,0
Q12532185,1,0,P17_only,1
Q16669443,1,1,P17+P131,1
Q27350572,1,1,P17+P131,0
Q16652088,1,1,P17+P131,1
Q12542912,1,1,P17+P131,1
Q32182078,1,0,P17_only,0
Q32212014,1,0,P17_only,0
Q20149988,1,1,P17+P131,0
Q12531097,1,1,P17+P131,1
Q16651030,1,1,P17+P131,1
Q27357106,1,0,P17_only,0
Q27354288,1,1,P17+P131,1
Q16647396,1,1,P17+P131,1
Q126974788,1,1,P17+P131,0
Q12671980,1,0,P17_only,0
Q16432208,1,0,P17_only,1
Q27358177,1,1,P17+P131,0
Q134484453,1,1,P17+P131,0
Q27430947,1,0,P17_only,0
Q268402,1,1,P17+P131,1
Q135829456,1,0,P17_only,0
Q16274342,1,1,P17+P131,1
Q67125590,1,0,P17_only,0
Q4302193,1,1,P17+P131,1
Q5348036,1,0,P17_only,0
Q16694847,1,1,P17+P131,1
Q18408985,1,1,P17+P131,1
Q16702848,1,1,P17+P131,1
Q18400368,1,1,P17+P131,1
Q16709945,1,1,P17+P131,1
Q5100877,1,0,P17_only,0
Q32183987,1,0,P17_only,0
Q61367310,1,1,P17+P131,1
Q55836945,1,0,P17_only,1
Q1305566,1,0,P17_only,1
Q112004006,1,0,P17_only,0
Q13667506,1,1,P17+P131,1
Q12532285,1,0,P17_only,1
Q27348085,1,0,P17_only,1
Q65124377,1,0,P17_only,0
Q32200114,1,0,P17_only,0
Q120497948,1,0,P17_only,0
Q27352699,0,1,P131_only,0
Q12556946,1,1,P17+P131,1
Q32200563,1,0,P17_only,0
Q16716543,1,1,P17+P131,1
Q13645858,1,1,P17+P131,1
Q20484945,1,0,P17_only,1
Q13667022,1,1,P17+P131,1
Q4348953,1,0,P17_only,1
Q134311101,1,1,P17+P131,0
Q135829686,1,0,P17_only,0
Q16710466,1,1,P17+P131,1
Q13652544,0,1,P131_only,1
Q16432432,1,1,P17+P131,1
Q27357710,1,0,P17_only,0
Q12531365,1,0,P17_only,1
Q129880567,1,1,P17+P131,1
Q23958958,1,0,P17_only,1
Q55603711,1,1,P17+P131,0
Q32192920,1,1,P17+P131,0
Q31194436,1,0,P17_only,1
Q16433273,1,1,P17+P131,1
Q13652228,1,1,P17+P131,1
Q4205619,1,1,P17+P131,1
Q32191465,1,0,P17_only,0
Q4459530,1,1,P17+P131,1
Q30975225,1,1,P17+P131,1
Q60852085,1,0,P17_only,1
Q4812938,1,1,P17+P131,1
Q12560643,1,0,P17_only,1
Q131147425,1,0,P17_only,1
Q15918893,1,1,P17+P131,1
Q114810613,1,0,P17_only,0
Q18402053,1,1,P17+P131,1
Q126982888,1,1,P17+P131,0
Q12545574,1,0,P17_only,1
Q56367042,1,1,P17+P131,1
Q16655445,1,1,P17+P131,1
Q124336429,1,0,P17_only,0
Q22205211,1,1,P17+P131,1
Q13645772,1,1,P17+P131,1
Q16664590,1,1,P17+P131,1
Q12532222,1,0,P17_only,1
Q2393266,1,1,P17+P131,1
Q139616615,1,1,P17+P131,0
Q27430720,1,0,P17_only,0
Q27358042,1,0,P17_only,0
Q27357128,1,0,P17_only,0
Q16434551,1,1,P17+P131,1
Q65143682,1,0,P17_only,0
Q13552123,0,1,P131_only,1
Q25396979,1,1,P17+P131,0
Q12563002,1,1,P17+P131,1
Q16432107,1,1,P17+P131,1
Q16682672,1,1,P17+P131,0
Q16274332,1,1,P17+P131,1
Q138746153,1,1,P17+P131,0
Q12576472,1,0,P17_only,1
Q114976714,1,0,P17_only,1
Q6380843,1,0,P17_only,1
Q3719225,1,0,P17_only,1
Q27430707,1,0,P17_only,0
Q12546394,1,0,P17_only,1
Q138300150,1,0,P17_only,0
Q12528961,1,1,P17+P131,1
Q20870879,1,0,P17_only,0
Q20485761,1,0,P17_only,1
Q12562768,1,1,P17+P131,1
Q27358089,1,1,P17+P131,0
Q61368228,1,1,P17+P131,1
Q11283452,1,0,P17_only,0
Q13667499,1,1,P17+P131,1
Q32216237,1,0,P17_only,0
Q13645943,1,1,P17+P131,1
Q16667479,1,1,P17+P131,0
Q15111367,1,1,P17+P131,1
Q4365743,1,1,P17+P131,1
Q12562674,1,1,P17+P131,1
Q112003993,1,0,P17_only,0
Q18399648,1,1,P17+P131,1
Q27430635,1,0,P17_only,0
Q65250292,1,0,P17_only,1
Q12570034,1,0,P17_only,1
Q20466557,1,0,P17_only,0
Q65256518,1,0,P17_only,0
Q27350587,1,0,P17_only,0
Q16433524,1,0,P17_only,1
Q32216974,1,1,P17+P131,0
Q12574589,1,0,P17_only,1
Q27350705,1,1,P17+P131,0
Q12554698,1,1,P17+P131,1
Q123363616,1,0,P17_only,0
Q1192007,1,1,P17+P131,1
Q13662497,1,1,P17+P131,1
Q20485859,1,0,P17_only,1
Q16432386,1,1,P17+P131,1
Q16667687,1,1,P17+P131,1
Q27352801,1,0,P17_only,0
Q123363870,1,0,P17_only,0
Q12563433,1,1,P17+P131,1
Q13665052,1,1,P17+P131,1
Q12546460,1,0,P17_only,1
Q135829088,1,0,P17_only,0
Q12528928,1,0,P17_only,1
Q32178056,1,1,P17+P131,1
Q12661980,1,1,P17+P131,1
Q13645628,1,1,P17+P131,1
Q32203148,1,0,P17_only,0
Q136268977,1,0,P17_only,0
Q32203850,1,0,P17_only,0
Q32190170,1,0,P17_only,0
Q16721117,1,1,P17+P131,1
Q13642174,1,1,P17+P131,1
Q18629942,1,0,P17_only,1
Q27351901,1,1,P17+P131,1
Q7499767,0,1,P131_only,1
Q2660676,1,0,P17_only,1
Q12526915,1,0,P17_only,1
Q18407589,1,1,P17+P131,1
Q111296989,1,0,P17_only,0
Q18407624,1,1,P17+P131,1
Q16701013,1,1,P17+P131,1
Q27357076,1,0,P17_only,0
Q12528925,1,1,P17+P131,1
Q4246019,1,1,P17+P131,1
Q12555686,1,1,P17+P131,1
Q32189780,1,0,P17_only,0
Q27430580,1,0,P17_only,0
Q16274154,1,1,P17+P131,1
Q16272340,0,1,P131_only,1
Q13655877,1,1,P17+P131,1
Q27352880,1,1,P17+P131,0
Q18406108,1,1,P17+P131,1
Q27354812,1,0,P17_only,0
Q7537493,1,0,P17_only,0
Q14927627,1,0,P17_only,0
Q104921690,1,0,P17_only,0
Q135829640,1,0,P17_only,0
Q23937523,1,1,P17+P131,0
Q12535415,1,1,P17+P131,1
Q27350681,1,1,P17+P131,0
Q35493,1,1,P17+P131,1
Q13648402,1,1,P17+P131,1
Q4507118,1,1,P17+P131,0
Q12577625,1,1,P17+P131,1
Q13663144,1,1,P17+P131,1
Q27348395,1,1,P17+P131,1
Q65253960,1,0,P17_only,0
Q129880729,1,1,P17+P131,1
Q16661708,1,1,P17+P131,1
Q111297028,1,0,P17_only,0
Q12702568,1,0,P17_only,0
Q16433848,1,0,P17_only,1
Q16661798,1,1,P17+P131,1
Q65349846,1,0,P17_only,0
Q13646967,1,1,P17+P131,1
Q20486356,1,0,P17_only,1
Q22205248,1,1,P17+P131,1
Q13648572,1,1,P17+P131,1
Q12541979,1,0,P17_only,1
Q12535102,1,0,P17_only,1
Q32175056,1,0,P17_only,0
Q13663193,1,1,P17+P131,1
Q3884178,1,1,P17+P131,1
Q67893056,1,0,P17_only,0
Q27354725,1,0,P17_only,0
Q12709648,1,0,P17_only,0
Q32195286,1,0,P17_only,0
Q20098695,1,1,P17+P131,1
Q10539533,1,0,P17_only,0
Q13643553,1,1,P17+P131,1
Q32192888,1,1,P17+P131,0
Q136230157,1,0,P17_only,0
Q16431498,1,0,P17_only,1
Q27354877,1,0,P17_only,0
Q13359420,0,1,P131_only,1
Q16700985,1,1,P17+P131,1
Q28651354,1,1,P17+P131,1
Q27355089,1,0,P17_only,0
Q13651787,1,1,P17+P131,1
Q12532570,1,1,P17+P131,1
Q56367199,1,1,P17+P131,1
Q6067621,1,0,P17_only,1
Q12537374,1,1,P17+P131,1
Q60975162,1,0,P17_only,1
Q16651141,1,1,P17+P131,1
Q16431791,1,1,P17+P131,1
Q16681904,1,0,P17_only,1
Q4166271,1,1,P17+P131,1
Q13648618,1,1,P17+P131,1
Q12823517,1,0,P17_only,1
Q16274619,1,1,P17+P131,1
Q27357976,1,0,P17_only,0
Q27354888,1,0,P17_only,0
Q139884767,1,1,P17+P131,0
Q12575970,1,0,P17_only,1
Q25499199,1,0,P17_only,1
Q420603,1,1,P17+P131,1
Q4527126,1,1,P17+P131,1
Q71027149,1,0,P17_only,0
Q4509464,1,1,P17+P131,1
Q16682773,1,1,P17+P131,1
Q4536444,1,1,P17+P131,1
Q12542262,1,1,P17+P131,1
Q4880008,1,0,P17_only,1
Q12538443,1,1,P17+P131,1
Q12571238,1,1,P17+P131,1
Q16433354,1,0,P17_only,1
Q16432739,1,1,P17+P131,1
Q135829442,1,0,P17_only,0
Q1182841,1,0,P17_only,1
Q4075737,1,0,P17_only,1
Q123363850,1,0,P17_only,0
Q16685419,1,0,P17_only,1
Q63393200,1,0,P17_only,0
Q25420064,1,1,P17+P131,1
Q16433287,1,1,P17+P131,1
Q25525464,1,0,P17_only,1
Q123363755,1,0,P17_only,0
Q12541893,0,1,P131_only,1
Q4041621,1,0,P17_only,0
Q1089531,1,0,P17_only,0
Q27355071,1,0,P17_only,0
Q12535002,1,1,P17+P131,1
Q135830047,1,0,P17_only,0
Q16433768,1,1,P17+P131,1
Q12554049,1,0,P17_only,1
Q27354719,1,0,P17_only,0
Q12576463,1,1,P17+P131,1
Q110259452,1,0,P17_only,0
Q30975184,1,1,P17+P131,1
Q139323461,1,1,P17+P131,1
Q2557066,1,0,P17_only,0
Q12559117,1,1,P17+P131,1
Q12577646,1,0,P17_only,1
Q55659220,1,0,P17_only,0
Q32199613,1,0,P17_only,0
Q13648646,1,1,P17+P131,1
Q16274073,1,1,P17+P131,1
Q4210753,1,0,P17_only,0
Q13652056,1,1,P17+P131,1
Q12528456,1,0,P17_only,1
Q7504306,1,1,P17+P131,1
Q86664581,1,0,P17_only,0
Q64200368,1,0,P17_only,1
Q27356955,1,0,P17_only,0
Q124248838,1,0,P17_only,0
Q55833404,1,0,P17_only,0
Q2556281,1,1,P17+P131,1
Q4449479,1,1,P17+P131,1
Q13642342,0,1,P131_only,1
Q12548749,1,0,P17_only,1
Q30894709,1,0,P17_only,1
Q13641607,1,1,P17+P131,1
Q111862479,1,0,P17_only,0
Q20486118,1,0,P17_only,1
Q13652462,0,1,P131_only,1
Q16708449,1,1,P17+P131,1
Q32182173,1,0,P17_only,0
Q16648431,1,1,P17+P131,1
Q13643481,1,1,P17+P131,1
Q16715319,1,1,P17+P131,0
Q104739187,1,0,P17_only,0
Q97275467,1,0,P17_only,0
Q30975121,1,1,P17+P131,1
Q21187682,1,0,P17_only,0
Q12570789,1,0,P17_only,1
Q123363833,1,0,P17_only,0
Q12574865,1,0,P17_only,1
Q2112855,1,1,P17+P131,1
Q11348368,1,1,P17+P131,1
Q4188021,1,0,P17_only,1
Q13648834,1,1,P17+P131,1
Q27354878,1,0,P17_only,0
Q68036931,1,0,P17_only,0
Q27352823,1,0,P17_only,0
Q16432426,1,0,P17_only,1
Q28668921,1,0,P17_only,0
Q3627426,1,0,P17_only,0
Q15732227,1,0,P17_only,1
Q56368518,1,1,P17+P131,1
Q27358285,1,0,P17_only,0
Q12574613,1,1,P17+P131,1
Q124966615,1,0,P17_only,0
Q86664462,1,0,P17_only,0
Q13643363,1,1,P17+P131,1
Q20486217,1,0,P17_only,1
Q12574853,1,1,P17+P131,1
Q137527313,1,0,P17_only,0
Q56368547,1,1,P17+P131,1
Q111297014,1,0,P17_only,0
Q15714543,1,1,P17+P131,1
Q4241993,1,1,P17+P131,1
Q2029511,1,0,P17_only,1
Q32190829,1,0,P17_only,0
Q32178566,1,1,P17+P131,0
Q4079725,1,1,P17+P131,1
Q27352119,1,1,P17+P131,0
Q12542353,1,0,P17_only,1
Q110549128,1,0,P17_only,0
Q13642138,1,1,P17+P131,1
Q16701429,1,1,P17+P131,1
Q15266084,1,0,P17_only,0
Q13648587,1,1,P17+P131,1
Q32206776,1,0,P17_only,0
Q4072318,1,0,P17_only,1
Q12529680,1,0,P17_only,1
Q12561917,1,0,P17_only,1
Q16434425,1,0,P17_only,1
Q18407837,1,1,P17+P131,1
Q32175995,1,0,P17_only,1
Q32188285,1,0,P17_only,0
Q4525984,1,1,P17+P131,1
Q12556408,1,1,P17+P131,1
Q16433482,1,0,P17_only,1
Q135828469,1,0,P17_only,0
Q16432676,1,0,P17_only,1
Q27357150,1,0,P17_only,0
Q27430733,1,0,P17_only,0
Q13422675,0,1,P131_only,1
Q20098307,1,1,P17+P131,1
Q15617553,1,1,P17+P131,1
Q59208958,1,1,P17+P131,1
Q16651001,1,1,P17+P131,1
Q65172484,1,1,P17+P131,0
Q20754968,1,1,P17+P131,1
Q20484919,1,0,P17_only,1
Q136090811,1,0,P17_only,0
Q108789719,1,1,P17+P131,0
Q12557451,1,0,P17_only,1
Q16433374,1,0,P17_only,1
Q130604472,1,0,P17_only,0
Q131553008,1,1,P17+P131,1
Q12556969,1,1,P17+P131,1
Q12564992,1,1,P17+P131,1
Q32214549,1,0,P17_only,0
Q16432786,1,1,P17+P131,1
Q27357560,1,0,P17_only,0
Q16699072,1,1,P17+P131,1
Q27351665,1,0,P17_only,1
Q27430963,1,0,P17_only,0
Q18396377,1,1,P17+P131,1
Q96034996,1,1,P17+P131,0
Q32202028,1,0,P17_only,0
Q2580456,1,0,P17_only,0
Q12532280,1,1,P17+P131,1
Q48845544,1,0,P17_only,0
Q32196044,1,0,P17_only,0
Q16273100,1,1,P17+P131,1
Q21656432,1,0,P17_only,1
Q124479556,1,0,P17_only,0
Q13646744,1,1,P17+P131,1
Q12568321,1,0,P17_only,1
Q16651050,1,1,P17+P131,1
Q16682808,1,1,P17+P131,1
Q16653864,1,1,P17+P131,1
Q16272725,1,1,P17+P131,1
Q30897519,1,1,P17+P131,0
Q27357104,1,0,P17_only,0
Q77861623,1,0,P17_only,0
Q20486279,1,0,P17_only,1
Q12691087,1,0,P17_only,0
Q139907151,1,1,P17+P131,0
Q16434553,1,0,P17_only,1
Q16432768,1,0,P17_only,1
Q32183134,1,0,P17_only,0
Q12539314,0,1,P131_only,1
Q32194356,1,0,P17_only,0
Q32200675,1,0,P17_only,0
Q13663128,1,1,P17+P131,1
Q4533958,1,0,P17_only,0
Q32216574,1,0,P17_only,0
Q27430825,1,1,P17+P131,0
Q18401185,1,1,P17+P131,1
Q30897262,1,0,P17_only,1
Q12551001,1,0,P17_only,1
Q32212025,1,1,P17+P131,0
Q18399857,1,1,P17+P131,1
Q973886,1,0,P17_only,1
Q12531699,1,0,P17_only,1
Q16433275,1,1,P17+P131,1
Q13643112,0,1,P131_only,1
Q12533006,1,0,P17_only,1
Q27353907,1,0,P17_only,1
Q32181415,1,0,P17_only,0
Q32216248,1,0,P17_only,0
Q4505096,1,1,P17+P131,1
Q16433293,1,0,P17_only,1
Q16273939,1,1,P17+P131,1
Q23958863,1,0,P17_only,1
Q125937825,1,0,P17_only,0
Q12566953,1,1,P17+P131,1
Q4505880,1,1,P17+P131,1
Q1430894,1,1,P17+P131,1
Q12561246,1,0,P17_only,1
Q27357441,1,0,P17_only,0
Q27358197,1,0,P17_only,0
Q67059615,1,0,P17_only,1
Q16434276,1,1,P17+P131,1
Q27355056,1,0,P17_only,0
Q27430838,1,0,P17_only,0
Q32216585,1,1,P17+P131,0
Q131199282,1,0,P17_only,0
Q12528747,1,0,P17_only,1
Q3853540,1,0,P17_only,1
Q4412999,1,0,P17_only,1
Q13551309,0,1,P131_only,1
Q123224458,1,1,P17+P131,1
Q20097136,1,1,P17+P131,1
Q12528487,1,0,P17_only,1
Q16720149,1,1,P17+P131,1
Q27356931,1,0,P17_only,0
Q16274142,1,1,P17+P131,1
Q12543158,1,1,P17+P131,1
Q27351243,1,0,P17_only,0
Q13641904,1,1,P17+P131,1
Q30593960,1,0,P17_only,0
Q123363704,1,0,P17_only,0
Q110114027,1,1,P17+P131,1
Q2436904,1,0,P17_only,0
Q16678882,1,1,P17+P131,1
Q16681558,1,1,P17+P131,0
Q110303813,1,0,P17_only,0
Q12542207,1,1,P17+P131,1
Q32187799,1,0,P17_only,0
Q740832,1,1,P17+P131,1
Q16661613,1,1,P17+P131,1
Q32175949,1,1,P17+P131,0
Q139816894,1,0,P17_only,0
Q55239191,1,0,P17_only,0
Q32184771,1,1,P17+P131,0
Q18407045,1,1,P17+P131,1
Q32204863,1,0,P17_only,0
