qid,has_kkwiki,p21,p21_group
Q51667895,0,,MISSING
Q51668139,0,,MISSING
Q51668185,0,,MISSING
Q51668816,1,,MISSING
Q51669613,0,,MISSING
Q51670531,1,,MISSING
Q51670845,0,,MISSING
Q51787735,0,,MISSING
Q51787899,0,,MISSING
Q51787933,0,,MISSING
Q51787941,0,,MISSING
Q51787949,0,,MISSING
Q51843965,0,,MISSING
Q51844105,0,,MISSING
Q51844603,0,,MISSING
Q51845471,0,,MISSING
Q51954373,0,,MISSING
Q51972175,0,,MISSING
Q52371940,0,,MISSING
Q52735381,0,,MISSING
Q53381363,0,,MISSING
Q53791790,1,,MISSING
Q53862617,1,,MISSING
Q54862554,0,,MISSING
Q54877297,0,,MISSING
Q54969311,1,,MISSING
Q55012166,0,,MISSING
Q55103199,1,,MISSING
Q55103353,0,,MISSING
Q55103372,1,,MISSING
Q55103401,0,,MISSING
Q55103616,0,,MISSING
Q55103771,0,,MISSING
Q55104161,0,,MISSING
Q55104737,0,,MISSING
Q55105191,1,,MISSING
Q55106289,1,,MISSING
Q55239134,0,,MISSING
Q55239156,0,,MISSING
Q55239165,0,,MISSING
Q55239174,0,,MISSING
Q55282024,0,,MISSING
Q55282028,1,,MISSING
Q55362617,0,,MISSING
Q55374956,1,,MISSING
Q55389931,0,,MISSING
Q55389937,0,,MISSING
Q55390040,0,,MISSING
Q55471621,0,,MISSING
Q55541199,0,,MISSING
Q55593174,0,,MISSING
Q55593271,0,,MISSING
Q55605967,1,,MISSING
Q55650836,1,,MISSING
Q55652742,1,,MISSING
Q55653608,0,,MISSING
Q55655395,0,,MISSING
Q55655548,0,,MISSING
Q55691572,0,,MISSING
Q55713901,0,,MISSING
Q55768429,0,,MISSING
Q55834393,0,,MISSING
Q56046729,0,,MISSING
Q56064017,0,,MISSING
Q56065078,1,,MISSING
Q56222316,0,,MISSING
Q56224848,0,,MISSING
Q56226512,0,,MISSING
Q56250314,0,,MISSING
Q56307080,1,,MISSING
Q56307178,0,,MISSING
Q56308148,0,,MISSING
Q56308476,0,,MISSING
Q56308477,0,,MISSING
Q56308502,0,,MISSING
Q56308573,0,,MISSING
Q56308579,0,,MISSING
Q56308813,0,,MISSING
Q56309701,1,,MISSING
Q56309748,0,,MISSING
Q56309756,0,,MISSING
Q56309986,0,,MISSING
Q56310801,0,,MISSING
Q56310805,0,,MISSING
Q56310931,0,,MISSING
Q56310977,0,,MISSING
Q56311185,0,,MISSING
Q56311197,0,,MISSING
Q56311200,0,,MISSING
Q56311808,0,,MISSING
Q56315443,1,,MISSING
Q56322088,0,,MISSING
Q56340833,0,,MISSING
Q56426633,1,,MISSING
Q56433531,0,,MISSING
Q56475546,0,,MISSING
Q56475547,0,,MISSING
Q56599619,0,,MISSING
Q56681477,1,,MISSING
Q56682769,0,,MISSING
Q56685591,0,,MISSING
Q56710757,0,,MISSING
Q56808028,0,,MISSING
Q56809113,1,,MISSING
Q56825894,1,,MISSING
Q56884013,0,,MISSING
Q57323319,0,,MISSING
Q57326692,0,,MISSING
Q57445822,1,,MISSING
Q57558189,0,,MISSING
Q57858847,1,,MISSING
Q57915940,0,,MISSING
Q58072080,1,,MISSING
Q58079733,0,,MISSING
Q58196938,1,,MISSING
Q58240233,1,,MISSING
Q58308116,0,,MISSING
Q58315988,0,,MISSING
Q58327407,1,,MISSING
Q58367440,0,,MISSING
Q58368847,0,,MISSING
Q58378992,0,,MISSING
Q58389249,0,,MISSING
Q58878881,0,,MISSING
Q58885843,0,,MISSING
Q59101173,0,,MISSING
Q59175847,0,,MISSING
Q59185728,0,,MISSING
Q59387261,1,,MISSING
Q59682116,0,,MISSING
Q59857659,0,,MISSING
Q60023751,0,,MISSING
Q60496212,0,,MISSING
Q60535382,0,,MISSING
Q60537094,0,,MISSING
Q60537165,0,,MISSING
Q60590427,0,,MISSING
Q60694353,1,,MISSING
Q60694666,0,,MISSING
Q60694751,0,,MISSING
Q60695117,0,,MISSING
Q60825564,1,,MISSING
Q60825884,0,,MISSING
Q60826671,0,,MISSING
Q60826736,0,,MISSING
Q60827308,0,,MISSING
Q60827314,1,,MISSING
Q60828327,0,,MISSING
Q60828424,0,,MISSING
Q60829141,0,,MISSING
Q60829941,0,,MISSING
Q60830552,1,,MISSING
Q60830629,0,,MISSING
Q60830721,0,,MISSING
Q60830925,0,,MISSING
Q60830968,1,,MISSING
Q60831075,0,,MISSING
Q60831076,0,,MISSING
Q60831525,1,,MISSING
Q60832926,1,,MISSING
Q60833499,1,,MISSING
Q60833553,1,,MISSING
Q60833563,1,,MISSING
Q60834344,0,,MISSING
Q60834482,1,,MISSING
Q60835306,1,,MISSING
Q60835661,0,,MISSING
Q60836096,0,,MISSING
Q60836102,1,,MISSING
Q60836284,0,,MISSING
Q60836831,0,,MISSING
Q60837254,0,,MISSING
Q60837267,0,,MISSING
Q60837759,0,,MISSING
Q60837897,0,,MISSING
Q60837906,0,,MISSING
Q60838064,1,,MISSING
Q60838161,0,,MISSING
Q65250338,1,,MISSING
Q65250450,1,,MISSING
Q65250470,1,,MISSING
Q65250497,1,,MISSING
Q65250503,1,,MISSING
Q65250500,1,,MISSING
Q65250512,1,,MISSING
Q65250523,1,,MISSING
Q65250697,1,,MISSING
Q65250714,1,,MISSING
Q65250806,1,,MISSING
Q65250854,1,,MISSING
Q65250947,1,,MISSING
Q65251080,1,,MISSING
Q65251121,1,,MISSING
Q65251135,1,,MISSING
Q65251777,1,,MISSING
Q65251840,1,,MISSING
Q65251933,1,,MISSING
Q65252177,1,,MISSING
Q65252798,1,,MISSING
Q65252867,1,,MISSING
Q65253488,1,,MISSING
Q65548418,0,,MISSING
Q65548462,0,,MISSING
Q65551389,0,,MISSING
Q65553293,0,,MISSING
Q65559052,0,,MISSING
Q65670139,0,,MISSING
Q65923248,1,,MISSING
Q65951758,0,,MISSING
Q66095795,0,,MISSING
Q66101070,1,,MISSING
Q66108257,0,,MISSING
Q66125153,0,,MISSING
Q66394161,0,,MISSING
Q66587436,0,,MISSING
Q66648657,1,,MISSING
Q66655344,1,,MISSING
Q66661712,0,,MISSING
Q66840886,0,,MISSING
Q66840899,0,,MISSING
Q66840903,0,,MISSING
Q66840905,0,,MISSING
Q66840953,0,,MISSING
Q66840981,0,,MISSING
Q66840991,0,,MISSING
Q66841107,0,,MISSING
Q66841151,0,,MISSING
Q66841160,0,,MISSING
Q66841197,0,,MISSING
Q66841200,0,,MISSING
Q66841271,0,,MISSING
Q66841314,0,,MISSING
Q66841412,0,,MISSING
Q66841447,0,,MISSING
Q66841450,0,,MISSING
Q66841457,0,,MISSING
Q67980434,0,,MISSING
Q68045840,1,,MISSING
Q68101315,0,,MISSING
Q68162982,0,,MISSING
Q68845886,0,,MISSING
Q69578268,0,,MISSING
Q69801470,0,,MISSING
Q69972948,1,,MISSING
Q70011420,0,,MISSING
Q70251498,1,,MISSING
Q70251767,0,,MISSING
Q70251906,1,,MISSING
Q70251955,0,,MISSING
Q70252095,0,,MISSING
Q70252200,0,,MISSING
Q70252994,0,,MISSING
Q70253221,0,,MISSING
Q70253393,0,,MISSING
Q70253431,1,,MISSING
Q70253475,1,,MISSING
Q70253502,0,,MISSING
Q70253546,1,,MISSING
Q70253633,0,,MISSING
Q70253850,0,,MISSING
Q70253913,1,,MISSING
Q70254110,1,,MISSING
Q70254736,1,,MISSING
Q70560425,0,,MISSING
Q70667769,1,,MISSING
Q70668896,1,,MISSING
Q70670504,1,,MISSING
Q70709235,0,,MISSING
Q70709352,1,,MISSING
Q70758288,0,,MISSING
Q71051200,0,,MISSING
Q71164400,0,,MISSING
Q71318720,0,,MISSING
Q71318822,0,,MISSING
Q71319359,0,,MISSING
Q71319716,0,,MISSING
Q71428480,0,,MISSING
Q71428543,1,,MISSING
Q4181893,1,,MISSING
Q4182010,1,,MISSING
Q4183057,0,,MISSING
Q4183335,1,,MISSING
Q4183406,0,,MISSING
Q4187299,1,,MISSING
Q4189551,1,,MISSING
Q4190180,1,,MISSING
Q4190210,0,,MISSING
Q4191470,0,,MISSING
Q4191819,1,,MISSING
Q4191926,1,,MISSING
Q4192211,0,,MISSING
Q4194591,0,,MISSING
Q4195352,0,,MISSING
Q4198704,1,,MISSING
Q4199707,0,,MISSING
Q4200049,0,,MISSING
Q4202773,0,,MISSING
Q4203248,1,,MISSING
Q4203513,1,,MISSING
Q4203722,1,,MISSING
Q4203750,0,,MISSING
Q4203816,1,,MISSING
Q4204068,0,,MISSING
Q4204104,1,,MISSING
Q4204422,0,,MISSING
Q4205436,1,,MISSING
Q4205713,1,,MISSING
Q4206632,1,,MISSING
Q4206761,0,,MISSING
Q4206766,1,,MISSING
Q4207212,0,,MISSING
Q4207459,1,,MISSING
Q4208401,0,,MISSING
Q4208743,1,,MISSING
Q4209314,1,,MISSING
Q4209355,0,,MISSING
Q4209352,1,,MISSING
Q4210200,0,,MISSING
Q4211441,1,,MISSING
Q4211543,1,,MISSING
Q4211603,1,,MISSING
Q4212176,1,,MISSING
Q4212180,0,,MISSING
Q4213731,1,,MISSING
Q4214305,1,,MISSING
Q4214979,1,,MISSING
Q4215008,0,,MISSING
Q4215062,1,,MISSING
Q4216596,1,,MISSING
Q4216945,1,,MISSING
Q4216953,1,,MISSING
Q4217676,1,,MISSING
Q4217830,1,,MISSING
Q4217921,1,,MISSING
Q4218032,0,,MISSING
Q4219024,1,,MISSING
Q4219098,1,,MISSING
Q4219606,1,,MISSING
Q4219777,1,,MISSING
Q4220445,1,,MISSING
Q4220486,1,,MISSING
Q4220627,1,,MISSING
Q4221171,1,,MISSING
Q4222058,0,,MISSING
Q4222738,1,,MISSING
Q4223739,0,,MISSING
Q4225434,0,,MISSING
Q4225572,0,,MISSING
Q4225960,1,,MISSING
Q4226243,1,,MISSING
Q4226249,1,,MISSING
Q4226718,0,,MISSING
Q4226778,0,,MISSING
Q4227032,1,,MISSING
Q4227382,0,,MISSING
Q4229623,0,,MISSING
Q4232029,1,,MISSING
Q4232074,0,,MISSING
Q4232942,0,,MISSING
Q4233034,1,,MISSING
Q4233506,1,,MISSING
Q4233865,0,,MISSING
Q4234568,0,,MISSING
Q4234753,1,,MISSING
Q4234767,1,,MISSING
Q4235256,0,,MISSING
Q4235322,0,,MISSING
Q4235666,0,,MISSING
Q4236107,0,,MISSING
Q4236176,1,,MISSING
Q4236991,0,,MISSING
Q4237072,0,,MISSING
Q4239927,0,,MISSING
Q4241831,1,,MISSING
Q4242515,0,,MISSING
Q4243117,0,,MISSING
Q4243237,0,,MISSING
Q4243433,1,,MISSING
Q4243574,1,,MISSING
Q4244977,0,,MISSING
Q4245925,1,,MISSING
Q4245951,1,,MISSING
Q4246071,1,,MISSING
Q4246075,1,,MISSING
Q4246136,1,,MISSING
Q4246404,0,,MISSING
Q4246579,0,,MISSING
Q4246585,0,,MISSING
Q4246950,1,,MISSING
Q4247082,1,,MISSING
Q4248566,1,,MISSING
Q4248569,1,,MISSING
Q4249182,0,,MISSING
Q4249877,0,,MISSING
Q4250163,0,,MISSING
Q4250192,1,,MISSING
Q4253447,1,,MISSING
Q4257173,0,,MISSING
Q4259197,0,,MISSING
Q4260223,0,,MISSING
Q4260638,1,,MISSING
Q4262331,0,,MISSING
Q4263069,0,,MISSING
Q4263589,1,,MISSING
Q4264947,1,,MISSING
Q4265036,0,,MISSING
Q4267386,0,,MISSING
Q4269581,1,,MISSING
Q4272719,1,,MISSING
Q4273907,1,,MISSING
Q4274481,1,,MISSING
Q4274538,0,,MISSING
Q4274578,0,,MISSING
Q4274832,1,,MISSING
Q4275225,1,,MISSING
Q4276117,0,,MISSING
Q4277762,1,,MISSING
Q4278761,1,,MISSING
Q4279318,0,,MISSING
Q4279397,0,,MISSING
Q4279499,0,,MISSING
Q4279805,1,,MISSING
Q4279808,1,,MISSING
Q4279972,0,,MISSING
Q4279973,0,,MISSING
Q4280148,0,,MISSING
Q4280186,0,,MISSING
Q4281456,1,,MISSING
Q4281955,0,,MISSING
Q4282077,0,,MISSING
Q4285535,1,,MISSING
Q4285631,1,,MISSING
Q4286266,0,,MISSING
Q4287316,0,,MISSING
Q4287328,0,,MISSING
Q4287635,1,,MISSING
Q4291609,0,,MISSING
Q4295575,0,,MISSING
Q4296269,0,,MISSING
Q4299148,1,,MISSING
Q4300309,0,,MISSING
Q4306864,1,,MISSING
Q4306865,1,,MISSING
Q4308305,1,,MISSING
Q4308322,0,,MISSING
Q4308323,1,,MISSING
Q4308335,1,,MISSING
Q4308375,1,,MISSING
Q4308406,1,,MISSING
Q4308614,1,,MISSING
Q4308651,0,,MISSING
Q4308732,1,,MISSING
Q4308737,1,,MISSING
Q4308742,1,,MISSING
Q4308746,1,,MISSING
Q4308968,1,,MISSING
Q4309431,0,,MISSING
Q4309432,1,,MISSING
Q4309650,0,,MISSING
Q4311210,0,,MISSING
Q4312090,1,,MISSING
Q4312142,1,,MISSING
Q4312144,1,,MISSING
Q4312727,1,,MISSING
Q4313147,1,,MISSING
Q4313145,1,,MISSING
Q4313529,0,,MISSING
Q4313628,0,,MISSING
Q4313951,0,,MISSING
Q4316972,0,,MISSING
Q4317800,0,,MISSING
Q4318205,1,,MISSING
Q4318380,1,,MISSING
Q4318542,0,,MISSING
Q4318541,1,,MISSING
Q4319543,1,,MISSING
Q4319687,0,,MISSING
Q12547768,1,,MISSING
Q12548026,1,,MISSING
Q12548027,1,,MISSING
Q12548030,1,,MISSING
Q12548031,1,,MISSING
Q12548029,1,,MISSING
Q12548063,1,,MISSING
Q12548090,1,,MISSING
Q12548394,1,,MISSING
Q12548733,1,,MISSING
Q12548809,1,,MISSING
Q12548827,1,,MISSING
Q12549153,1,,MISSING
Q12549262,1,,MISSING
Q12549390,1,,MISSING
Q12549391,1,,MISSING
Q12549877,1,,MISSING
Q12549904,1,,MISSING
Q12550504,1,,MISSING
Q12550511,1,,MISSING
Q12550526,1,,MISSING
Q12550530,1,,MISSING
Q12550538,1,,MISSING
Q12550563,1,,MISSING
Q12550697,1,,MISSING
Q12550722,1,,MISSING
Q12550723,1,,MISSING
Q12550738,1,,MISSING
Q12550739,1,,MISSING
Q12550760,1,,MISSING
Q12550766,1,,MISSING
Q12550926,1,,MISSING
Q12551098,1,,MISSING
Q12551347,1,,MISSING
Q12551470,1,,MISSING
Q12551536,1,,MISSING
Q12551648,1,,MISSING
Q12551685,1,,MISSING
Q12551718,1,,MISSING
Q12551752,1,,MISSING
Q12551770,1,,MISSING
Q12551779,1,,MISSING
Q12551826,1,,MISSING
Q12551829,1,,MISSING
Q12551856,1,,MISSING
Q12551857,1,,MISSING
Q12551865,1,,MISSING
Q12551980,1,,MISSING
Q12552104,1,,MISSING
Q12552110,1,,MISSING
Q12552111,1,,MISSING
Q12552112,1,,MISSING
Q12552113,1,,MISSING
Q12552118,1,,MISSING
Q12552116,1,,MISSING
Q12552122,1,,MISSING
Q12552120,1,,MISSING
Q12552121,1,,MISSING
Q12552125,1,,MISSING
Q12552147,1,,MISSING
Q12552158,1,,MISSING
Q12552157,1,,MISSING
Q12552164,1,,MISSING
Q12552170,1,,MISSING
Q12552355,1,,MISSING
Q12552412,1,,MISSING
Q12552421,1,,MISSING
Q12552439,1,,MISSING
Q12552651,1,,MISSING
Q12552666,1,,MISSING
Q12552675,1,,MISSING
Q12552701,1,,MISSING
Q12552846,1,,MISSING
Q12552864,1,,MISSING
Q12552870,1,,MISSING
Q12552903,1,,MISSING
Q12552910,1,,MISSING
Q12552918,1,,MISSING
Q12552939,1,,MISSING
Q12552979,1,,MISSING
Q12552980,1,,MISSING
Q12552985,1,,MISSING
Q12553008,1,,MISSING
Q12553145,1,,MISSING
Q12553159,1,,MISSING
Q12553165,1,,MISSING
Q12553175,1,,MISSING
Q12553232,1,,MISSING
Q12553240,1,,MISSING
Q12553241,1,,MISSING
Q12553250,1,,MISSING
Q12553252,1,,MISSING
Q12553283,1,,MISSING
Q12553281,1,,MISSING
Q12553287,1,,MISSING
Q12553320,1,,MISSING
Q12553321,1,,MISSING
Q12553427,1,,MISSING
Q12553496,1,,MISSING
Q12553508,1,,MISSING
Q12553514,1,,MISSING
Q12553515,1,,MISSING
Q12553513,1,,MISSING
Q12553528,1,,MISSING
Q12553778,1,,MISSING
Q12554089,1,,MISSING
Q12554117,1,,MISSING
Q12554152,1,,MISSING
Q12554164,1,,MISSING
Q12554241,0,,MISSING
Q12554285,1,,MISSING
Q12554509,1,,MISSING
Q12554691,1,,MISSING
Q12554689,1,,MISSING
Q12554693,1,,MISSING
Q12554719,1,,MISSING
Q12554778,1,,MISSING
Q12554793,0,,MISSING
Q12554840,1,,MISSING
Q12554867,1,,MISSING
Q12554898,1,,MISSING
Q12554899,1,,MISSING
Q12554896,1,,MISSING
Q12554897,1,,MISSING
Q12555160,1,,MISSING
Q12555161,1,,MISSING
Q12555167,1,,MISSING
Q12555165,1,,MISSING
Q12555169,1,,MISSING
Q12555186,1,,MISSING
Q12555194,1,,MISSING
Q12555206,1,,MISSING
Q12555207,1,,MISSING
Q12555205,1,,MISSING
Q12555208,1,,MISSING
Q12555212,1,,MISSING
Q12555268,1,,MISSING
Q12555291,1,,MISSING
Q12555288,1,,MISSING
Q12555301,1,,MISSING
Q12555354,1,,MISSING
Q12555358,1,,MISSING
Q12555356,1,,MISSING
Q12555362,1,,MISSING
Q12555360,1,,MISSING
Q12555393,1,,MISSING
Q12555403,1,,MISSING
Q12555426,1,,MISSING
Q12555461,1,,MISSING
Q12555523,1,,MISSING
Q12555524,1,,MISSING
Q12555652,1,,MISSING
Q12555683,1,,MISSING
Q12555692,1,,MISSING
Q12555734,1,,MISSING
Q12555793,1,,MISSING
Q12555796,1,,MISSING
Q12555834,1,,MISSING
Q12555864,1,,MISSING
Q12555924,1,,MISSING
Q12556127,1,,MISSING
Q12556167,1,,MISSING
Q12556230,1,,MISSING
Q12556261,1,,MISSING
Q12556307,1,,MISSING
Q12556309,1,,MISSING
Q12556349,1,,MISSING
Q12556354,1,,MISSING
Q12556489,1,,MISSING
Q12556515,1,,MISSING
Q12556548,1,,MISSING
Q12556595,1,,MISSING
Q12556631,1,,MISSING
Q12556684,1,,MISSING
Q12556693,1,,MISSING
Q12556699,1,,MISSING
Q12556716,1,,MISSING
Q12556735,1,,MISSING
Q12556748,1,,MISSING
Q12556762,1,,MISSING
Q12556763,1,,MISSING
Q12556791,1,,MISSING
Q12556804,1,,MISSING
Q12556817,1,,MISSING
Q12556839,1,,MISSING
Q12556846,1,,MISSING
Q12556854,1,,MISSING
Q12556879,1,,MISSING
Q12556876,1,,MISSING
Q12556964,1,,MISSING
Q12557090,1,,MISSING
Q12557098,1,,MISSING
Q12557196,1,,MISSING
Q12557330,1,,MISSING
Q12557357,1,,MISSING
Q12557366,1,,MISSING
Q12557382,1,,MISSING
Q12557390,1,,MISSING
Q12557530,1,,MISSING
Q12557706,1,,MISSING
Q12557758,1,,MISSING
Q12557772,1,,MISSING
Q12557899,1,,MISSING
Q12558019,1,,MISSING
Q12558394,1,Q6581072,Q6581072
Q12558630,1,Q6581097,Q6581097
Q12558642,1,Q6581097,Q6581097
Q12558975,1,Q6581097,Q6581097
Q12559419,1,Q6581097,Q6581097
Q12559488,1,Q6581097,Q6581097
Q12559489,1,Q6581097,Q6581097
Q12559661,1,Q6581072,Q6581072
Q12559667,1,Q6581072,Q6581072
Q12559665,1,Q6581072,Q6581072
Q12559668,1,Q6581072,Q6581072
Q12559688,1,,MISSING
Q12559689,1,Q6581072,Q6581072
Q12559698,1,,MISSING
Q12559705,1,Q6581097,Q6581097
Q12559743,1,Q6581097,Q6581097
Q12559769,1,Q6581097,Q6581097
Q12559811,1,Q6581097,Q6581097
Q12559814,1,Q6581072,Q6581072
Q12559855,1,Q6581097,Q6581097
Q12559856,1,Q6581097,Q6581097
Q12559878,1,Q6581072,Q6581072
Q12559882,1,Q6581072,Q6581072
Q12559967,1,Q6581097,Q6581097
Q12560162,1,,MISSING
Q12560172,1,Q6581097,Q6581097
Q12560196,1,Q6581097,Q6581097
Q12560227,1,Q6581072,Q6581072
Q12560224,1,Q6581072,Q6581072
Q12560225,1,Q6581072,Q6581072
Q12560229,1,Q6581072,Q6581072
Q12560238,1,Q6581072,Q6581072
Q12560237,1,Q6581072,Q6581072
Q12560258,1,Q6581097,Q6581097
Q12560334,1,Q6581097,Q6581097
Q12560377,1,Q6581072,Q6581072
Q12560386,1,Q6581097,Q6581097
Q12560397,1,Q6581072,Q6581072
Q12560448,1,Q6581097,Q6581097
Q12560507,1,,MISSING
Q12560518,1,Q6581097,Q6581097
Q12560562,1,Q6581097,Q6581097
Q12560560,1,Q6581097,Q6581097
Q12560561,1,Q6581097,Q6581097
Q12560622,1,Q6581097,Q6581097
Q12560621,1,,MISSING
Q12560637,1,Q6581072,Q6581072
Q12560707,1,Q6581097,Q6581097
Q12560713,1,Q6581097,Q6581097
Q12560741,1,Q6581097,Q6581097
Q12560779,1,Q6581097,Q6581097
Q12560838,1,Q6581097,Q6581097
Q12560837,1,Q6581097,Q6581097
Q12560845,1,Q6581097,Q6581097
Q12560891,1,,MISSING
Q12560972,1,,MISSING
Q12560985,1,Q6581097,Q6581097
Q12561028,1,Q6581072,Q6581072
Q12561033,1,Q6581072,Q6581072
Q12561086,1,,MISSING
Q12561136,1,Q6581097,Q6581097
Q12561282,1,Q6581097,Q6581097
Q12561280,1,Q6581097,Q6581097
Q12561374,1,Q6581097,Q6581097
Q12561387,1,Q6581097,Q6581097
Q12561544,1,Q6581097,Q6581097
Q12561563,1,Q6581097,Q6581097
Q12561570,1,Q6581072,Q6581072
Q12561583,1,Q6581097,Q6581097
Q12561643,1,Q6581097,Q6581097
Q12561654,1,Q6581097,Q6581097
Q12561685,1,Q6581097,Q6581097
Q12561700,1,Q6581072,Q6581072
Q12561720,1,Q6581072,Q6581072
Q12561786,1,Q6581097,Q6581097
Q12561784,1,Q6581097,Q6581097
Q12561789,1,Q6581097,Q6581097
Q12561821,1,Q6581097,Q6581097
Q12561836,1,Q6581097,Q6581097
Q12561856,1,Q6581097,Q6581097
Q12562022,1,Q6581097,Q6581097
Q12562033,1,Q6581097,Q6581097
Q12562054,1,Q6581097,Q6581097
Q12562063,1,Q6581097,Q6581097
Q12562066,1,Q6581097,Q6581097
Q12562104,1,Q6581097,Q6581097
Q12562151,1,Q6581097,Q6581097
Q12562162,1,Q6581097,Q6581097
Q12562166,1,Q6581097,Q6581097
Q12562167,1,Q6581097,Q6581097
Q12562164,1,Q6581097,Q6581097
Q12562168,1,Q6581097,Q6581097
Q12562178,1,Q6581097,Q6581097
Q12562179,1,Q6581097,Q6581097
Q12562186,1,Q6581097,Q6581097
Q12562191,1,Q6581097,Q6581097
Q20483382,1,,MISSING
Q20483385,1,Q6581097,Q6581097
Q20483399,1,Q6581072,Q6581072
Q20483409,1,Q6581097,Q6581097
Q20483432,1,Q6581097,Q6581097
Q20483445,1,Q6581097,Q6581097
Q20483467,1,Q6581097,Q6581097
Q20483471,1,Q6581072,Q6581072
Q20483485,1,Q6581097,Q6581097
Q20483503,1,Q6581097,Q6581097
Q20483521,1,Q6581097,Q6581097
Q20483524,1,Q6581097,Q6581097
Q20483525,1,Q6581097,Q6581097
Q20483543,1,Q6581097,Q6581097
Q20483549,1,Q6581097,Q6581097
Q20483559,1,Q6581097,Q6581097
Q20483588,1,Q6581097,Q6581097
Q20483634,1,Q6581072,Q6581072
Q20483638,1,Q6581097,Q6581097
Q20483651,1,Q6581072,Q6581072
Q20483671,1,Q6581072,Q6581072
Q20483685,1,Q6581097,Q6581097
Q20483691,1,Q6581097,Q6581097
Q20483706,1,Q6581097,Q6581097
Q20483719,1,Q6581097,Q6581097
Q20483750,1,Q6581072,Q6581072
Q20483776,1,Q6581097,Q6581097
Q20483798,1,,MISSING
Q20483801,1,Q6581097,Q6581097
Q20483816,1,Q6581097,Q6581097
Q20483820,1,Q6581097,Q6581097
Q20483834,1,Q6581097,Q6581097
Q20483837,1,Q6581097,Q6581097
Q20483864,1,Q6581097,Q6581097
Q20483865,1,Q6581097,Q6581097
Q20484141,1,Q6581072,Q6581072
Q20630979,0,Q6581097,Q6581097
Q20666212,0,Q6581097,Q6581097
Q20666506,0,Q6581097,Q6581097
Q20676778,0,Q6581097,Q6581097
Q20712070,0,Q6581097,Q6581097
Q20735808,1,Q6581097,Q6581097
Q20745211,0,Q6581072,Q6581072
Q20816393,0,Q6581072,Q6581072
Q20870046,0,Q6581097,Q6581097
Q20873427,0,Q6581097,Q6581097
Q20873447,0,Q6581072,Q6581072
Q20894854,0,Q6581097,Q6581097
Q20918762,1,Q6581097,Q6581097
Q20988043,0,Q6581072,Q6581072
Q20988053,0,Q6581072,Q6581072
Q21001335,0,Q6581097,Q6581097
Q21004786,0,Q6581072,Q6581072
Q21004876,0,Q6581072,Q6581072
Q21005032,0,Q6581072,Q6581072
Q21005793,1,Q6581097,Q6581097
Q21060913,0,Q6581072,Q6581072
Q21064459,0,Q6581097,Q6581097
Q21064463,0,Q6581097,Q6581097
Q21064460,0,Q6581097,Q6581097
Q21064461,0,Q6581097,Q6581097
Q21064522,0,Q6581072,Q6581072
Q21064523,0,Q6581072,Q6581072
Q21064526,0,Q6581072,Q6581072
Q21064525,0,Q6581072,Q6581072
Q21066211,0,Q6581072,Q6581072
Q21066212,0,Q6581072,Q6581072
Q21066213,0,Q6581072,Q6581072
Q21066510,0,Q6581097,Q6581097
Q21066934,0,Q6581072,Q6581072
Q21067360,0,Q6581097,Q6581097
Q21067361,0,Q6581097,Q6581097
Q21088177,1,Q6581097,Q6581097
Q21088572,1,Q6581097,Q6581097
Q21094436,1,Q6581097,Q6581097
Q21100679,0,Q6581097,Q6581097
Q21101653,0,Q6581072,Q6581072
Q21103043,0,Q6581097,Q6581097
Q21104361,0,Q6581072,Q6581072
Q21105261,1,Q6581072,Q6581072
Q21107592,0,Q6581072,Q6581072
Q21109439,1,Q6581097,Q6581097
Q21110753,1,Q6581097,Q6581097
Q21132882,0,Q6581097,Q6581097
Q21133839,0,Q6581097,Q6581097
Q21133954,1,Q6581097,Q6581097
Q21144363,0,Q6581097,Q6581097
Q21148891,0,Q6581072,Q6581072
Q21152573,0,Q6581097,Q6581097
Q21152606,0,Q6581097,Q6581097
Q21154267,0,Q6581097,Q6581097
Q21170515,0,Q6581097,Q6581097
Q21170609,0,Q6581072,Q6581072
Q21170647,0,Q6581072,Q6581072
Q21207234,0,Q6581097,Q6581097
Q21207892,1,Q6581097,Q6581097
Q21208245,1,Q6581097,Q6581097
Q21208499,0,Q6581097,Q6581097
Q21208570,1,Q6581097,Q6581097
Q21208956,0,Q6581097,Q6581097
Q21209138,1,Q6581097,Q6581097
Q21209162,1,Q6581097,Q6581097
Q21232760,0,Q6581097,Q6581097
Q21284572,1,Q6581072,Q6581072
Q21285293,0,Q6581072,Q6581072
Q21405840,0,Q6581097,Q6581097
Q21418965,0,Q6581097,Q6581097
Q21534156,0,Q6581097,Q6581097
Q21621281,0,Q6581072,Q6581072
Q21622181,1,Q6581097,Q6581097
Q21635240,1,Q6581097,Q6581097
Q21637775,0,Q6581097,Q6581097
Q21640857,0,Q6581072,Q6581072
Q21641684,1,Q6581097,Q6581097
Q21641730,0,Q6581072,Q6581072
Q21663047,1,Q6581097,Q6581097
Q21663426,1,Q6581097,Q6581097
Q21663676,0,Q6581097,Q6581097
Q21663948,0,Q6581097,Q6581097
Q21663964,1,Q6581097,Q6581097
Q21664101,0,Q6581097,Q6581097
Q21705095,0,Q6581072,Q6581072
Q21730641,1,Q6581097,Q6581097
Q21771813,0,Q6581097,Q6581097
Q21843614,0,Q6581097,Q6581097
Q21854818,1,Q6581097,Q6581097
Q21856797,0,Q6581097,Q6581097
Q21856940,0,Q6581072,Q6581072
Q21856985,0,Q6581097,Q6581097
