qid,has_kkwiki,p21,p21_group
Q16435354,0,Q6581097,Q6581097
Q16435355,1,Q6581097,Q6581097
Q16435361,1,Q6581097,Q6581097
Q16435373,1,Q6581097,Q6581097
Q16435387,1,Q6581097,Q6581097
Q16435402,1,Q6581097,Q6581097
Q16435415,1,Q6581072,Q6581072
Q16435412,1,Q6581097,Q6581097
Q16435422,1,Q6581072,Q6581072
Q16435438,1,Q6581097,Q6581097
Q16435503,1,Q6581097,Q6581097
Q16435507,1,Q6581097,Q6581097
Q16435532,1,Q6581097,Q6581097
Q16435587,1,Q6581097,Q6581097
Q16435593,1,,MISSING
Q16435603,1,Q6581097,Q6581097
Q16435601,1,Q6581072,Q6581072
Q16435608,1,Q6581072,Q6581072
Q16435623,1,Q6581072,Q6581072
Q16435650,1,Q6581097,Q6581097
Q16435666,1,,MISSING
Q16435726,1,Q6581072,Q6581072
Q16435732,1,Q6581097,Q6581097
Q16435733,1,Q6581097,Q6581097
Q16435741,1,Q6581097,Q6581097
Q16435745,1,Q6581097,Q6581097
Q16435762,1,Q6581097,Q6581097
Q16435781,1,Q6581097,Q6581097
Q16435784,1,Q6581097,Q6581097
Q16435791,1,Q6581072,Q6581072
Q16435792,1,Q6581097,Q6581097
Q16435811,1,Q6581097,Q6581097
Q16435854,1,Q6581097,Q6581097
Q16435865,1,Q6581097,Q6581097
Q16435893,1,Q6581097,Q6581097
Q16435899,1,Q6581097,Q6581097
Q16435919,1,Q6581072,Q6581072
Q16435947,1,Q6581072,Q6581072
Q16435952,1,Q6581097,Q6581097
Q16435986,1,Q6581097,Q6581097
Q16435994,1,Q6581097,Q6581097
Q16436032,1,Q6581072,Q6581072
Q16436042,1,Q6581097,Q6581097
Q16436040,1,Q6581097,Q6581097
Q16436049,1,Q6581097,Q6581097
Q16436067,1,Q6581097,Q6581097
Q16436073,1,Q6581097,Q6581097
Q16436085,1,Q6581097,Q6581097
Q16436088,1,Q6581072,Q6581072
Q16436096,1,Q6581097,Q6581097
Q16436105,1,Q6581097,Q6581097
Q16436114,1,Q6581072,Q6581072
Q16436123,1,Q6581072,Q6581072
Q16436130,1,Q6581097,Q6581097
Q16436134,1,Q6581072,Q6581072
Q16436147,1,Q6581072,Q6581072
Q16436150,1,,MISSING
Q16436165,1,,MISSING
Q16436172,1,,MISSING
Q16436194,1,,MISSING
Q16436195,1,,MISSING
Q16436193,1,,MISSING
Q16436199,1,,MISSING
Q16436197,1,,MISSING
Q16436234,1,,MISSING
Q16436290,1,,MISSING
Q16436300,1,,MISSING
Q16436316,1,,MISSING
Q16436341,1,,MISSING
Q16436394,1,,MISSING
Q16436396,1,,MISSING
Q16436402,1,,MISSING
Q16436406,1,,MISSING
Q16436427,1,,MISSING
Q16436438,1,,MISSING
Q16436440,1,,MISSING
Q16436446,1,,MISSING
Q16436474,1,,MISSING
Q16436483,1,,MISSING
Q16436481,1,,MISSING
Q16436498,1,,MISSING
Q16436500,1,,MISSING
Q16436511,1,,MISSING
Q16436514,1,,MISSING
Q16436523,1,,MISSING
Q16436544,1,,MISSING
Q16436549,1,,MISSING
Q16436572,1,,MISSING
Q16436579,1,,MISSING
Q16436596,1,,MISSING
Q16436597,1,,MISSING
Q16436606,1,,MISSING
Q16436605,1,,MISSING
Q16436608,1,,MISSING
Q16436625,1,,MISSING
Q16436652,1,,MISSING
Q16436663,1,,MISSING
Q16436666,1,,MISSING
Q16436669,1,,MISSING
Q16436707,1,,MISSING
Q16436730,1,,MISSING
Q16436739,1,,MISSING
Q16436748,1,,MISSING
Q16436761,1,,MISSING
Q16436782,1,,MISSING
Q16436797,1,,MISSING
Q16436800,1,,MISSING
Q16436807,1,,MISSING
Q16436849,1,,MISSING
Q16436852,1,,MISSING
Q16436856,1,,MISSING
Q16436894,1,,MISSING
Q16436915,1,,MISSING
Q16436979,1,,MISSING
Q16436996,1,,MISSING
Q16437044,1,,MISSING
Q16437100,1,,MISSING
Q16437108,1,,MISSING
Q16437109,1,,MISSING
Q16437138,1,,MISSING
Q16437160,1,,MISSING
Q16437169,1,,MISSING
Q16437215,1,,MISSING
Q16437217,1,,MISSING
Q16437227,1,,MISSING
Q16437230,1,,MISSING
Q16437228,1,,MISSING
Q16437245,1,,MISSING
Q16437257,1,,MISSING
Q16437282,1,,MISSING
Q16437311,1,,MISSING
Q16437345,1,,MISSING
Q16437371,1,,MISSING
Q16437439,1,,MISSING
Q16437437,1,,MISSING
Q16437504,1,,MISSING
Q16437519,1,,MISSING
Q16437528,1,,MISSING
Q16437615,1,,MISSING
Q16437645,1,,MISSING
Q16437648,1,,MISSING
Q16437674,1,,MISSING
Q16437708,1,,MISSING
Q16437720,1,,MISSING
Q6338,1,,MISSING
Q24148,1,,MISSING
Q32176,0,,MISSING
Q45396,1,,MISSING
Q47239,1,,MISSING
Q57394,1,,MISSING
Q57863,1,,MISSING
Q58203,1,,MISSING
Q65438,1,,MISSING
Q2702030,1,,MISSING
Q2704374,1,,MISSING
Q2752943,1,,MISSING
Q2790048,0,,MISSING
Q2821406,0,,MISSING
Q2833244,0,,MISSING
Q2836450,0,,MISSING
Q2845638,0,,MISSING
Q2850626,0,,MISSING
Q2857035,0,,MISSING
Q2861545,0,,MISSING
Q2874863,1,,MISSING
Q2901738,0,,MISSING
Q2913171,1,,MISSING
Q2946771,0,,MISSING
Q2986351,1,,MISSING
Q2986356,1,,MISSING
Q2986491,0,,MISSING
Q2994407,1,,MISSING
Q3012197,0,,MISSING
Q3013559,0,,MISSING
Q3015069,0,,MISSING
Q3016311,1,,MISSING
Q3028368,1,,MISSING
Q3042609,0,,MISSING
Q3087408,0,,MISSING
Q3087953,1,,MISSING
Q3088780,1,,MISSING
Q3094890,1,,MISSING
Q3154371,0,,MISSING
Q3177475,0,,MISSING
Q3191982,0,,MISSING
Q3191983,1,,MISSING
Q3191984,0,,MISSING
Q3197271,1,,MISSING
Q3198952,0,,MISSING
Q3247101,1,,MISSING
Q3266965,0,,MISSING
Q3272133,1,,MISSING
Q3277414,1,,MISSING
Q3280989,0,,MISSING
Q3287460,0,,MISSING
Q3290553,1,,MISSING
Q3302413,0,,MISSING
Q3313062,0,,MISSING
Q3315899,0,,MISSING
Q3328842,0,,MISSING
Q3329297,1,,MISSING
Q3336440,1,,MISSING
Q3341512,0,,MISSING
Q3341610,1,,MISSING
Q3341664,0,,MISSING
Q3350469,1,,MISSING
Q3364969,1,,MISSING
Q3364975,0,,MISSING
Q3365514,0,,MISSING
Q3372935,0,,MISSING
Q3375391,1,,MISSING
Q3377061,0,,MISSING
Q3378554,1,,MISSING
Q3378831,0,,MISSING
Q3416194,1,,MISSING
Q3425432,0,,MISSING
Q3428515,1,,MISSING
Q3429008,1,,MISSING
Q3440912,0,,MISSING
Q3453555,1,,MISSING
Q3479616,1,,MISSING
Q3479721,0,,MISSING
Q3479725,0,,MISSING
Q3479753,0,,MISSING
Q3506297,0,,MISSING
Q3506303,0,,MISSING
Q3506300,0,,MISSING
Q3506308,0,,MISSING
Q3506315,0,,MISSING
Q3506324,0,,MISSING
Q3516131,0,,MISSING
Q3516128,0,,MISSING
Q3525119,0,,MISSING
Q3553682,0,,MISSING
Q3561908,0,,MISSING
Q3572104,0,,MISSING
Q3572105,0,,MISSING
Q3572190,1,,MISSING
Q3596048,0,,MISSING
Q3607988,0,,MISSING
Q3608230,0,,MISSING
Q3608241,0,,MISSING
Q3609506,0,,MISSING
Q3609514,0,,MISSING
Q3609534,0,,MISSING
Q3609595,0,,MISSING
Q3609596,0,,MISSING
Q3610813,0,,MISSING
Q3614358,0,,MISSING
Q3615127,0,,MISSING
Q3616306,0,,MISSING
Q3631384,0,,MISSING
Q3641697,0,,MISSING
Q3662275,0,,MISSING
Q3675000,1,,MISSING
Q3702240,0,,MISSING
Q3707864,1,,MISSING
Q3712294,0,,MISSING
Q3712339,0,,MISSING
Q3712344,0,,MISSING
Q3716953,0,,MISSING
Q3719139,1,,MISSING
Q3719753,0,,MISSING
Q3756412,0,,MISSING
Q3757632,0,,MISSING
Q3793553,1,,MISSING
Q3801963,0,,MISSING
Q3807342,0,,MISSING
Q3812499,0,,MISSING
Q3812500,0,,MISSING
Q3857494,0,,MISSING
Q3876945,0,,MISSING
Q3879915,0,,MISSING
Q3881568,0,,MISSING
Q3898306,0,,MISSING
Q3898308,0,,MISSING
Q3929876,0,,MISSING
Q3954664,1,,MISSING
Q3955150,0,,MISSING
Q3955920,0,,MISSING
Q3955982,0,,MISSING
Q3968197,1,,MISSING
Q3980420,0,,MISSING
Q3991514,0,,MISSING
Q4007933,0,,MISSING
Q4014943,0,,MISSING
Q4022641,0,,MISSING
Q4022703,0,,MISSING
Q4022705,0,,MISSING
Q4054459,1,,MISSING
Q4054460,1,,MISSING
Q4054465,1,,MISSING
Q4054480,1,,MISSING
Q4054481,1,,MISSING
Q4054489,1,,MISSING
Q4054493,1,,MISSING
Q4054507,0,,MISSING
Q4054517,0,,MISSING
Q4054539,1,,MISSING
Q4054577,0,,MISSING
Q4054618,0,,MISSING
Q4054650,1,,MISSING
Q4054654,1,,MISSING
Q4054687,1,,MISSING
Q4054735,1,,MISSING
Q4054733,1,,MISSING
Q4054736,1,,MISSING
Q4054745,1,,MISSING
Q4054770,1,,MISSING
Q4054802,1,,MISSING
Q4054807,0,,MISSING
Q4055199,1,,MISSING
Q4055196,1,,MISSING
Q4055516,1,,MISSING
Q4056511,1,,MISSING
Q4056548,1,,MISSING
Q4057243,1,,MISSING
Q4057263,1,,MISSING
Q4057267,1,,MISSING
Q4057294,0,,MISSING
Q4058035,0,,MISSING
Q4058042,1,,MISSING
Q4058904,1,,MISSING
Q4059010,0,,MISSING
Q4059015,1,,MISSING
Q4059031,1,,MISSING
Q4059329,1,,MISSING
Q4059986,0,,MISSING
Q4060707,1,,MISSING
Q4060710,1,,MISSING
Q4060825,1,,MISSING
Q4060976,0,,MISSING
Q4061652,0,,MISSING
Q4062303,1,,MISSING
Q4062300,1,,MISSING
Q4062308,1,,MISSING
Q4062324,0,,MISSING
Q4062363,1,,MISSING
Q4062371,1,,MISSING
Q4062375,1,,MISSING
Q4062894,1,,MISSING
Q4063743,0,,MISSING
Q4063931,1,,MISSING
Q4065002,1,,MISSING
Q4065410,0,,MISSING
Q4065951,1,,MISSING
Q4066303,0,,MISSING
Q4067339,1,,MISSING
Q4067421,0,,MISSING
Q4068536,1,,MISSING
Q4068810,0,,MISSING
Q4068808,0,,MISSING
Q4069402,0,,MISSING
Q7269681,1,,MISSING
Q7274945,1,,MISSING
Q7294926,0,,MISSING
Q7334590,0,,MISSING
Q7361568,0,,MISSING
Q7362088,1,,MISSING
Q7362104,0,,MISSING
Q7381001,1,,MISSING
Q7382438,0,,MISSING
Q7403570,0,,MISSING
Q7404619,1,,MISSING
Q7453602,1,,MISSING
Q7453622,1,,MISSING
Q7453672,0,,MISSING
Q7453951,0,,MISSING
Q7453954,0,,MISSING
Q7454084,0,,MISSING
Q7454095,0,,MISSING
Q7454093,0,,MISSING
Q7454121,0,,MISSING
Q7454138,0,,MISSING
Q7492278,1,,MISSING
Q7497082,0,,MISSING
Q7500255,1,,MISSING
Q7503861,0,,MISSING
Q7599016,0,,MISSING
Q7599034,0,,MISSING
Q7599073,0,,MISSING
Q7652456,0,,MISSING
Q7652483,0,,MISSING
Q7678199,0,,MISSING
Q7679442,1,,MISSING
Q7679443,1,,MISSING
Q7688533,0,,MISSING
Q7688537,1,,MISSING
Q7688554,0,,MISSING
Q7688552,0,,MISSING
Q7813524,0,,MISSING
Q7814300,1,,MISSING
Q7878751,0,,MISSING
Q7908983,1,,MISSING
Q7929725,0,,MISSING
Q7929944,0,,MISSING
Q7929948,0,,MISSING
Q7936875,0,,MISSING
Q7936880,0,,MISSING
Q7936891,1,,MISSING
Q7938281,1,,MISSING
Q7938356,0,,MISSING
Q7938461,1,,MISSING
Q7938534,0,,MISSING
Q7938653,0,,MISSING
Q7938983,0,,MISSING
Q7943789,0,,MISSING
Q8051363,0,,MISSING
Q8051360,0,,MISSING
Q8051366,0,,MISSING
Q8051457,0,,MISSING
Q8051476,0,,MISSING
Q8051484,0,,MISSING
Q8051495,0,,MISSING
Q8051504,0,,MISSING
Q8051505,0,,MISSING
Q8052634,0,,MISSING
Q8053227,0,,MISSING
Q8053243,0,,MISSING
Q8053250,0,,MISSING
Q8053277,1,,MISSING
Q8060935,0,,MISSING
Q8060979,0,,MISSING
Q8061465,1,,MISSING
Q8061719,1,,MISSING
Q8061742,0,,MISSING
Q8067182,0,,MISSING
Q8070126,0,,MISSING
Q8070505,0,,MISSING
Q8070789,0,,MISSING
Q8070894,0,,MISSING
Q8839752,0,,MISSING
Q9103563,0,,MISSING
Q9131126,0,,MISSING
Q9146327,0,,MISSING
Q9146630,0,,MISSING
Q9146907,1,,MISSING
Q9157847,0,,MISSING
Q9207935,0,,MISSING
Q9276343,0,,MISSING
Q9302443,0,,MISSING
Q9345417,0,,MISSING
Q9355172,0,,MISSING
Q9355842,0,,MISSING
Q9355850,0,,MISSING
Q9369973,0,,MISSING
Q9371412,1,,MISSING
Q9374042,0,,MISSING
Q10397938,1,,MISSING
Q10474069,1,,MISSING
Q10476376,0,,MISSING
Q10480937,0,,MISSING
Q10485100,0,,MISSING
Q10506152,0,,MISSING
Q10513953,1,,MISSING
Q10514912,0,,MISSING
Q11298680,0,,MISSING
Q11348947,1,,MISSING
Q11351364,0,,MISSING
Q11665420,0,,MISSING
Q11685501,0,,MISSING
Q11712490,0,,MISSING
Q11712609,0,,MISSING
Q11714011,0,,MISSING
Q11714020,0,,MISSING
Q11714021,0,,MISSING
Q11719705,0,,MISSING
Q11724056,0,,MISSING
Q11724069,0,,MISSING
Q11729576,0,,MISSING
Q11754561,0,,MISSING
Q11763412,0,,MISSING
Q11767298,0,,MISSING
Q11769962,0,,MISSING
Q11778449,0,,MISSING
Q11778456,0,,MISSING
Q11778517,0,,MISSING
Q11787780,0,,MISSING
Q11790034,0,,MISSING
Q11797726,0,,MISSING
Q11797818,0,,MISSING
Q11797907,0,,MISSING
Q11851355,1,,MISSING
Q12075620,1,,MISSING
Q12077959,0,,MISSING
Q12086913,1,,MISSING
Q12104745,1,,MISSING
Q12165291,0,,MISSING
Q12269954,1,,MISSING
Q12525998,1,,MISSING
Q12526094,1,,MISSING
Q12526200,1,,MISSING
Q12526258,1,,MISSING
Q12526257,1,,MISSING
Q12526354,1,,MISSING
Q12526370,1,,MISSING
Q12526383,1,,MISSING
Q12526553,1,,MISSING
Q12527143,1,,MISSING
Q12527141,1,,MISSING
Q12527150,1,,MISSING
Q12527181,1,,MISSING
Q12527347,1,,MISSING
Q12527378,1,,MISSING
Q12527426,1,,MISSING
Q12527473,1,,MISSING
Q12527514,1,,MISSING
Q12527512,1,,MISSING
Q12527634,1,,MISSING
Q12527667,1,,MISSING
Q12527679,1,,MISSING
Q12527709,1,,MISSING
Q12527712,1,,MISSING
Q12527847,1,,MISSING
Q12528202,1,,MISSING
Q12528235,1,,MISSING
Q12528254,1,,MISSING
Q12528269,1,,MISSING
Q12528283,1,,MISSING
Q12528286,1,,MISSING
Q12528291,1,,MISSING
Q12528313,1,,MISSING
Q12528338,1,,MISSING
Q12528339,1,,MISSING
Q12528378,1,,MISSING
Q12528449,1,,MISSING
Q12528467,1,,MISSING
Q12528464,1,,MISSING
Q12528591,1,,MISSING
Q12528604,1,,MISSING
Q12528672,1,,MISSING
Q12528678,1,,MISSING
Q12528682,1,,MISSING
Q12528810,1,,MISSING
Q12528899,1,,MISSING
Q12528926,1,,MISSING
Q12528968,1,,MISSING
Q12529000,1,,MISSING
Q12529025,1,,MISSING
Q12529154,1,,MISSING
Q12529198,1,,MISSING
Q12529402,1,,MISSING
Q12529427,1,,MISSING
Q12529815,1,,MISSING
Q12529816,1,,MISSING
Q12529952,1,,MISSING
Q12529956,1,,MISSING
Q12530044,1,,MISSING
Q12530050,1,,MISSING
Q12530070,1,,MISSING
Q12530160,1,,MISSING
Q12530219,1,,MISSING
Q12530340,1,,MISSING
Q12579341,1,,MISSING
Q12579445,1,,MISSING
Q12579543,1,,MISSING
Q12579566,1,,MISSING
Q12579576,1,,MISSING
Q12579585,1,,MISSING
Q12579707,1,,MISSING
Q12579732,1,,MISSING
Q12579783,1,,MISSING
Q12579791,1,,MISSING
Q12579792,1,,MISSING
Q12579801,1,,MISSING
Q12579892,1,,MISSING
Q13015563,0,,MISSING
Q13359630,0,,MISSING
Q13369600,1,,MISSING
Q13377705,0,,MISSING
Q13476427,0,,MISSING
Q13560355,1,,MISSING
Q13569890,0,,MISSING
Q13749300,0,,MISSING
Q14566097,0,,MISSING
Q14567127,0,,MISSING
Q14752045,0,,MISSING
Q14866852,1,,MISSING
Q15020642,0,,MISSING
Q15053563,0,,MISSING
Q15060855,0,,MISSING
Q15061479,1,,MISSING
Q15062958,0,,MISSING
Q15063215,1,,MISSING
Q15063870,1,,MISSING
Q15063872,1,,MISSING
Q15063877,1,,MISSING
Q15063889,0,,MISSING
Q15063924,1,,MISSING
Q15064246,1,,MISSING
Q15064245,0,,MISSING
Q15064351,0,,MISSING
Q15064381,0,,MISSING
Q15064446,1,,MISSING
Q15064481,0,,MISSING
Q15064590,0,,MISSING
Q15064964,1,,MISSING
Q15065024,0,,MISSING
Q15065367,0,,MISSING
Q15065634,0,,MISSING
Q15065709,1,,MISSING
Q15065737,0,,MISSING
Q15065801,0,,MISSING
Q15066268,0,,MISSING
Q15066479,1,,MISSING
Q15066523,0,,MISSING
Q15066553,1,,MISSING
Q15067060,0,,MISSING
Q15067090,0,,MISSING
Q15067184,1,,MISSING
Q15067221,0,,MISSING
Q15067631,1,,MISSING
Q15068216,0,,MISSING
Q15068466,0,,MISSING
Q15068567,0,,MISSING
Q15068573,0,,MISSING
Q15068790,0,,MISSING
Q15069178,1,,MISSING
Q15069385,1,,MISSING
Q15069478,0,,MISSING
Q15070764,0,,MISSING
Q15070769,1,,MISSING
Q15070876,0,,MISSING
Q15070958,0,,MISSING
Q15070975,0,,MISSING
Q15071106,0,,MISSING
Q15071212,0,,MISSING
Q15072230,0,,MISSING
Q15074591,0,,MISSING
Q15074640,1,,MISSING
Q15074644,1,,MISSING
Q15075278,0,,MISSING
Q15075276,1,,MISSING
Q15075281,0,,MISSING
Q15075299,0,,MISSING
Q15075606,0,,MISSING
Q15075841,1,,MISSING
Q15075851,1,,MISSING
Q15076508,1,,MISSING
Q15076668,1,,MISSING
Q15076907,0,,MISSING
Q15076982,0,,MISSING
Q15077187,0,,MISSING
Q15078109,0,,MISSING
Q15080522,1,,MISSING
Q15085911,0,,MISSING
Q15087881,1,,MISSING
Q15088254,1,,MISSING
Q15088591,1,,MISSING
Q15088982,1,,MISSING
Q15089501,0,,MISSING
Q15116820,0,,MISSING
Q15132637,1,,MISSING
Q15135604,0,,MISSING
Q15140112,1,,MISSING
Q15142803,0,,MISSING
Q15205899,0,,MISSING
Q15215611,0,,MISSING
Q15303755,0,,MISSING
Q15351916,1,,MISSING
Q15383741,0,,MISSING
Q15616640,0,,MISSING
Q15617449,1,,MISSING
Q15617497,0,,MISSING
Q15619386,1,,MISSING
Q15619422,1,,MISSING
Q15686237,0,,MISSING
Q15686283,1,,MISSING
Q15686412,0,,MISSING
Q15710604,0,,MISSING
Q15728896,1,,MISSING
Q15728948,0,,MISSING
Q15732655,0,,MISSING
Q15733118,1,,MISSING
Q15779522,0,,MISSING
Q15779979,0,,MISSING
Q15822114,0,,MISSING
Q15823630,0,,MISSING
Q15830398,0,,MISSING
Q15830416,0,,MISSING
Q15837990,0,,MISSING
Q15845717,0,,MISSING
Q15845812,0,,MISSING
Q15845874,0,,MISSING
Q15850168,0,,MISSING
Q15891680,0,,MISSING
Q15901644,0,,MISSING
Q15901650,0,,MISSING
Q15919538,1,,MISSING
Q15961850,1,,MISSING
Q15965429,0,,MISSING
Q15975377,1,,MISSING
Q16020912,0,,MISSING
Q16021021,0,,MISSING
Q16057976,0,,MISSING
Q16106351,0,,MISSING
Q16145806,0,,MISSING
Q16146654,0,,MISSING
Q16151040,0,,MISSING
Q16153519,1,,MISSING
Q16159792,0,,MISSING
Q16162124,0,,MISSING
Q16162362,0,,MISSING
Q16163729,0,,MISSING
Q16165447,1,,MISSING
Q16165493,1,,MISSING
Q16166210,0,,MISSING
Q16169883,0,,MISSING
Q16185621,1,,MISSING
Q16192976,1,,MISSING
Q16194799,0,,MISSING
Q16196011,1,,MISSING
Q16197934,0,,MISSING
Q16200597,0,,MISSING
Q16201798,0,,MISSING
Q16204345,0,,MISSING
Q16209838,0,,MISSING
Q16210997,0,,MISSING
Q16212391,0,,MISSING
Q16212401,0,,MISSING
Q16212470,0,,MISSING
Q16213644,0,,MISSING
Q16214213,0,,MISSING
Q16214614,0,,MISSING
Q16214631,0,,MISSING
Q16215043,0,,MISSING
Q16215879,0,,MISSING
Q16216078,0,,MISSING
Q16216085,0,,MISSING
Q16216185,1,,MISSING
Q16216765,0,,MISSING
Q16217398,0,,MISSING
Q16217663,0,,MISSING
Q16222375,0,,MISSING
Q16223732,0,,MISSING
Q16224038,0,,MISSING
Q16224267,0,,MISSING
Q16224273,0,,MISSING
Q16224607,0,,MISSING
Q16225420,0,,MISSING
Q16225599,0,,MISSING
Q16225816,0,,MISSING
Q16227150,0,,MISSING
Q16227312,0,,MISSING
Q16227712,0,,MISSING
Q16228558,0,,MISSING
Q16229276,0,,MISSING
Q16229901,0,,MISSING
Q16231580,0,,MISSING
Q16233678,0,,MISSING
Q16235496,0,,MISSING
Q16235545,1,,MISSING
Q16239782,1,,MISSING
Q16263827,0,,MISSING
Q16264487,0,,MISSING
Q16266893,0,,MISSING
Q16270883,1,,MISSING
Q16272092,1,,MISSING
Q16272372,0,,MISSING
Q16272841,0,,MISSING
Q16273057,1,,MISSING
Q16273574,0,,MISSING
Q16335540,1,,MISSING
Q16430998,1,,MISSING
Q16431046,1,,MISSING
Q16431155,1,,MISSING
Q16431158,1,,MISSING
Q16431179,1,,MISSING
Q16431191,1,,MISSING
Q16431292,1,,MISSING
Q16431297,1,,MISSING
Q16431301,1,,MISSING
Q16431315,1,,MISSING
Q16431351,1,,MISSING
Q16431393,1,,MISSING
Q16431416,1,,MISSING
Q16431443,1,,MISSING
Q16431489,1,,MISSING
Q16431523,1,,MISSING
Q16431538,1,,MISSING
Q16431573,1,,MISSING
Q16431577,1,,MISSING
Q16431628,1,,MISSING
Q16431793,1,,MISSING
Q16431807,1,,MISSING
Q16431816,1,,MISSING
Q16431825,1,,MISSING
Q16431834,1,,MISSING
Q16431850,1,,MISSING
Q16431914,1,,MISSING
Q16432047,1,,MISSING
Q16432051,1,,MISSING
Q16432069,1,,MISSING
Q16432081,1,,MISSING
Q16432086,1,,MISSING
Q16432099,1,,MISSING
Q16432153,1,,MISSING
Q16432211,1,,MISSING
Q16432247,1,,MISSING
Q16432318,1,,MISSING
Q16432321,1,,MISSING
Q16432324,1,,MISSING
Q16432342,1,,MISSING
Q16432344,1,,MISSING
Q16432367,1,,MISSING
Q16432379,1,,MISSING
Q16432381,1,,MISSING
Q16432395,1,,MISSING
Q16432451,1,,MISSING
Q16432478,1,,MISSING
Q16432477,1,,MISSING
Q16432493,1,,MISSING
Q16432512,1,,MISSING
Q16432521,1,,MISSING
Q16432525,1,,MISSING
Q16432540,1,,MISSING
Q16432547,1,,MISSING
Q16432562,1,,MISSING
Q16432633,1,,MISSING
Q16432641,1,,MISSING
Q16432682,1,,MISSING
Q16432688,1,,MISSING
Q16432706,1,,MISSING
Q16432718,1,,MISSING
Q16432720,1,,MISSING
Q16432787,1,,MISSING
Q16432790,1,,MISSING
Q16432793,1,,MISSING
Q16432830,1,,MISSING
Q16432853,1,,MISSING
Q16432906,1,,MISSING
Q16432939,1,,MISSING
Q16432962,1,,MISSING
Q16432970,1,,MISSING
Q16432985,1,,MISSING
Q16433030,1,,MISSING
Q16433033,1,,MISSING
Q16433084,1,,MISSING
Q16433107,1,,MISSING
Q16433114,1,,MISSING
Q16433150,1,,MISSING
Q16433156,1,,MISSING
Q16433185,1,,MISSING
Q16433297,1,,MISSING
Q16433366,1,,MISSING
Q16433402,1,,MISSING
Q16433457,1,,MISSING
Q16433475,1,,MISSING
Q16433476,1,,MISSING
Q16433495,1,,MISSING
Q16433496,1,,MISSING
Q16433515,1,,MISSING
Q16437771,1,,MISSING
Q16437786,1,,MISSING
Q16437794,1,,MISSING
Q16437797,1,,MISSING
Q16437806,1,,MISSING
Q16437807,1,,MISSING
Q16437831,1,,MISSING
Q16437832,1,,MISSING
Q16437838,1,,MISSING
Q16437857,1,,MISSING
Q16437904,1,,MISSING
Q16437927,1,,MISSING
Q16437935,1,,MISSING
Q16437944,1,,MISSING
Q16437957,1,,MISSING
Q16437963,1,,MISSING
Q16437967,1,,MISSING
Q16437990,1,,MISSING
Q16437999,1,,MISSING
Q16438011,1,,MISSING
Q16438021,1,,MISSING
Q16438061,1,,MISSING
Q16438084,1,,MISSING
Q16438094,1,,MISSING
Q16438096,1,,MISSING
Q16438114,1,,MISSING
Q16438127,1,,MISSING
Q16438147,1,,MISSING
Q16438151,1,,MISSING
Q16438175,1,,MISSING
Q16514524,1,,MISSING
Q16526116,0,,MISSING
Q16526135,0,,MISSING
Q16526863,0,,MISSING
Q16526880,0,,MISSING
Q16526917,0,,MISSING
Q16528922,0,,MISSING
Q16530283,0,,MISSING
Q16530404,0,,MISSING
Q16530427,0,,MISSING
Q16531935,1,,MISSING
Q16534529,1,,MISSING
Q16536587,0,,MISSING
Q16538862,0,,MISSING
Q16538983,0,,MISSING
Q16544772,0,,MISSING
Q16549401,0,,MISSING
Q16559504,0,,MISSING
Q16562598,0,,MISSING
Q16562652,0,,MISSING
Q16562667,1,,MISSING
Q16562677,0,,MISSING
Q16562991,0,,MISSING
Q16563042,1,,MISSING
Q16574122,0,,MISSING
Q16574430,0,,MISSING
Q16574433,0,,MISSING
Q16574710,1,,MISSING
Q16583172,0,,MISSING
Q16583183,0,,MISSING
Q16583725,0,,MISSING
Q16584028,0,,MISSING
Q16593958,0,,MISSING
Q16595059,0,,MISSING
Q16597111,0,,MISSING
Q16598309,0,,MISSING
Q16598322,0,,MISSING
Q16600334,0,,MISSING
Q16600961,0,,MISSING
Q16601020,1,,MISSING
Q16601029,0,,MISSING
Q16608126,0,,MISSING
Q16608124,0,,MISSING
Q16609915,0,,MISSING
Q16615609,0,,MISSING
Q16620931,0,,MISSING
Q16620934,0,,MISSING
Q16620937,0,,MISSING
Q16626671,0,,MISSING
Q16629534,0,,MISSING
Q16635588,1,,MISSING
Q16639797,1,,MISSING
Q16639906,0,,MISSING
Q16641700,0,,MISSING
Q16646657,0,,MISSING
Q16647775,1,,MISSING
Q16648524,0,,MISSING
Q16650914,1,,MISSING
Q16653666,0,,MISSING
Q16654523,0,,MISSING
Q16655210,0,,MISSING
Q16655611,0,,MISSING
Q16657041,0,,MISSING
Q16665916,0,,MISSING
Q16666174,0,,MISSING
Q16666224,0,,MISSING
Q16666456,0,,MISSING
Q16669036,0,,MISSING
Q16673254,0,,MISSING
Q16675573,0,,MISSING
Q16676460,0,,MISSING
Q16678719,1,,MISSING
Q16679813,0,,MISSING
Q16680097,0,,MISSING
Q16680167,0,,MISSING
Q16681896,0,,MISSING
Q16681900,0,,MISSING
Q16681906,1,,MISSING
Q16683905,0,,MISSING
Q16685047,1,,MISSING
Q16686615,0,,MISSING
Q16686679,0,,MISSING
Q16688944,0,,MISSING
Q16690367,0,,MISSING
Q16690532,0,,MISSING
Q16694772,1,,MISSING
Q16695837,0,,MISSING
Q16697014,1,,MISSING
Q16704875,0,,MISSING
Q16718675,0,,MISSING
Q16721261,0,,MISSING
Q16730070,1,,MISSING
Q16735439,0,,MISSING
Q16736950,1,,MISSING
