p31,gap_entities,mean_other_wikipedias,median_other_wikipedias,wiki_2plus,wiki_5plus,wiki_10plus,covered_entities,observed_reference_universe,coverage_pct,gap_pct,wiki_2plus_pct,wiki_5plus_pct,wiki_10plus_pct,label_en,label_kk,label_ru
Q6138528,1,3.0,3.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,political coalition,political coalition,политическая коалиция
Q614289,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,Pennysaver,Pennysaver,Газеты бесплатных объявлений
Q61702941,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,national rugby sevens team,national rugby sevens team,national rugby sevens team
Q618123|Q736917,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,,,
Q618779,1,1.0,1.0,0,0,0,10,11,90.91,9.09,0.0,0.0,0.0,award,award,награда
Q61883,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,air force,Әскери-Әуе Күштері,военно-воздушные силы
Q61974339,1,2.0,2.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,esports team,esports team,киберспортивная команда
Q62447|Q695850,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,,,
Q625994,1,2.0,2.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,convention,convention,собрание
Q65149786,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,Asian Road Cycling Championships,Asian Road Cycling Championships,Чемпионат Азии по шоссейному велоспорту
Q65743816,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,Grand Prix,Grand Prix,гран-при
Q6593141,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,Freedom of religion by country,Freedom of religion by country,Freedom of religion by country
Q66374263,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,religion of an area,religion of an area,религия на территории
Q66715753,1,2.0,2.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,Wikimedia list of persons by position held,Wikimedia list of persons by position held,список людей по занимаемой должности
Q66737615|Q6979657,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,,,
Q686984,1,1.0,1.0,0,0,0,2,3,66.67,33.33,0.0,0.0,0.0,civil disorder,жаппай тәртіпсіздіктер,массовые беспорядки
Q69920471,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,bandy team,bandy team,команда по хоккею с мячом
Q70007648,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,national bandy team,national bandy team,сборная страны по хоккею с мячом
Q70008686,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,women's national bandy team,women's national bandy team,женская сборная страны по хоккею с мячом
Q70477194,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,mass vaccination,mass vaccination,mass vaccination
Q7415541,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,sanatorium,Шипажай,санаторий
Q744913,1,2.0,2.0,1,0,0,3,4,75.0,25.0,100.0,0.0,0.0,aviation accident,aviation accident,авиационный инцидент
Q7625093,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,structure fire,structure fire,пожар постройки
Q7843791,1,2.0,2.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,consulate,consulate,консульство
Q7944,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,earthquake,Жер сілкіну,землетрясение
Q79913,1,2.0,2.0,1,0,0,1,2,50.0,50.0,100.0,0.0,0.0,non-governmental organization,Үкіметтік емес ұйымдар,общественная организация
Q8031011|Q94696559,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,,,
Q811704,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,rolling stock class,rolling stock class,тип подвижного состава
Q83283600,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,Asian Road Cycling Championships - Men RR,Asian Road Cycling Championships - Men RR,Чемпионат Азии по шоссейному велоспорту - групповая гонка (мужчины)
Q83283604,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,Asian Road Cycling Championships - Men ITT,Asian Road Cycling Championships - Men ITT,Чемпионат Азии по шоссейному велоспорту - индивидуальная гонка (мужчины)
Q847906,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,online magazine,online magazine,интернет-журнал
Q860861,1,2.0,2.0,1,0,0,2,3,66.67,33.33,100.0,0.0,0.0,sculpture,sculpture,скульптура
Q862571,1,2.0,2.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,petroleum industry,мұнай өнеркәсібі,нефтяная промышленность
Q865588,1,1.0,1.0,0,0,0,4,5,80.0,20.0,0.0,0.0,0.0,committee,комитет,комитет
Q868557,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,music festival,музыкалық фестиваль,музыкальный фестиваль
Q872181,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,scouting,Скаутизм,скауты
Q879146,1,4.0,4.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,Christian denomination,Christian denomination,христианская конфессия
Q88372,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,esplanade,esplanade,эспланада
Q891723,1,1.0,1.0,0,0,0,10,11,90.91,9.09,0.0,0.0,0.0,public company,Қоғамдық компания,публичная компания
Q902104,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,private university,private university,частный университет
Q907698,1,1.0,1.0,0,0,0,6,7,85.71,14.29,0.0,0.0,0.0,prospekt,даңғыл,проспект
Q9346860,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,geological structure,geological structure,геологическая структура
Q938381,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,bid for the Olympic Games,bid for the Olympic Games,Выборы столиц Олимпийских игр
Q94696559,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,national futsal team,national futsal team,national futsal team
Q948571,1,1.0,1.0,0,0,0,1,2,50.0,50.0,0.0,0.0,0.0,organ of state,Авторитет,орган государственной власти
Q954007,1,2.0,2.0,1,0,0,0,1,0.0,100.0,100.0,0.0,0.0,affinity,affinity,свойство́
Q961082,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,gazebo,gazebo,беседка
Q98925384,1,1.0,1.0,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0,KVN team,KVN team,команда КВН
