qid,has_kkwiki,p21,p21_group,p21_corrected,gender
Q11769962,0,,MISSING,Q6581072,Female
Q11778449,0,,MISSING,Q6581097,Male
Q11778456,0,,MISSING,Q6581097,Male
Q11778517,0,,MISSING,Q6581097,Male
Q11787780,0,,MISSING,Q6581097,Male
Q11790034,0,,MISSING,Q6581072,Female
Q11797726,0,,MISSING,Q6581097,Male
Q11797818,0,,MISSING,Q6581072,Female
Q11797907,0,,MISSING,Q6581072,Female
Q11851355,1,,MISSING,Q6581097,Male
Q12075620,1,,MISSING,Q6581097,Male
Q12077959,0,,MISSING,Q6581097,Male
Q12086913,1,,MISSING,Q6581097,Male
Q12104745,1,,MISSING,Q6581097,Male
Q12165291,0,,MISSING,Q6581097,Male
Q12269954,1,,MISSING,Q6581097,Male
Q12525998,1,,MISSING,Q6581097,Male
Q12526094,1,,MISSING,Q6581097,Male
Q12526200,1,,MISSING,Q6581097,Male
Q12526258,1,,MISSING,Q6581097,Male
Q12526257,1,,MISSING,Q6581097,Male
Q12526354,1,,MISSING,MISSING,Missing P21
Q12526370,1,,MISSING,Q6581072,Female
Q12526383,1,,MISSING,Q6581097,Male
Q12526553,1,,MISSING,Q6581097,Male
Q12527143,1,,MISSING,Q6581072,Female
Q12527141,1,,MISSING,Q6581072,Female
Q12527150,1,,MISSING,Q6581097,Male
Q12527181,1,,MISSING,Q6581097,Male
Q12527347,1,,MISSING,Q6581097,Male
Q12527378,1,,MISSING,Q6581072,Female
Q12527426,1,,MISSING,Q6581097,Male
Q12527473,1,,MISSING,Q6581097,Male
Q12527514,1,,MISSING,Q6581097,Male
Q12527512,1,,MISSING,Q6581097,Male
Q12527634,1,,MISSING,Q6581072,Female
Q12527667,1,,MISSING,Q6581072,Female
Q12527679,1,,MISSING,MISSING,Missing P21
Q12527709,1,,MISSING,Q6581072,Female
Q12527712,1,,MISSING,Q6581072,Female
Q12527847,1,,MISSING,Q6581097,Male
Q12528202,1,,MISSING,Q6581097,Male
Q12528235,1,,MISSING,Q6581097,Male
Q12528254,1,,MISSING,Q6581097,Male
Q12528269,1,,MISSING,Q6581097,Male
Q12528283,1,,MISSING,Q6581097,Male
Q12528286,1,,MISSING,Q6581097,Male
Q12528291,1,,MISSING,Q6581097,Male
Q12528313,1,,MISSING,Q6581072,Female
Q12528338,1,,MISSING,Q6581097,Male
Q12528339,1,,MISSING,Q6581097,Male
Q12528378,1,,MISSING,Q6581097,Male
Q12528449,1,,MISSING,Q6581097,Male
Q12528467,1,,MISSING,Q6581097,Male
Q12528464,1,,MISSING,Q6581097,Male
Q12528591,1,,MISSING,MISSING,Missing P21
Q12528604,1,,MISSING,Q6581097,Male
Q12528672,1,,MISSING,Q6581072,Female
Q12528678,1,,MISSING,Q6581097,Male
Q12528682,1,,MISSING,Q6581097,Male
Q12528810,1,,MISSING,Q6581097,Male
Q12528899,1,,MISSING,Q6581097,Male
Q12528926,1,,MISSING,Q6581097,Male
Q12528968,1,,MISSING,Q6581097,Male
Q12529000,1,,MISSING,Q6581097,Male
Q12529025,1,,MISSING,Q6581097,Male
Q12529154,1,,MISSING,Q6581097,Male
Q12529198,1,,MISSING,Q6581097,Male
Q12529402,1,,MISSING,Q6581097,Male
Q12529427,1,,MISSING,Q6581072,Female
Q12529815,1,,MISSING,Q6581097,Male
Q12529816,1,,MISSING,Q6581097,Male
Q12529952,1,,MISSING,Q6581097,Male
Q12529956,1,,MISSING,Q6581097,Male
Q12530044,1,,MISSING,Q6581097,Male
Q12530050,1,,MISSING,Q6581097,Male
Q12530070,1,,MISSING,Q6581097,Male
Q12530160,1,,MISSING,Q6581097,Male
Q12530219,1,,MISSING,Q6581072,Female
Q12530340,1,,MISSING,Q6581097,Male
Q12579341,1,,MISSING,Q6581097,Male
Q12579445,1,,MISSING,Q6581097,Male
Q12579543,1,,MISSING,MISSING,Missing P21
Q12579566,1,,MISSING,Q6581097,Male
Q12579576,1,,MISSING,Q6581097,Male
Q12579585,1,,MISSING,MISSING,Missing P21
Q12579707,1,,MISSING,Q6581097,Male
Q12579732,1,,MISSING,Q6581097,Male
Q12579783,1,,MISSING,Q6581097,Male
Q12579791,1,,MISSING,Q6581097,Male
Q12579792,1,,MISSING,Q6581097,Male
Q12579801,1,,MISSING,Q6581097,Male
Q12579892,1,,MISSING,Q6581097,Male
Q13015563,0,,MISSING,MISSING,Missing P21
Q13359630,0,,MISSING,Q6581097,Male
Q13369600,1,,MISSING,Q6581097,Male
Q13377705,0,,MISSING,Q6581097,Male
Q13476427,0,,MISSING,Q6581072,Female
Q13560355,1,,MISSING,Q6581072,Female
Q13569890,0,,MISSING,Q6581072,Female
Q13749300,0,,MISSING,Q6581097,Male
Q14566097,0,,MISSING,Q6581097,Male
Q14567127,0,,MISSING,Q6581072,Female
Q14752045,0,,MISSING,Q6581097,Male
Q14866852,1,,MISSING,Q6581097,Male
Q15020642,0,,MISSING,Q6581097,Male
Q15053563,0,,MISSING,Q6581097,Male
Q15060855,0,,MISSING,Q6581097,Male
Q15061479,1,,MISSING,Q6581097,Male
Q15062958,0,,MISSING,Q6581097,Male
Q15063215,1,,MISSING,Q6581097,Male
Q15063870,1,,MISSING,Q6581097,Male
Q15063872,1,,MISSING,Q6581097,Male
Q15063877,1,,MISSING,Q6581097,Male
Q15063889,0,,MISSING,Q6581097,Male
Q15063924,1,,MISSING,Q6581097,Male
Q15064246,1,,MISSING,Q6581097,Male
Q15064245,0,,MISSING,Q6581097,Male
Q15064351,0,,MISSING,Q6581072,Female
Q15064381,0,,MISSING,Q6581097,Male
Q15064446,1,,MISSING,Q6581097,Male
Q15064481,0,,MISSING,Q6581097,Male
Q15064590,0,,MISSING,Q6581097,Male
Q15064964,1,,MISSING,Q6581072,Female
Q15065024,0,,MISSING,Q6581097,Male
Q15065367,0,,MISSING,Q6581097,Male
Q15065634,0,,MISSING,Q6581097,Male
Q15065709,1,,MISSING,Q6581072,Female
Q15065737,0,,MISSING,Q6581097,Male
Q15065801,0,,MISSING,Q6581097,Male
Q15066268,0,,MISSING,Q6581097,Male
Q15066479,1,,MISSING,Q6581097,Male
Q15066523,0,,MISSING,Q6581097,Male
Q15066553,1,,MISSING,Q6581097,Male
Q15067060,0,,MISSING,Q6581097,Male
Q15067090,0,,MISSING,Q6581097,Male
Q15067184,1,,MISSING,Q6581097,Male
Q15067221,0,,MISSING,Q6581097,Male
Q15067631,1,,MISSING,Q6581097,Male
Q15068216,0,,MISSING,Q6581097,Male
Q15068466,0,,MISSING,Q6581097,Male
Q15068567,0,,MISSING,Q6581097,Male
Q15068573,0,,MISSING,Q6581097,Male
Q15068790,0,,MISSING,Q6581097,Male
Q15069178,1,,MISSING,Q6581097,Male
Q15069385,1,,MISSING,Q6581097,Male
Q15069478,0,,MISSING,Q6581072,Female
Q15070764,0,,MISSING,Q6581072,Female
Q15070769,1,,MISSING,Q6581097,Male
Q15070876,0,,MISSING,Q6581097,Male
Q15070958,0,,MISSING,Q6581072,Female
Q15070975,0,,MISSING,Q6581097,Male
Q15071106,0,,MISSING,Q6581097,Male
Q15071212,0,,MISSING,Q6581097,Male
Q15072230,0,,MISSING,Q6581097,Male
Q15074591,0,,MISSING,Q6581097,Male
Q15074640,1,,MISSING,Q6581097,Male
Q15074644,1,,MISSING,Q6581072,Female
Q15075278,0,,MISSING,Q6581097,Male
Q15075276,1,,MISSING,Q6581072,Female
Q15075281,0,,MISSING,Q6581097,Male
Q15075299,0,,MISSING,Q6581097,Male
Q15075606,0,,MISSING,Q6581072,Female
Q15075841,1,,MISSING,Q6581097,Male
Q15075851,1,,MISSING,Q6581072,Female
Q15076508,1,,MISSING,Q6581097,Male
Q15076668,1,,MISSING,Q6581097,Male
Q15076907,0,,MISSING,Q6581072,Female
Q15076982,0,,MISSING,Q6581097,Male
Q15077187,0,,MISSING,Q6581097,Male
Q15078109,0,,MISSING,Q6581097,Male
Q15080522,1,,MISSING,Q6581072,Female
Q15085911,0,,MISSING,Q6581097,Male
Q15087881,1,,MISSING,Q6581097,Male
Q15088254,1,,MISSING,Q6581097,Male
Q15088591,1,,MISSING,Q6581097,Male
Q15088982,1,,MISSING,Q6581097,Male
Q15089501,0,,MISSING,Q6581097,Male
Q15116820,0,,MISSING,Q6581097,Male
Q15132637,1,,MISSING,Q6581072,Female
Q15135604,0,,MISSING,Q6581097,Male
Q15140112,1,,MISSING,Q6581097,Male
Q15142803,0,,MISSING,Q6581072,Female
Q15205899,0,,MISSING,Q6581097,Male
Q15215611,0,,MISSING,Q6581097,Male
Q15303755,0,,MISSING,Q6581097,Male
Q15351916,1,,MISSING,Q6581097,Male
Q15383741,0,,MISSING,Q6581072,Female
Q15616640,0,,MISSING,Q6581097,Male
Q15617449,1,,MISSING,Q6581097,Male
Q15617497,0,,MISSING,Q6581097,Male
Q15619386,1,,MISSING,Q6581097,Male
Q15619422,1,,MISSING,Q6581097,Male
Q15686237,0,,MISSING,Q6581097,Male
Q15686283,1,,MISSING,Q6581097,Male
Q15686412,0,,MISSING,Q6581097,Male
Q15710604,0,,MISSING,Q6581072,Female
Q15728896,1,,MISSING,Q6581097,Male
Q15728948,0,,MISSING,Q6581097,Male
Q15732655,0,,MISSING,Q6581097,Male
Q15733118,1,,MISSING,Q6581097,Male
Q15779522,0,,MISSING,Q6581072,Female
Q15779979,0,,MISSING,Q6581097,Male
Q15822114,0,,MISSING,Q6581097,Male
Q15823630,0,,MISSING,Q6581097,Male
Q15830398,0,,MISSING,Q6581097,Male
Q15830416,0,,MISSING,Q6581097,Male
Q15837990,0,,MISSING,Q6581072,Female
Q15845717,0,,MISSING,Q6581097,Male
Q15845812,0,,MISSING,Q6581072,Female
Q15845874,0,,MISSING,Q6581097,Male
Q15850168,0,,MISSING,Q6581072,Female
Q15891680,0,,MISSING,Q6581097,Male
Q15901644,0,,MISSING,Q6581072,Female
Q15901650,0,,MISSING,Q6581072,Female
Q15919538,1,,MISSING,Q6581072,Female
Q15961850,1,,MISSING,Q6581072,Female
Q15965429,0,,MISSING,Q6581072,Female
Q15975377,1,,MISSING,Q6581097,Male
Q16020912,0,,MISSING,Q6581097,Male
Q16021021,0,,MISSING,Q6581072,Female
Q16057976,0,,MISSING,Q6581072,Female
Q16106351,0,,MISSING,Q6581097,Male
Q16145806,0,,MISSING,Q6581097,Male
Q16146654,0,,MISSING,Q6581097,Male
Q16151040,0,,MISSING,Q6581072,Female
Q16153519,1,,MISSING,Q6581097,Male
Q16159792,0,,MISSING,Q6581097,Male
Q16162124,0,,MISSING,Q6581097,Male
Q16162362,0,,MISSING,Q6581097,Male
Q16163729,0,,MISSING,Q6581097,Male
Q16165447,1,,MISSING,Q6581097,Male
Q16165493,1,,MISSING,Q6581097,Male
Q16166210,0,,MISSING,Q6581097,Male
Q16169883,0,,MISSING,Q6581072,Female
Q16185621,1,,MISSING,Q6581097,Male
Q16192976,1,,MISSING,Q6581097,Male
Q16194799,0,,MISSING,Q6581097,Male
Q16196011,1,,MISSING,Q6581097,Male
Q16197934,0,,MISSING,Q6581097,Male
Q16200597,0,,MISSING,Q6581097,Male
Q16201798,0,,MISSING,Q6581097,Male
Q16204345,0,,MISSING,Q6581097,Male
Q16209838,0,,MISSING,Q6581072,Female
Q16210997,0,,MISSING,Q6581097,Male
Q16212391,0,,MISSING,Q6581097,Male
Q16212401,0,,MISSING,Q6581097,Male
Q16212470,0,,MISSING,Q6581097,Male
Q16213644,0,,MISSING,Q6581097,Male
Q16214213,0,,MISSING,Q6581097,Male
Q16214614,0,,MISSING,Q6581072,Female
Q16214631,0,,MISSING,Q6581097,Male
Q16215043,0,,MISSING,Q6581097,Male
Q16215879,0,,MISSING,Q6581097,Male
Q16216078,0,,MISSING,Q6581097,Male
Q16216085,0,,MISSING,Q6581097,Male
Q16216185,1,,MISSING,Q6581097,Male
Q16216765,0,,MISSING,Q6581097,Male
Q16217398,0,,MISSING,Q6581097,Male
Q16217663,0,,MISSING,Q6581097,Male
Q16222375,0,,MISSING,Q6581097,Male
Q16223732,0,,MISSING,Q6581072,Female
Q16224038,0,,MISSING,Q6581097,Male
Q16224267,0,,MISSING,Q6581097,Male
Q16224273,0,,MISSING,Q6581097,Male
Q16224607,0,,MISSING,Q6581072,Female
Q16225420,0,,MISSING,Q6581097,Male
Q16225599,0,,MISSING,Q6581072,Female
Q16225816,0,,MISSING,Q6581097,Male
Q16227150,0,,MISSING,Q6581072,Female
Q16227312,0,,MISSING,Q6581072,Female
Q16227712,0,,MISSING,Q6581072,Female
Q16228558,0,,MISSING,Q6581097,Male
Q16229276,0,,MISSING,Q6581097,Male
Q16229901,0,,MISSING,Q6581097,Male
Q16231580,0,,MISSING,Q6581097,Male
Q16233678,0,,MISSING,Q6581097,Male
Q16235496,0,,MISSING,Q6581097,Male
Q16235545,1,,MISSING,Q6581097,Male
Q16239782,1,,MISSING,Q6581097,Male
Q16263827,0,,MISSING,Q6581097,Male
Q16264487,0,,MISSING,Q6581072,Female
Q16266893,0,,MISSING,Q6581097,Male
Q16270883,1,,MISSING,Q6581097,Male
Q16272092,1,,MISSING,Q6581097,Male
Q16272372,0,,MISSING,Q6581097,Male
Q16272841,0,,MISSING,Q6581097,Male
Q16273057,1,,MISSING,Q6581097,Male
Q16273574,0,,MISSING,Q6581097,Male
Q16335540,1,,MISSING,Q6581097,Male
Q16430998,1,,MISSING,Q6581097,Male
Q16431046,1,,MISSING,Q6581097,Male
Q16431155,1,,MISSING,Q6581097,Male
Q16431158,1,,MISSING,Q6581072,Female
Q16431179,1,,MISSING,Q6581097,Male
Q16431191,1,,MISSING,Q6581097,Male
Q16431292,1,,MISSING,Q6581097,Male
Q16431297,1,,MISSING,Q6581097,Male
Q16431301,1,,MISSING,Q6581097,Male
Q16431315,1,,MISSING,Q6581097,Male
Q16431351,1,,MISSING,Q6581097,Male
Q16431393,1,,MISSING,Q6581097,Male
Q16431416,1,,MISSING,Q6581097,Male
Q16431443,1,,MISSING,Q6581072,Female
Q16431489,1,,MISSING,Q6581072,Female
Q16431523,1,,MISSING,Q6581072,Female
Q16431538,1,,MISSING,Q6581097,Male
Q16431573,1,,MISSING,Q6581097,Male
Q16431577,1,,MISSING,Q6581097,Male
Q16431628,1,,MISSING,Q6581097,Male
Q16431793,1,,MISSING,Q6581097,Male
Q16431807,1,,MISSING,MISSING,Missing P21
Q16431816,1,,MISSING,Q6581097,Male
Q16431825,1,,MISSING,Q6581097,Male
Q16431834,1,,MISSING,Q6581097,Male
Q16431850,1,,MISSING,Q6581097,Male
Q16431914,1,,MISSING,Q6581097,Male
Q16432047,1,,MISSING,Q6581097,Male
Q16432051,1,,MISSING,Q6581097,Male
Q16432069,1,,MISSING,Q6581097,Male
Q16432081,1,,MISSING,Q6581072,Female
Q16432086,1,,MISSING,Q6581097,Male
Q16432099,1,,MISSING,Q6581072,Female
Q16432153,1,,MISSING,Q6581097,Male
Q16432211,1,,MISSING,Q6581072,Female
Q16432247,1,,MISSING,Q6581097,Male
Q16432318,1,,MISSING,MISSING,Missing P21
Q16432321,1,,MISSING,Q6581097,Male
Q16432324,1,,MISSING,Q6581097,Male
Q16432342,1,,MISSING,Q6581097,Male
Q16432344,1,,MISSING,MISSING,Missing P21
Q16432367,1,,MISSING,Q6581097,Male
Q16432379,1,,MISSING,Q6581097,Male
Q16432381,1,,MISSING,Q6581097,Male
Q16432395,1,,MISSING,Q6581097,Male
Q16432451,1,,MISSING,MISSING,Missing P21
Q16432478,1,,MISSING,Q6581097,Male
Q16432477,1,,MISSING,Q6581097,Male
Q16432493,1,,MISSING,Q6581072,Female
Q16432512,1,,MISSING,Q6581097,Male
Q16432521,1,,MISSING,MISSING,Missing P21
Q16432525,1,,MISSING,Q6581097,Male
Q16432540,1,,MISSING,Q6581097,Male
Q16432547,1,,MISSING,Q6581097,Male
Q16432562,1,,MISSING,Q6581097,Male
Q16432633,1,,MISSING,Q6581072,Female
Q16432641,1,,MISSING,Q6581097,Male
Q16432682,1,,MISSING,Q6581097,Male
Q16432688,1,,MISSING,Q6581097,Male
Q16432706,1,,MISSING,Q6581097,Male
Q16432718,1,,MISSING,Q6581097,Male
Q16432720,1,,MISSING,Q6581072,Female
Q16432787,1,,MISSING,Q6581097,Male
Q16432790,1,,MISSING,Q6581097,Male
Q16432793,1,,MISSING,Q6581097,Male
Q16432830,1,,MISSING,Q6581072,Female
Q16432853,1,,MISSING,Q6581097,Male
Q16432906,1,,MISSING,Q6581072,Female
Q16432939,1,,MISSING,Q6581097,Male
Q16432962,1,,MISSING,Q6581097,Male
Q16432970,1,,MISSING,Q6581097,Male
Q16432985,1,,MISSING,Q6581097,Male
Q16433030,1,,MISSING,Q6581072,Female
Q16433033,1,,MISSING,MISSING,Missing P21
Q16433084,1,,MISSING,MISSING,Missing P21
Q16433107,1,,MISSING,Q6581097,Male
Q16433114,1,,MISSING,Q6581097,Male
Q16433150,1,,MISSING,Q6581097,Male
Q16433156,1,,MISSING,Q6581097,Male
Q16433185,1,,MISSING,Q6581072,Female
Q16433297,1,,MISSING,Q6581097,Male
Q16433366,1,,MISSING,Q6581097,Male
Q16433402,1,,MISSING,Q6581097,Male
Q16433457,1,,MISSING,MISSING,Missing P21
Q16433475,1,,MISSING,Q6581097,Male
Q16433476,1,,MISSING,Q6581072,Female
Q16433495,1,,MISSING,MISSING,Missing P21
Q16433496,1,,MISSING,Q6581097,Male
Q16433515,1,,MISSING,Q6581097,Male
Q16437771,1,,MISSING,Q6581097,Male
Q16437786,1,,MISSING,Q6581097,Male
Q16437794,1,,MISSING,Q6581097,Male
Q16437797,1,,MISSING,Q6581072,Female
Q16437806,1,,MISSING,Q6581072,Female
Q16437807,1,,MISSING,Q6581097,Male
Q16437831,1,,MISSING,Q6581097,Male
Q16437832,1,,MISSING,Q6581097,Male
Q16437838,1,,MISSING,Q6581097,Male
Q16437857,1,,MISSING,Q6581072,Female
Q16437904,1,,MISSING,Q6581097,Male
Q16437927,1,,MISSING,Q6581097,Male
Q16437935,1,,MISSING,Q6581097,Male
Q16437944,1,,MISSING,Q6581072,Female
Q16437957,1,,MISSING,Q6581097,Male
Q16437963,1,,MISSING,Q6581097,Male
Q16437967,1,,MISSING,MISSING,Missing P21
Q16437990,1,,MISSING,Q6581072,Female
Q16437999,1,,MISSING,Q6581097,Male
Q16438011,1,,MISSING,Q6581072,Female
Q16438021,1,,MISSING,Q6581097,Male
Q16438061,1,,MISSING,Q6581097,Male
Q16438084,1,,MISSING,Q6581097,Male
Q16438094,1,,MISSING,Q6581072,Female
Q16438096,1,,MISSING,Q6581072,Female
Q16438114,1,,MISSING,Q6581097,Male
Q16438127,1,,MISSING,Q6581072,Female
Q16438147,1,,MISSING,Q6581097,Male
Q16438151,1,,MISSING,Q6581097,Male
Q16438175,1,,MISSING,Q6581097,Male
Q16514524,1,,MISSING,Q6581097,Male
Q16526116,0,,MISSING,Q6581097,Male
Q16526135,0,,MISSING,Q6581097,Male
Q16526863,0,,MISSING,Q6581097,Male
Q16526880,0,,MISSING,Q6581072,Female
Q16526917,0,,MISSING,Q6581097,Male
Q16528922,0,,MISSING,Q6581097,Male
Q16530283,0,,MISSING,Q6581097,Male
Q16530404,0,,MISSING,Q6581097,Male
Q16530427,0,,MISSING,Q6581097,Male
Q16531935,1,,MISSING,Q6581097,Male
Q16534529,1,,MISSING,Q6581097,Male
Q16536587,0,,MISSING,Q6581097,Male
Q16538862,0,,MISSING,Q6581097,Male
Q16538983,0,,MISSING,Q6581072,Female
Q16544772,0,,MISSING,Q6581097,Male
Q16549401,0,,MISSING,Q6581097,Male
Q16559504,0,,MISSING,Q6581097,Male
Q16562598,0,,MISSING,Q6581097,Male
Q16562652,0,,MISSING,Q6581097,Male
Q16562667,1,,MISSING,Q6581097,Male
Q16562677,0,,MISSING,Q6581097,Male
Q16562991,0,,MISSING,Q6581097,Male
Q16563042,1,,MISSING,Q6581097,Male
Q16574122,0,,MISSING,Q6581097,Male
Q16574430,0,,MISSING,Q6581097,Male
Q16574433,0,,MISSING,Q6581097,Male
Q16574710,1,,MISSING,Q6581097,Male
Q16583172,0,,MISSING,Q6581097,Male
Q16583183,0,,MISSING,Q6581097,Male
Q16583725,0,,MISSING,Q6581072,Female
Q16584028,0,,MISSING,Q6581072,Female
Q16593958,0,,MISSING,Q6581072,Female
Q16595059,0,,MISSING,Q6581097,Male
Q16597111,0,,MISSING,Q6581097,Male
Q16598309,0,,MISSING,Q6581097,Male
Q16598322,0,,MISSING,Q6581097,Male
Q16600334,0,,MISSING,Q6581097,Male
Q16600961,0,,MISSING,Q6581097,Male
Q16601020,1,,MISSING,Q6581097,Male
Q16601029,0,,MISSING,Q6581097,Male
Q16608126,0,,MISSING,Q6581072,Female
Q16608124,0,,MISSING,Q6581072,Female
Q16609915,0,,MISSING,Q6581072,Female
Q16615609,0,,MISSING,Q6581097,Male
Q16620931,0,,MISSING,Q6581097,Male
Q16620934,0,,MISSING,Q6581097,Male
Q16620937,0,,MISSING,Q6581097,Male
Q16626671,0,,MISSING,Q6581097,Male
Q16629534,0,,MISSING,Q6581097,Male
Q16635588,1,,MISSING,Q6581097,Male
Q16639797,1,,MISSING,Q6581072,Female
Q16639906,0,,MISSING,Q6581097,Male
Q16641700,0,,MISSING,Q6581097,Male
Q16646657,0,,MISSING,Q6581097,Male
Q16647775,1,,MISSING,Q6581097,Male
Q16648524,0,,MISSING,Q6581097,Male
Q16650914,1,,MISSING,Q6581097,Male
Q16653666,0,,MISSING,Q6581097,Male
Q16654523,0,,MISSING,Q6581072,Female
Q16655210,0,,MISSING,Q6581097,Male
Q16655611,0,,MISSING,Q6581097,Male
Q16657041,0,,MISSING,Q6581097,Male
Q16665916,0,,MISSING,Q6581097,Male
Q16666174,0,,MISSING,Q6581072,Female
Q16666224,0,,MISSING,Q6581097,Male
Q16666456,0,,MISSING,Q6581097,Male
Q16669036,0,,MISSING,Q6581097,Male
Q16673254,0,,MISSING,Q6581097,Male
Q16675573,0,,MISSING,Q6581097,Male
Q16676460,0,,MISSING,Q6581097,Male
Q16678719,1,,MISSING,Q6581097,Male
Q16679813,0,,MISSING,Q6581097,Male
Q16680097,0,,MISSING,Q6581097,Male
Q16680167,0,,MISSING,Q6581097,Male
Q16681896,0,,MISSING,Q6581072,Female
Q16681900,0,,MISSING,Q6581097,Male
Q16681906,1,,MISSING,Q6581097,Male
Q16683905,0,,MISSING,Q6581097,Male
Q16685047,1,,MISSING,Q6581097,Male
Q16686615,0,,MISSING,Q6581097,Male
Q16686679,0,,MISSING,Q6581097,Male
Q16688944,0,,MISSING,Q6581097,Male
Q16690367,0,,MISSING,Q6581097,Male
Q16690532,0,,MISSING,Q6581097,Male
Q16694772,1,,MISSING,Q6581097,Male
Q16695837,0,,MISSING,Q6581097,Male
Q16697014,1,,MISSING,Q6581097,Male
Q16704875,0,,MISSING,Q6581097,Male
Q16718675,0,,MISSING,Q6581097,Male
Q16721261,0,,MISSING,Q6581097,Male
Q16730070,1,,MISSING,Q6581072,Female
Q16735439,0,,MISSING,Q6581097,Male
Q16736950,1,,MISSING,Q6581072,Female
Q17072642,0,,MISSING,Q6581097,Male
Q17198398,0,,MISSING,Q6581097,Male
Q17232763,0,,MISSING,Q6581097,Male
Q17265971,1,,MISSING,Q6581097,Male
Q17265972,1,,MISSING,Q6581097,Male
Q17274657,0,,MISSING,Q6581097,Male
Q17319098,0,,MISSING,Q6581097,Male
Q17338978,0,,MISSING,Q6581097,Male
Q17350534,0,,MISSING,Q6581097,Male
Q17350595,0,,MISSING,Q6581097,Male
Q17350822,0,,MISSING,Q6581097,Male
Q17385157,1,,MISSING,Q6581097,Male
Q17403063,0,,MISSING,Q6581097,Male
Q17403194,0,,MISSING,Q6581072,Female
Q17412713,1,,MISSING,Q6581097,Male
Q17413110,1,,MISSING,Q6581072,Female
Q17416345,0,,MISSING,Q6581097,Male
Q17426652,0,,MISSING,Q6581097,Male
Q17426857,1,,MISSING,Q6581072,Female
Q17448547,1,,MISSING,Q6581097,Male
Q17448630,1,,MISSING,Q6581097,Male
Q17462777,1,,MISSING,Q6581072,Female
Q17466485,0,,MISSING,Q6581097,Male
Q17478686,0,,MISSING,Q6581097,Male
Q17487569,1,,MISSING,Q6581097,Male
Q17489784,1,,MISSING,Q6581097,Male
Q17525059,1,,MISSING,Q6581097,Male
Q17541381,0,,MISSING,Q6581097,Male
Q17602261,0,,MISSING,Q6581097,Male
Q17602359,0,,MISSING,Q6581097,Male
Q17602417,0,,MISSING,Q6581097,Male
Q17627286,0,,MISSING,Q6581097,Male
Q17627287,0,,MISSING,Q6581072,Female
Q17628955,1,,MISSING,Q6581097,Male
Q17905120,0,,MISSING,Q6581097,Male
Q18001159,0,,MISSING,Q6581097,Male
Q18001521,0,,MISSING,Q6581097,Male
Q18002861,1,,MISSING,Q6581097,Male
Q18009084,0,,MISSING,Q6581072,Female
Q18009138,1,,MISSING,Q6581097,Male
Q18011061,0,,MISSING,Q6581097,Male
Q18011070,0,,MISSING,Q6581097,Male
Q18015214,0,,MISSING,Q6581097,Male
Q18015215,0,,MISSING,Q6581097,Male
Q18015213,0,,MISSING,Q6581097,Male
Q18015273,0,,MISSING,Q6581097,Male
Q18015316,0,,MISSING,Q6581097,Male
Q18015328,0,,MISSING,Q6581097,Male
Q18015332,0,,MISSING,Q6581097,Male
Q18015333,1,,MISSING,Q6581097,Male
Q18015391,0,,MISSING,Q6581097,Male
Q18015409,0,,MISSING,Q6581097,Male
Q18015423,0,,MISSING,Q6581097,Male
Q18015430,0,,MISSING,Q6581097,Male
Q18043859,0,,MISSING,Q6581097,Male
Q18044151,0,,MISSING,Q6581097,Male
Q18044203,1,,MISSING,Q6581097,Male
Q18044266,0,,MISSING,Q6581097,Male
Q18044269,0,,MISSING,Q6581097,Male
Q18044322,0,,MISSING,Q6581097,Male
Q18044321,0,,MISSING,Q6581097,Male
Q18044326,1,,MISSING,Q6581097,Male
Q18044329,1,,MISSING,Q6581097,Male
Q18045004,1,,MISSING,Q6581097,Male
Q18045137,0,,MISSING,Q6581097,Male
Q18045211,1,,MISSING,Q6581072,Female
Q18045264,0,,MISSING,Q6581097,Male
Q18051435,0,,MISSING,Q6581097,Male
Q18117384,0,,MISSING,Q6581072|Q6581097,Other / multiple
Q18123911,1,,MISSING,Q6581097,Male
Q18126503,0,,MISSING,Q6581097,Male
Q18170502,0,,MISSING,Q6581097,Male
Q18171665,0,,MISSING,Q6581097,Male
Q18175694,1,,MISSING,Q6581097,Male
Q39387738,0,,MISSING,Q6581072,Female
Q39389408,0,,MISSING,Q6581097,Male
Q39390360,1,,MISSING,Q6581097,Male
Q39391421,0,,MISSING,Q6581097,Male
Q39394703,1,Q6581097,Q6581097,Q6581097,Male
Q39756258,0,Q6581097,Q6581097,Q6581097,Male
Q39996835,0,Q6581097,Q6581097,Q6581097,Male
Q40077639,0,Q6581097,Q6581097,Q6581097,Male
Q41186347,0,Q6581097,Q6581097,Q6581097,Male
Q41186368,0,Q6581097,Q6581097,Q6581097,Male
Q41186753,0,Q6581097,Q6581097,Q6581097,Male
Q41771547,0,Q6581097,Q6581097,Q6581097,Male
Q41796736,0,Q6581097,Q6581097,Q6581097,Male
Q41799048,0,Q6581097,Q6581097,Q6581097,Male
Q42055714,1,Q6581072,Q6581072,Q6581072,Female
Q42296349,0,Q6581097,Q6581097,Q6581097,Male
Q42296414,1,Q6581072,Q6581072,Q6581072,Female
Q42308056,0,Q6581097,Q6581097,Q6581097,Male
Q42320124,1,Q6581097,Q6581097,Q6581097,Male
Q42435987,0,Q6581097,Q6581097,Q6581097,Male
Q42476242,1,Q6581097,Q6581097,Q6581097,Male
Q42490567,0,Q6581097,Q6581097,Q6581097,Male
Q42535623,0,Q6581072,Q6581072,Q6581072,Female
