qid,has_kkwiki,p21,p21_group,p21_corrected,gender
Q42907476,0,Q6581072,Q6581072,Q6581072,Female
Q43423947,0,Q6581097,Q6581097,Q6581097,Male
Q43427155,0,Q6581097,Q6581097,Q6581097,Male
Q43427628,0,Q6581097,Q6581097,Q6581097,Male
Q43429410,0,Q6581097,Q6581097,Q6581097,Male
Q43767153,0,Q6581072,Q6581072,Q6581072,Female
Q44155535,1,Q6581097,Q6581097,Q6581097,Male
Q46380572,0,Q6581072,Q6581072,Q6581072,Female
Q46712710,0,Q6581097,Q6581097,Q6581097,Male
Q47010854,0,Q6581097,Q6581097,Q6581097,Male
Q47013799,0,Q6581097,Q6581097,Q6581097,Male
Q47155847,0,Q6581072,Q6581072,Q6581072,Female
Q47452937,0,Q6581097,Q6581097,Q6581097,Male
Q47452961,0,Q6581097,Q6581097,Q6581097,Male
Q47453355,1,Q6581097,Q6581097,Q6581097,Male
Q47453352,0,Q6581097,Q6581097,Q6581097,Male
Q47453880,0,Q6581072,Q6581072,Q6581072,Female
Q47468072,0,Q6581072,Q6581072,Q6581072,Female
Q47484926,1,Q6581097,Q6581097,Q6581097,Male
Q47484947,0,Q6581097,Q6581097,Q6581097,Male
Q47489453,1,Q6581072,Q6581072,Q6581072,Female
Q47491337,0,Q6581097,Q6581097,Q6581097,Male
Q47543854,1,Q6581072,Q6581072,Q6581072,Female
Q47636640,0,Q6581097,Q6581097,Q6581097,Male
Q47658583,0,Q6581072,Q6581072,Q6581072,Female
Q47762758,1,Q6581097,Q6581097,Q6581097,Male
Q48145048,0,Q6581097,Q6581097,Q6581097,Male
Q48157421,0,Q6581072,Q6581072,Q6581072,Female
Q48165840,0,Q6581097,Q6581097,Q6581097,Male
Q48196966,0,Q6581072,Q6581072,Q6581072,Female
Q48198696,0,Q6581072,Q6581072,Q6581072,Female
Q48200215,0,Q6581072,Q6581072,Q6581072,Female
Q48233631,0,Q6581072,Q6581072,Q6581072,Female
Q48266966,0,Q6581097,Q6581097,Q6581097,Male
Q48453159,0,Q6581097,Q6581097,Q6581097,Male
Q48645085,1,Q6581097,Q6581097,Q6581097,Male
Q48666944,0,Q6581097,Q6581097,Q6581097,Male
Q48805669,0,Q6581097,Q6581097,Q6581097,Male
Q48869368,0,Q6581097,Q6581097,Q6581097,Male
Q48870054,0,Q6581097,Q6581097,Q6581097,Male
Q48870053,0,,MISSING,MISSING,Missing P21
Q48870058,0,Q6581097,Q6581097,Q6581097,Male
Q48870056,0,,MISSING,MISSING,Missing P21
Q48870060,0,Q6581097,Q6581097,Q6581097,Male
Q48870065,0,Q6581097,Q6581097,Q6581097,Male
Q48870076,0,,MISSING,MISSING,Missing P21
Q48877054,0,Q6581097,Q6581097,Q6581097,Male
Q48877052,0,Q6581097,Q6581097,Q6581097,Male
Q48877103,0,Q6581097,Q6581097,Q6581097,Male
Q48877223,0,,MISSING,MISSING,Missing P21
Q48877373,0,,MISSING,MISSING,Missing P21
Q48877377,0,Q6581097,Q6581097,Q6581097,Male
Q48877383,0,,MISSING,MISSING,Missing P21
Q48877380,0,,MISSING,MISSING,Missing P21
Q48877386,0,,MISSING,MISSING,Missing P21
Q48877389,0,Q6581097,Q6581097,Q6581097,Male
Q48877395,0,Q6581097,Q6581097,Q6581097,Male
Q48877392,0,Q6581097,Q6581097,Q6581097,Male
Q48877403,0,,MISSING,MISSING,Missing P21
Q48877400,0,,MISSING,MISSING,Missing P21
Q48877407,0,Q6581097,Q6581097,Q6581097,Male
Q48877414,0,Q6581097,Q6581097,Q6581097,Male
Q48877412,0,Q6581097,Q6581097,Q6581097,Male
Q48877418,0,Q6581097,Q6581097,Q6581097,Male
Q48936634,0,Q6581097,Q6581097,Q6581097,Male
Q48937492,1,Q6581072,Q6581072,Q6581072,Female
Q48938575,0,Q6581072,Q6581072,Q6581072,Female
Q48942142,0,Q6581097,Q6581097,Q6581097,Male
Q48953194,0,Q6581097,Q6581097,Q6581097,Male
Q48954084,1,Q6581097,Q6581097,Q6581097,Male
Q48954522,1,Q6581097,Q6581097,Q6581097,Male
Q48955457,1,Q6581097,Q6581097,Q6581097,Male
Q48955565,0,Q6581097,Q6581097,Q6581097,Male
Q48956177,1,Q6581097,Q6581097,Q6581097,Male
Q48956633,0,Q6581097,Q6581097,Q6581097,Male
Q48956684,0,Q6581097,Q6581097,Q6581097,Male
Q49178316,0,,MISSING,MISSING,Missing P21
Q4070407,0,Q6581072,Q6581072,Q6581072,Female
Q4070467,1,Q6581072,Q6581072,Q6581072,Female
Q4071069,1,Q6581097,Q6581097,Q6581097,Male
Q4071135,1,Q6581097,Q6581097,Q6581097,Male
Q4071138,1,Q6581097,Q6581097,Q6581097,Male
Q4071221,1,Q6581097,Q6581097,Q6581097,Male
Q4071834,1,Q6581097,Q6581097,Q6581097,Male
Q4071876,1,Q6581097,Q6581097,Q6581097,Male
Q4072002,1,Q6581097,Q6581097,Q6581097,Male
Q4072175,1,Q6581097,Q6581097,Q6581097,Male
Q4072350,1,Q6581072,Q6581072,Q6581072,Female
Q4072490,1,Q6581097,Q6581097,Q6581097,Male
Q4072504,1,Q6581097,Q6581097,Q6581097,Male
Q4073101,1,Q6581097,Q6581097,Q6581097,Male
Q4073104,0,Q6581072,Q6581072,Q6581072,Female
Q4073105,1,Q6581097,Q6581097,Q6581097,Male
Q4073115,1,Q6581097,Q6581097,Q6581097,Male
Q4073117,1,Q6581097,Q6581097,Q6581097,Male
Q4073463,1,Q6581097,Q6581097,Q6581097,Male
Q4073467,1,Q6581097,Q6581097,Q6581097,Male
Q4073478,1,Q6581097,Q6581097,Q6581097,Male
Q4073538,1,Q6581097,Q6581097,Q6581097,Male
Q4073747,0,Q6581072,Q6581072,Q6581072,Female
Q4073762,1,Q6581097,Q6581097,Q6581097,Male
Q4073773,0,Q6581097,Q6581097,Q6581097,Male
Q4074597,0,Q6581072,Q6581072,Q6581072,Female
Q4074798,1,Q6581072,Q6581072,Q6581072,Female
Q4074959,1,Q6581097,Q6581097,Q6581097,Male
Q4074966,1,Q6581097,Q6581097,Q6581097,Male
Q4075062,1,Q6581097,Q6581097,Q6581097,Male
Q4075099,0,Q6581097,Q6581097,Q6581097,Male
Q4075417,0,Q6581097,Q6581097,Q6581097,Male
Q4075468,0,Q6581097,Q6581097,Q6581097,Male
Q4075490,1,Q6581097,Q6581097,Q6581097,Male
Q4075495,0,Q6581097,Q6581097,Q6581097,Male
Q4075492,1,Q6581097,Q6581097,Q6581097,Male
Q4075630,1,Q6581097,Q6581097,Q6581097,Male
Q4075662,1,Q6581097,Q6581097,Q6581097,Male
Q4075723,1,Q6581097,Q6581097,Q6581097,Male
Q4075746,1,Q6581097,Q6581097,Q6581097,Male
Q4075756,1,Q6581097,Q6581097,Q6581097,Male
Q4075761,0,Q6581097,Q6581097,Q6581097,Male
Q4075870,1,Q6581097,Q6581097,Q6581097,Male
Q4076608,1,Q6581072,Q6581072,Q6581072,Female
Q4076987,1,Q6581097,Q6581097,Q6581097,Male
Q4077526,1,Q6581097,Q6581097,Q6581097,Male
Q4078359,0,Q6581097,Q6581097,Q6581097,Male
Q4078994,1,Q6581097,Q6581097,Q6581097,Male
Q4079298,0,Q6581097,Q6581097,Q6581097,Male
Q4079866,1,Q6581072,Q6581072,Q6581072,Female
Q4080581,0,Q6581097,Q6581097,Q6581097,Male
Q4081234,1,Q6581072,Q6581072,Q6581072,Female
Q4081237,0,Q6581097,Q6581097,Q6581097,Male
Q4081349,0,Q6581097,Q6581097,Q6581097,Male
Q4081446,1,Q6581097,Q6581097,Q6581097,Male
Q4081449,1,Q6581097,Q6581097,Q6581097,Male
Q4081463,1,Q6581097,Q6581097,Q6581097,Male
Q4083221,1,Q6581097,Q6581097,Q6581097,Male
Q4083471,1,Q6581097,Q6581097,Q6581097,Male
Q4083506,0,Q6581097,Q6581097,Q6581097,Male
Q4084878,0,Q6581097,Q6581097,Q6581097,Male
Q4084915,1,Q6581097,Q6581097,Q6581097,Male
Q4084916,1,Q6581072,Q6581072,Q6581072,Female
Q4085194,1,Q6581097,Q6581097,Q6581097,Male
Q4085915,1,Q6581097,Q6581097,Q6581097,Male
Q4086586,1,Q6581097,Q6581097,Q6581097,Male
Q4086639,0,Q6581097,Q6581097,Q6581097,Male
Q4088380,1,Q6581072,Q6581072,Q6581072,Female
Q4089095,1,Q6581097,Q6581097,Q6581097,Male
Q4090191,1,Q6581097,Q6581097,Q6581097,Male
Q4090256,1,Q6581097,Q6581097,Q6581097,Male
Q4093448,0,Q6581097,Q6581097,Q6581097,Male
Q4093834,0,Q6581097,Q6581097,Q6581097,Male
Q4094616,0,Q6581097,Q6581097,Q6581097,Male
Q4097021,0,Q6581097,Q6581097,Q6581097,Male
Q4098657,0,Q6581097,Q6581097,Q6581097,Male
Q4099575,1,Q6581097,Q6581097,Q6581097,Male
Q4099629,1,Q6581097,Q6581097,Q6581097,Male
Q4100314,0,Q6581097,Q6581097,Q6581097,Male
Q4101231,0,Q6581097,Q6581097,Q6581097,Male
Q4102172,0,Q6581097,Q6581097,Q6581097,Male
Q4102875,1,Q6581097,Q6581097,Q6581097,Male
Q4102880,1,Q6581097,Q6581097,Q6581097,Male
Q4102905,1,Q6581097,Q6581097,Q6581097,Male
Q4104769,0,Q6581072,Q6581072,Q6581072,Female
Q4105359,0,Q6581072,Q6581072,Q6581072,Female
Q4107566,0,Q6581097,Q6581097,Q6581097,Male
Q4109357,0,Q6581097,Q6581097,Q6581097,Male
Q4110811,1,Q6581097,Q6581097,Q6581097,Male
Q4112711,0,Q6581072,Q6581072,Q6581072,Female
Q4112793,1,Q6581097,Q6581097,Q6581097,Male
Q4120867,1,Q6581097,Q6581097,Q6581097,Male
Q4122612,1,Q6581097,Q6581097,Q6581097,Male
Q4122917,1,Q6581097,Q6581097,Q6581097,Male
Q4123286,0,Q6581097,Q6581097,Q6581097,Male
Q4123693,0,Q6581097,Q6581097,Q6581097,Male
Q4125934,1,Q6581097,Q6581097,Q6581097,Male
Q4126117,1,Q6581097,Q6581097,Q6581097,Male
Q4126665,0,Q6581097,Q6581097,Q6581097,Male
Q4126862,1,Q6581097,Q6581097,Q6581097,Male
Q4130450,0,Q6581097,Q6581097,Q6581097,Male
Q4130867,1,Q6581097,Q6581097,Q6581097,Male
Q4130989,1,Q6581097,Q6581097,Q6581097,Male
Q4131632,1,Q6581097,Q6581097,Q6581097,Male
Q4132185,0,Q6581097,Q6581097,Q6581097,Male
Q4132443,1,Q6581072,Q6581072,Q6581072,Female
Q4132940,0,Q6581097,Q6581097,Q6581097,Male
Q4133773,1,Q6581097,Q6581097,Q6581097,Male
Q4134533,1,Q6581097,Q6581097,Q6581097,Male
Q4138363,1,Q6581097,Q6581097,Q6581097,Male
Q4140398,0,Q6581097,Q6581097,Q6581097,Male
Q4141498,1,Q6581097,Q6581097,Q6581097,Male
Q4141733,0,Q6581097,Q6581097,Q6581097,Male
Q4141789,0,Q6581097,Q6581097,Q6581097,Male
Q4142804,0,Q6581097,Q6581097,Q6581097,Male
Q4143104,1,Q6581097,Q6581097,Q6581097,Male
Q4144823,0,Q6581097,Q6581097,Q6581097,Male
Q4145817,1,Q6581097,Q6581097,Q6581097,Male
Q4145989,0,Q6581097,Q6581097,Q6581097,Male
Q4146002,0,Q6581097,Q6581097,Q6581097,Male
Q4146416,1,Q6581097,Q6581097,Q6581097,Male
Q4148865,0,Q6581097,Q6581097,Q6581097,Male
Q4148877,1,Q6581097,Q6581097,Q6581097,Male
Q4149218,1,Q6581097,Q6581097,Q6581097,Male
Q4151286,0,Q6581097,Q6581097,Q6581097,Male
Q4151983,1,Q6581097,Q6581097,Q6581097,Male
Q4152036,0,Q6581097,Q6581097,Q6581097,Male
Q4154423,1,Q6581097,Q6581097,Q6581097,Male
Q4154466,0,Q6581097,Q6581097,Q6581097,Male
Q4154633,0,Q6581097,Q6581097,Q6581097,Male
Q4155004,1,Q6581097,Q6581097,Q6581097,Male
Q4155257,1,Q6581097,Q6581097,Q6581097,Male
Q4155266,1,Q6581097,Q6581097,Q6581097,Male
Q4156510,0,Q6581097,Q6581097,Q6581097,Male
Q4157752,1,Q6581097,Q6581097,Q6581097,Male
Q4158694,1,Q6581097,Q6581097,Q6581097,Male
Q4158742,0,Q6581097,Q6581097,Q6581097,Male
Q4159032,1,Q6581097,Q6581097,Q6581097,Male
Q4159725,0,Q6581072,Q6581072,Q6581072,Female
Q4159752,1,Q6581097,Q6581097,Q6581097,Male
Q4159802,1,Q6581072,Q6581072,Q6581072,Female
Q4159873,1,Q6581072,Q6581072,Q6581072,Female
Q4159949,1,Q6581072,Q6581072,Q6581072,Female
Q4160158,0,Q6581097,Q6581097,Q6581097,Male
Q4160287,1,Q6581097,Q6581097,Q6581097,Male
Q4160389,1,Q6581097,Q6581097,Q6581097,Male
Q4160582,1,Q6581097,Q6581097,Q6581097,Male
Q4161337,0,Q6581097,Q6581097,Q6581097,Male
Q4163310,1,Q6581097,Q6581097,Q6581097,Male
Q4163863,0,Q6581097,Q6581097,Q6581097,Male
Q4166160,1,Q6581072,Q6581072,Q6581072,Female
Q4166396,0,Q6581097,Q6581097,Q6581097,Male
Q4167043,0,Q6581072,Q6581072,Q6581072,Female
Q4167136,1,Q6581097,Q6581097,Q6581097,Male
Q4167176,1,,MISSING,Q6581097,Male
Q4167198,0,,MISSING,Q6581097,Male
Q4167199,1,,MISSING,Q6581097,Male
Q4167308,1,,MISSING,Q6581097,Male
Q4167786,0,,MISSING,Q6581097,Male
Q4170318,0,,MISSING,Q6581072,Female
Q4170429,1,,MISSING,Q6581097,Male
Q4170676,1,,MISSING,Q6581097,Male
Q4171187,1,,MISSING,Q6581072,Female
Q4172429,0,,MISSING,Q6581097,Male
Q4173379,0,,MISSING,Q6581097,Male
Q4173777,0,,MISSING,Q6581097,Male
Q4174730,0,,MISSING,Q6581097,Male
Q4176165,1,,MISSING,Q6581097,Male
Q4176180,1,,MISSING,Q6581097,Male
Q4176249,0,,MISSING,Q6581097,Male
Q4176695,1,,MISSING,Q6581097,Male
Q4176811,1,,MISSING,Q6581097,Male
Q4177065,1,,MISSING,Q6581097,Male
Q4177071,1,,MISSING,Q6581097,Male
Q4177075,1,,MISSING,Q6581097,Male
Q4177077,1,,MISSING,Q6581097,Male
Q4177088,1,,MISSING,Q6581097,Male
Q4177093,1,,MISSING,Q6581097,Male
Q4177171,1,,MISSING,Q6581097,Male
Q4177180,1,,MISSING,Q6581072,Female
Q4177738,0,,MISSING,Q6581097,Male
Q4178079,1,,MISSING,Q6581097,Male
Q4178086,1,,MISSING,Q6581097,Male
Q4178101,1,,MISSING,Q6581097,Male
Q4178149,0,,MISSING,Q6581097,Male
Q4178351,1,,MISSING,Q6581097,Male
Q4179832,1,,MISSING,Q6581072,Female
Q4179984,1,,MISSING,Q6581097,Male
Q4180459,0,,MISSING,Q6581097,Male
Q4180658,0,,MISSING,Q6581097,Male
Q4180858,0,,MISSING,Q6581097,Male
Q4181032,1,,MISSING,Q6581097,Male
Q4181036,1,,MISSING,Q6581097,Male
Q4181037,1,,MISSING,Q6581097,Male
Q4181066,0,,MISSING,Q6581097,Male
Q4181195,1,,MISSING,Q6581097,Male
Q4181620,0,,MISSING,Q6581097,Male
Q4181629,1,,MISSING,Q6581097,Male
Q4181638,1,,MISSING,Q6581097,Male
Q4181645,1,,MISSING,Q6581097,Male
Q12530362,1,,MISSING,Q6581097,Male
Q12530375,1,,MISSING,Q6581097,Male
Q12530377,1,,MISSING,Q6581097,Male
Q12530419,1,,MISSING,Q6581097,Male
Q12530422,1,,MISSING,Q6581097,Male
Q12530433,1,,MISSING,Q6581097,Male
Q12530651,1,,MISSING,Q6581097,Male
Q12531061,1,,MISSING,Q6581097,Male
Q12531066,1,,MISSING,Q6581097,Male
Q12531079,1,,MISSING,Q6581097,Male
Q12531093,1,,MISSING,Q6581097,Male
Q12531116,1,,MISSING,MISSING,Missing P21
Q12531122,1,,MISSING,Q6581097,Male
Q12531125,1,,MISSING,MISSING,Missing P21
Q12531342,1,,MISSING,Q6581097,Male
Q12531428,1,,MISSING,Q6581097,Male
Q12531439,1,,MISSING,Q6581097,Male
Q12531633,1,,MISSING,Q6581097,Male
Q12532358,1,,MISSING,Q6581097,Male
Q12532407,1,,MISSING,Q6581097,Male
Q12532737,1,,MISSING,Q6581097,Male
Q12532767,1,,MISSING,Q6581097,Male
Q12532789,1,,MISSING,Q6581097,Male
Q12532811,1,,MISSING,Q6581097,Male
Q12532916,1,,MISSING,Q6581097,Male
Q12532968,1,,MISSING,Q6581072,Female
Q12533007,1,,MISSING,Q6581097,Male
Q12533257,1,,MISSING,Q6581097,Male
Q12533295,1,,MISSING,Q6581072,Female
Q12533318,1,,MISSING,Q6581097,Male
Q12533600,1,,MISSING,Q6581072,Female
Q12533663,1,,MISSING,Q6581097,Male
Q12533670,1,,MISSING,Q6581097,Male
Q12534054,1,,MISSING,MISSING,Missing P21
Q12534167,1,,MISSING,Q6581097,Male
Q12534174,1,,MISSING,Q6581097,Male
Q12534186,1,,MISSING,Q6581097,Male
Q12534196,1,,MISSING,Q6581097,Male
Q12534206,1,,MISSING,Q6581097,Male
Q12534207,1,,MISSING,Q6581097,Male
Q12534231,1,,MISSING,Q6581072,Female
Q12534338,1,,MISSING,Q6581097,Male
Q12534351,1,,MISSING,MISSING,Missing P21
Q12534406,1,,MISSING,Q6581097,Male
Q12534454,1,,MISSING,Q6581097,Male
Q12534485,1,,MISSING,Q6581072,Female
Q12534490,1,,MISSING,Q6581072,Female
Q12534494,1,,MISSING,Q6581072,Female
Q12534507,1,,MISSING,Q6581072,Female
Q12534534,1,,MISSING,Q6581097,Male
Q12534539,1,,MISSING,Q6581097,Male
Q12534547,1,,MISSING,Q6581097,Male
Q12534570,1,,MISSING,Q6581097,Male
Q12534568,1,,MISSING,Q6581097,Male
Q12534632,1,,MISSING,Q6581097,Male
Q12534633,1,,MISSING,Q6581097,Male
Q12534741,1,,MISSING,Q6581097,Male
Q12534794,1,,MISSING,Q6581097,Male
Q12534818,1,,MISSING,Q6581097,Male
Q12534845,1,,MISSING,Q6581097,Male
Q12534868,1,,MISSING,Q6581097,Male
Q12535121,1,,MISSING,Q6581072,Female
Q12535129,1,,MISSING,Q6581097,Male
Q12535143,1,,MISSING,Q6581097,Male
Q12535201,1,,MISSING,Q6581097,Male
Q12535435,1,,MISSING,Q6581072,Female
Q12535470,1,,MISSING,Q6581072,Female
Q12535629,1,,MISSING,Q6581097,Male
Q12535705,1,,MISSING,Q6581072,Female
Q12535744,1,,MISSING,Q6581097,Male
Q12535791,1,,MISSING,Q6581072,Female
Q12535866,1,,MISSING,Q6581097,Male
Q12535868,1,,MISSING,Q6581097,Male
Q12535874,1,,MISSING,Q6581097,Male
Q12535872,1,,MISSING,Q6581097,Male
Q12535892,1,,MISSING,Q6581097,Male
Q12535898,1,,MISSING,Q6581097,Male
Q12535900,1,,MISSING,Q6581097,Male
Q12535901,1,,MISSING,Q6581097,Male
Q12536063,1,,MISSING,Q6581097,Male
Q12536066,1,,MISSING,Q6581097,Male
Q12536109,1,,MISSING,Q6581072,Female
Q12536168,1,,MISSING,Q6581072,Female
Q12536244,1,,MISSING,Q6581097,Male
Q12536363,1,,MISSING,Q6581097,Male
Q12536503,1,,MISSING,Q6581072,Female
Q12537172,1,,MISSING,Q6581097,Male
Q12537200,1,,MISSING,Q6581097,Male
Q12537376,1,,MISSING,Q6581072,Female
Q12537470,1,,MISSING,Q6581097,Male
Q12537577,1,,MISSING,Q6581097,Male
Q12537580,1,,MISSING,Q6581097,Male
Q12537585,1,,MISSING,Q6581097,Male
Q12537598,1,,MISSING,Q6581097,Male
Q12537602,1,,MISSING,Q6581072,Female
Q12537735,1,,MISSING,Q6581097,Male
Q12537733,1,,MISSING,Q6581097,Male
Q12537740,1,,MISSING,Q6581097,Male
Q12537748,1,,MISSING,Q6581097,Male
Q12537755,1,,MISSING,Q6581097,Male
Q12537869,1,,MISSING,Q6581072,Female
Q12537896,1,,MISSING,Q6581072,Female
Q12537917,1,,MISSING,Q6581097,Male
Q12537986,1,,MISSING,Q6581097,Male
Q12537996,1,,MISSING,Q6581097,Male
Q12538031,1,,MISSING,Q6581097,Male
Q12538065,1,,MISSING,Q6581097,Male
Q12538136,1,,MISSING,Q6581097,Male
Q12538175,1,,MISSING,Q6581097,Male
Q12538172,1,,MISSING,Q6581097,Male
Q12538194,1,,MISSING,Q6581097,Male
Q12538207,1,,MISSING,Q6581097,Male
Q12538211,1,,MISSING,Q6581097,Male
Q12538215,1,,MISSING,Q6581097,Male
Q12538230,1,,MISSING,Q6581097,Male
Q12538247,1,,MISSING,Q6581097,Male
Q12538261,1,,MISSING,Q6581097,Male
Q12538270,1,,MISSING,Q6581097,Male
Q12538277,1,,MISSING,Q6581097,Male
Q12538292,1,,MISSING,Q6581097,Male
Q12538427,1,,MISSING,Q6581097,Male
Q12538429,1,,MISSING,Q6581097,Male
Q12538475,1,,MISSING,Q6581097,Male
Q12538592,1,,MISSING,Q6581072,Female
Q12538593,1,,MISSING,Q6581072,Female
Q12538596,1,,MISSING,Q6581072,Female
Q12538597,1,,MISSING,Q6581072,Female
Q12538696,1,,MISSING,Q6581072,Female
Q12538771,1,,MISSING,Q6581097,Male
Q12538984,1,,MISSING,Q6581097,Male
Q12539349,1,,MISSING,Q6581097,Male
Q12539589,1,,MISSING,Q6581097,Male
Q12539601,1,,MISSING,Q6581097,Male
Q12539666,1,,MISSING,MISSING,Missing P21
Q12539664,1,,MISSING,Q6581097,Male
Q12539680,1,,MISSING,Q6581097,Male
Q12539717,1,,MISSING,Q6581072,Female
Q12539735,1,,MISSING,Q6581072,Female
Q12539738,1,,MISSING,Q6581072,Female
Q12539743,1,,MISSING,Q6581072,Female
Q12539750,1,,MISSING,Q6581072,Female
Q12539751,1,,MISSING,Q6581072,Female
Q12539749,1,,MISSING,Q6581072,Female
Q12539765,1,,MISSING,Q6581072,Female
Q12539769,1,,MISSING,Q6581072,Female
Q12539779,1,,MISSING,Q6581072,Female
Q12539800,1,,MISSING,Q6581072,Female
Q12539807,1,,MISSING,Q6581072,Female
Q12539883,1,,MISSING,Q6581097,Male
Q12539915,1,,MISSING,Q6581097,Male
Q12539955,1,,MISSING,Q6581097,Male
Q12540008,1,,MISSING,Q6581097,Male
Q12540193,1,,MISSING,MISSING,Missing P21
Q12540221,1,,MISSING,Q6581097,Male
Q12540311,1,,MISSING,Q6581097,Male
Q12540445,1,,MISSING,Q6581097,Male
Q12540473,1,,MISSING,Q6581097,Male
Q12540530,1,,MISSING,Q6581072,Female
Q12540571,1,,MISSING,Q6581072,Female
Q12540574,1,,MISSING,Q6581072,Female
Q12540572,1,,MISSING,Q6581072,Female
Q12540866,1,,MISSING,Q6581097,Male
Q12540869,1,,MISSING,MISSING,Missing P21
Q12540880,1,,MISSING,Q6581097,Male
Q12540884,1,,MISSING,Q6581097,Male
Q12540885,1,,MISSING,Q6581097,Male
Q12540895,1,,MISSING,MISSING,Missing P21
Q12540978,1,,MISSING,Q6581097,Male
Q12540977,1,,MISSING,Q6581097,Male
Q12541030,1,,MISSING,Q6581097,Male
Q12541081,1,,MISSING,Q6581097,Male
Q12541190,1,,MISSING,Q6581097,Male
Q12541189,1,,MISSING,Q6581097,Male
Q12541194,1,,MISSING,Q6581097,Male
Q12541221,1,,MISSING,Q6581097,Male
Q12541319,1,,MISSING,Q6581097,Male
Q12541515,1,,MISSING,Q6581097,Male
Q12541531,1,,MISSING,Q6581072,Female
Q12541607,1,,MISSING,Q6581097,Male
Q12541656,1,,MISSING,Q6581072,Female
Q12541750,1,,MISSING,Q6581072,Female
Q12541755,1,,MISSING,Q6581072,Female
Q12541752,1,,MISSING,Q6581072,Female
Q12541760,1,,MISSING,Q6581072,Female
Q12541856,1,,MISSING,MISSING,Missing P21
Q12541905,1,,MISSING,Q6581097,Male
Q12541909,1,,MISSING,Q6581097,Male
Q12541946,1,,MISSING,Q6581097,Male
Q12541956,1,,MISSING,Q6581097,Male
Q12541963,1,,MISSING,Q6581097,Male
Q12541966,1,,MISSING,Q6581072,Female
Q12541989,1,,MISSING,Q6581097,Male
Q12541999,1,,MISSING,Q6581097,Male
Q12542039,1,,MISSING,Q6581097,Male
Q12542042,1,,MISSING,Q6581097,Male
Q12542048,1,,MISSING,Q6581097,Male
Q12542049,1,,MISSING,Q6581097,Male
Q12542053,1,,MISSING,Q6581097,Male
Q12542091,1,,MISSING,Q6581097,Male
Q12542109,1,,MISSING,Q6581097,Male
Q12542199,1,,MISSING,Q6581097,Male
Q12542238,1,,MISSING,Q6581097,Male
Q12542244,1,,MISSING,Q6581097,Male
Q12542248,1,,MISSING,Q6581097,Male
Q12542256,1,,MISSING,Q6581097,Male
Q12542269,1,,MISSING,MISSING,Missing P21
Q12542277,1,,MISSING,Q6581097,Male
Q12542308,1,,MISSING,Q6581097,Male
Q12542313,1,,MISSING,Q6581097,Male
Q12542319,1,,MISSING,Q6581097,Male
Q12542366,1,,MISSING,Q6581097,Male
Q12542367,1,,MISSING,Q6581097,Male
Q12542453,1,,MISSING,Q6581097,Male
Q12542542,1,,MISSING,Q6581097,Male
Q12542602,1,,MISSING,Q6581072,Female
Q12542830,1,,MISSING,Q6581097,Male
Q12543131,1,,MISSING,Q6581097,Male
Q12543151,1,,MISSING,Q6581097,Male
Q12543148,1,,MISSING,Q6581097,Male
Q12543194,1,,MISSING,Q6581097,Male
Q12543219,1,,MISSING,Q6581097,Male
Q12543274,1,,MISSING,Q6581097,Male
Q12543310,1,,MISSING,Q6581097,Male
Q12543309,1,,MISSING,Q6581097,Male
Q12543340,1,,MISSING,Q6581072,Female
Q12543375,1,,MISSING,Q6581097,Male
Q12543381,1,,MISSING,Q6581097,Male
Q12543440,1,,MISSING,MISSING,Missing P21
Q12543445,1,,MISSING,Q6581072,Female
Q12543516,1,,MISSING,Q6581097,Male
Q12543524,1,,MISSING,Q6581097,Male
Q12543533,1,,MISSING,Q6581097,Male
Q12543657,1,,MISSING,MISSING,Missing P21
Q12543662,1,,MISSING,Q6581097,Male
Q12543922,1,,MISSING,Q6581097,Male
Q12544013,1,,MISSING,Q6581097,Male
Q12544061,1,,MISSING,Q6581097,Male
Q12544090,1,,MISSING,Q6581097,Male
Q12544091,1,,MISSING,Q6581097,Male
Q12544731,1,,MISSING,Q6581097,Male
Q12544750,1,,MISSING,Q6581097,Male
Q12544831,1,,MISSING,Q6581097,Male
Q12544919,1,,MISSING,Q6581097,Male
Q12545009,1,,MISSING,MISSING,Missing P21
Q12545045,1,,MISSING,Q6581097,Male
Q12545061,1,,MISSING,Q6581097,Male
Q12545469,1,,MISSING,Q6581097,Male
Q12545538,1,,MISSING,Q6581072,Female
Q12545601,1,,MISSING,Q6581097,Male
Q12545744,1,,MISSING,Q6581097,Male
Q12545749,1,,MISSING,Q6581097,Male
Q12545754,1,,MISSING,Q6581097,Male
Q12545859,1,,MISSING,Q6581097,Male
Q12545873,1,,MISSING,Q6581097,Male
Q12545877,1,,MISSING,Q6581097,Male
Q12545895,1,,MISSING,Q6581097,Male
Q12545907,1,,MISSING,Q6581097,Male
Q12546021,1,,MISSING,Q6581072,Female
Q12546079,1,,MISSING,Q6581072,Female
Q12546081,1,,MISSING,Q6581072,Female
Q12546115,1,,MISSING,Q6581097,Male
Q12546177,1,,MISSING,Q6581097,Male
Q12546228,1,,MISSING,Q6581097,Male
Q12546229,1,,MISSING,Q6581097,Male
Q12546307,1,,MISSING,Q6581097,Male
Q12546395,1,,MISSING,Q6581097,Male
Q12546399,1,,MISSING,Q6581097,Male
Q12546403,1,,MISSING,Q6581072,Female
Q12546429,1,,MISSING,Q6581072,Female
Q12546454,1,,MISSING,MISSING,Missing P21
