p31,articles,median_words,mean_words,median_references,mean_references,median_images,mean_images,median_internal_links,mean_internal_links,no_references,no_images,under_250_words,short_unreferenced,thin_articles,label_en,label_kk,label_ru,no_references_pct,no_images_pct,under_250_words_pct,short_unreferenced_pct,thin_articles_pct
Q76213285,6,282.5,306.17,0.0,0.33,1.0,0.67,19.0,24.0,4,2,3,2,1,clothing store chain,clothing store chain,clothing store chain,66.67,33.33,50.0,33.33,16.67
Q76215292,1,472.0,472.0,1.0,1.0,2.0,2.0,13.0,13.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7625093,1,886.0,886.0,18.0,18.0,0.0,0.0,17.0,17.0,0,1,0,0,0,structure fire,structure fire,пожар постройки,0.0,100.0,0.0,0.0,0.0
Q762548,3,182.0,167.33,3.0,2.33,0.0,0.0,17.0,15.0,0,3,3,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q762702,1,1544.0,1544.0,49.0,49.0,0.0,0.0,33.0,33.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q7631083,2,2735.5,2735.5,19.0,19.0,3.0,3.0,124.5,124.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7631958,2,1682.0,1682.0,11.5,11.5,13.0,13.0,194.0,194.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q763288,2,548.5,548.5,1.5,1.5,1.5,1.5,16.0,16.0,1,0,1,1,0,,,,50.0,0.0,50.0,50.0,0.0
Q7635776,3,388.0,402.33,0.0,1.0,2.0,2.67,1.0,1.67,2,1,1,1,0,,,,66.67,33.33,33.33,33.33,0.0
Q7638697,1,984.0,984.0,0.0,0.0,0.0,0.0,42.0,42.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q763978,4,243.5,316.75,1.0,1.0,1.0,0.75,11.0,9.75,1,1,2,1,0,,,,25.0,25.0,50.0,25.0,0.0
Q76397847,1,362.0,362.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q76419415,1,119.0,119.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q764285,4,167.0,293.0,0.5,1.25,0.0,0.0,11.0,10.5,2,4,3,2,2,,,,50.0,100.0,75.0,50.0,50.0
Q76429716,2,262.0,262.0,1.0,1.0,0.5,0.5,9.5,9.5,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q76429986,1,53.0,53.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q76450109,3,456.0,431.0,1.0,1.0,0.0,0.0,15.0,15.67,1,3,0,0,0,,,,33.33,100.0,0.0,0.0,0.0
Q76514543,1,1175.0,1175.0,5.0,5.0,2.0,2.0,44.0,44.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q765270,3,90.0,99.67,1.0,1.67,0.0,0.33,1.0,5.0,0,2,3,0,0,,,,0.0,66.67,100.0,0.0,0.0
Q765289,2,64.5,64.5,0.0,0.0,1.0,1.0,5.5,5.5,2,0,2,2,0,,,,100.0,0.0,100.0,100.0,0.0
Q765517,1,590.0,590.0,0.0,0.0,3.0,3.0,10.0,10.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q765940,1,118.0,118.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q766238,1,53.0,53.0,1.0,1.0,0.0,0.0,6.0,6.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q766277,33,134.0,141.79,0.0,0.0,0.0,0.18,17.0,19.27,33,31,32,32,30,,,,100.0,93.94,96.97,96.97,90.91
Q766875,3,961.0,969.0,13.0,13.0,1.0,1.0,33.0,35.67,0,1,0,0,0,ethnic conflict,Ұлтаралық қақтығыс,межэтнический конфликт,0.0,33.33,0.0,0.0,0.0
Q767036,3,597.0,564.0,1.0,1.33,2.0,2.0,45.0,37.33,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q76749327,3,267.0,376.0,1.0,0.67,1.0,0.67,13.0,13.0,1,1,0,0,0,,,,33.33,33.33,0.0,0.0,0.0
Q768575,1,412.0,412.0,10.0,10.0,0.0,0.0,11.0,11.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q7688,3,371.0,361.67,3.0,2.67,0.0,0.67,13.0,12.0,0,2,0,0,0,,,,0.0,66.67,0.0,0.0,0.0
Q7692354,1,348.0,348.0,2.0,2.0,1.0,1.0,6.0,6.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7695,1,272.0,272.0,0.0,0.0,0.0,0.0,5.0,5.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q769603,1,89.0,89.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q769628,2,210.5,210.5,0.5,0.5,0.5,0.5,10.5,10.5,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q769696,1,1099.0,1099.0,9.0,9.0,2.0,2.0,12.0,12.0,0,0,0,0,0,national minority,national minority,национальное меньшинство,0.0,0.0,0.0,0.0,0.0
Q769802,1,192.0,192.0,0.0,0.0,0.0,0.0,22.0,22.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q7702742,1,329.0,329.0,4.0,4.0,0.0,0.0,2.0,2.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q770546,1,229.0,229.0,0.0,0.0,1.0,1.0,11.0,11.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q770723,5,110.0,239.6,1.0,1.0,1.0,0.8,22.0,14.2,1,2,3,0,0,,,,20.0,40.0,60.0,0.0,0.0
Q771035,1,300.0,300.0,1.0,1.0,1.0,1.0,31.0,31.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q771444,15,290.0,366.0,3.0,2.53,0.0,0.0,7.0,9.2,0,15,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q7725310,9,233.0,854.22,1.0,9.44,1.0,0.67,8.0,28.44,4,4,5,1,1,,,,44.44,44.44,55.56,11.11,11.11
Q772547,13,542.0,765.54,3.0,6.92,2.0,5.85,19.0,31.69,2,2,2,1,1,armed forces,ұлттық қарулы күштер,вооружённые силы,15.38,15.38,15.38,7.69,7.69
Q7725634,331,239.0,462.1,1.0,2.3,0.0,0.44,8.0,12.31,117,235,168,57,44,,,,35.35,71.0,50.76,17.22,13.29
Q77330357,1,101.0,101.0,3.0,3.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q77330535,8,142.0,145.38,1.5,1.5,0.0,0.25,4.5,5.25,1,6,7,1,1,,,,12.5,75.0,87.5,12.5,12.5
Q77358734,2,240.5,240.5,1.0,1.0,0.0,0.0,6.0,6.0,0,2,1,0,0,,,,0.0,100.0,50.0,0.0,0.0
Q773668,2,82.5,82.5,1.0,1.0,0.0,0.0,5.0,5.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q773944,1,80.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q774228,1,75.0,75.0,2.0,2.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q77468620,1,204.0,204.0,2.0,2.0,1.0,1.0,8.0,8.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q7748,1,368.0,368.0,8.0,8.0,0.0,0.0,7.0,7.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q774901,1,723.0,723.0,19.0,19.0,2.0,2.0,3.0,3.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q775325,1,28.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q7755,13,531.0,838.31,2.0,8.38,0.0,0.54,7.0,17.62,1,7,4,0,0,constitution,конституция,конституция,7.69,53.85,30.77,0.0,0.0
Q77664398,1,205.0,205.0,0.0,0.0,0.0,0.0,17.0,17.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q777140,1,489.0,489.0,0.0,0.0,0.0,0.0,7.0,7.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q7777573,19,237.0,345.42,2.0,1.74,1.0,0.79,12.0,22.21,3,9,10,2,1,,,,15.79,47.37,52.63,10.53,5.26
Q77791976,1,52.0,52.0,2.0,2.0,0.0,0.0,6.0,6.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q778000,3,77.0,158.67,1.0,1.0,1.0,0.67,8.0,9.33,1,1,2,0,0,,,,33.33,33.33,66.67,0.0,0.0
Q778483,1,532.0,532.0,0.0,0.0,1.0,1.0,69.0,69.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q778575,17,300.0,428.71,2.0,3.71,0.0,0.65,19.0,24.82,3,9,7,2,1,,,,17.65,52.94,41.18,11.76,5.88
Q778637,1,485.0,485.0,2.0,2.0,1.0,1.0,20.0,20.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q77872752,5,230.0,230.0,1.0,0.6,1.0,0.8,8.0,9.4,2,1,4,2,0,,,,40.0,20.0,80.0,40.0,0.0
Q778806,4,185.0,189.0,1.0,0.75,1.5,2.25,12.5,11.25,1,0,2,0,0,,,,25.0,0.0,50.0,0.0,0.0
Q779239,1,108.0,108.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q779314,1,77.0,77.0,2.0,2.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q779415,2,989.5,989.5,5.0,5.0,3.0,3.0,19.0,19.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7798100,1,50.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7805266,1,156.0,156.0,0.0,0.0,1.0,1.0,5.0,5.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q78056159,1,114.0,114.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q780649,2,840.5,840.5,6.5,6.5,1.0,1.0,15.0,15.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q780687,3,118.0,194.0,1.0,1.33,0.0,0.33,3.0,3.0,0,2,2,0,0,,,,0.0,66.67,66.67,0.0,0.0
Q78088984,2,317.5,317.5,0.5,0.5,0.0,0.0,2.0,2.0,1,2,1,0,0,,,,50.0,100.0,50.0,0.0,0.0
Q781132,9,135.0,271.33,1.0,1.22,1.0,0.78,10.0,12.0,0,3,6,0,0,,,,0.0,33.33,66.67,0.0,0.0
Q781204,1,164.0,164.0,2.0,2.0,1.0,1.0,23.0,23.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q78129048,1,197.0,197.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q781413,5,304.0,444.4,1.0,2.4,1.0,0.6,9.0,10.2,1,2,2,1,1,,,,20.0,40.0,40.0,20.0,20.0
Q7814330,4,180.5,207.5,1.0,2.75,1.0,1.0,9.0,9.25,0,1,2,0,0,,,,0.0,25.0,50.0,0.0,0.0
Q78155096,5,276.0,327.0,1.0,1.2,0.0,0.6,9.0,8.4,1,3,2,0,0,,,,20.0,60.0,40.0,0.0,0.0
Q7819319,10,352.0,602.3,1.0,5.4,1.0,1.9,7.5,17.5,3,2,1,0,0,,,,30.0,20.0,10.0,0.0,0.0
Q782614,1,686.0,686.0,2.0,2.0,4.0,4.0,49.0,49.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q782623,1,232.0,232.0,1.0,1.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q7829892,13,236.0,236.77,0.0,0.0,0.0,0.0,2.0,2.0,13,13,13,13,13,,,,100.0,100.0,100.0,100.0,100.0
Q7830079,1,405.0,405.0,2.0,2.0,1.0,1.0,12.0,12.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7830213,185,242.0,243.48,0.0,0.03,0.0,0.0,2.0,2.0,184,185,182,182,182,,,,99.46,100.0,98.38,98.38,98.38
Q7830262,1,71.0,71.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7832074,1,146.0,146.0,2.0,2.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7835189,1,717.0,717.0,3.0,3.0,4.0,4.0,49.0,49.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q783733,7,493.0,489.43,1.0,1.86,0.0,0.57,14.0,15.29,3,5,2,1,0,,,,42.86,71.43,28.57,14.29,0.0
Q783794,36,310.0,504.39,3.0,8.97,0.0,0.22,7.0,17.64,7,30,17,7,5,company,фирма,компания,19.44,83.33,47.22,19.44,13.89
Q783866,1,189.0,189.0,0.0,0.0,1.0,1.0,10.0,10.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q783953,4,382.0,369.25,0.0,0.0,1.0,1.0,6.5,8.5,4,1,0,0,0,,,,100.0,25.0,0.0,0.0,0.0
Q7840353,20,278.5,338.15,3.0,2.55,0.0,0.2,6.0,5.4,8,16,9,8,8,,,,40.0,80.0,45.0,40.0,40.0
Q7841907,10,352.0,602.3,1.0,5.4,1.0,1.9,7.5,17.5,3,2,1,0,0,,,,30.0,20.0,10.0,0.0,0.0
Q78464255,1,56.0,56.0,0.0,0.0,1.0,1.0,5.0,5.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q784969,2,112.5,112.5,1.0,1.0,1.0,1.0,4.0,4.0,0,1,2,0,0,,,,0.0,50.0,100.0,0.0,0.0
Q785020,5,132.0,218.8,1.0,1.0,1.0,0.8,18.0,18.8,1,2,4,1,0,sedimentary basin,sedimentary basin,бассейн полезного ископаемого,20.0,40.0,80.0,20.0,0.0
Q785260,9,240.0,439.0,0.0,0.67,1.0,0.89,10.0,17.78,5,4,5,3,2,,,,55.56,44.44,55.56,33.33,22.22
Q785653,1,169.0,169.0,3.0,3.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7858742,1,1187.0,1187.0,1.0,1.0,5.0,5.0,46.0,46.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q785952,2,531.0,531.0,1.5,1.5,0.5,0.5,5.0,5.0,0,1,0,0,0,bathhouse,bathhouse,общественная баня,0.0,50.0,0.0,0.0,0.0
Q7860950,2,75.5,75.5,1.0,1.0,0.0,0.0,5.0,5.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7860953,1,235.0,235.0,0.0,0.0,1.0,1.0,16.0,16.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q7860962,4,165.5,148.0,1.0,1.0,2.0,1.75,4.5,10.75,1,0,4,1,0,,,,25.0,0.0,100.0,25.0,0.0
Q78614753,1,48.0,48.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q786753,5,142.0,134.0,1.0,1.4,0.0,0.2,3.0,2.6,0,4,5,0,0,,,,0.0,80.0,100.0,0.0,0.0
Q7868,2,327.0,327.0,8.5,8.5,0.0,0.0,7.5,7.5,0,2,1,0,0,,,,0.0,100.0,50.0,0.0,0.0
Q786820,35,356.0,1056.46,2.0,9.0,1.0,8.26,19.0,50.31,14,13,16,7,5,automobile manufacturer,automobile manufacturer,автопроизводитель,40.0,37.14,45.71,20.0,14.29
Q78754808,3,80.0,115.0,1.0,1.0,1.0,0.67,4.0,3.67,0,1,3,0,0,,,,0.0,33.33,100.0,0.0,0.0
Q78782478,2,48.0,48.0,1.0,1.0,0.0,0.0,5.0,5.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7878545,1,444.0,444.0,9.0,9.0,0.0,0.0,16.0,16.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q788046,19,1256.0,1348.89,3.0,3.68,1.0,1.32,46.0,52.05,4,8,0,0,0,,,,21.05,42.11,0.0,0.0,0.0
Q7880557,1,217.0,217.0,3.0,3.0,2.0,2.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q788104,1,2622.0,2622.0,5.0,5.0,2.0,2.0,75.0,75.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q788176,1,1224.0,1224.0,12.0,12.0,0.0,0.0,65.0,65.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q7882311,1,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q7883019,1,5668.0,5668.0,77.0,77.0,26.0,26.0,142.0,142.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7884789,2,158.0,158.0,1.0,1.0,1.5,1.5,7.0,7.0,0,0,1,0,0,toponym,топоним,топоним,0.0,0.0,50.0,0.0,0.0
Q7885250,1,241.0,241.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q7887142,1,209.0,209.0,2.0,2.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q7888355,1,2794.0,2794.0,52.0,52.0,2.0,2.0,46.0,46.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7888852,1,410.0,410.0,0.0,0.0,0.0,0.0,7.0,7.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q7888976,1,409.0,409.0,4.0,4.0,0.0,0.0,3.0,3.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q7889,88,365.0,574.76,1.0,5.78,0.0,0.62,15.5,23.56,43,61,28,21,15,,,,48.86,69.32,31.82,23.86,17.05
Q7892363,2,398.5,398.5,0.0,0.0,0.0,0.0,31.0,31.0,2,2,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q7894227,1,346.0,346.0,6.0,6.0,0.0,0.0,4.0,4.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q7895,1,97.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q7897276,17,307.0,574.94,1.0,1.94,1.0,2.35,6.0,14.29,7,5,5,2,1,,,,41.18,29.41,29.41,11.76,5.88
Q7897387,1,1518.0,1518.0,32.0,32.0,5.0,5.0,30.0,30.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q7900184,1,125.0,125.0,0.0,0.0,1.0,1.0,5.0,5.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q79007,1241,80.0,90.75,1.0,1.01,0.0,0.4,5.0,7.29,12,761,1230,10,4,street,көше,улица,0.97,61.32,99.11,0.81,0.32
Q7917838,2,238.5,238.5,0.5,0.5,0.0,0.0,4.5,4.5,1,2,1,0,0,,,,50.0,100.0,50.0,0.0,0.0
Q7922,1,93.0,93.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q79226802,3,62.0,52.67,1.0,0.67,1.0,1.0,3.0,4.67,1,0,3,1,0,,,,33.33,0.0,100.0,33.33,0.0
Q792425,4,174.5,182.5,0.5,0.5,1.0,1.25,13.0,19.0,2,0,3,1,0,,,,50.0,0.0,75.0,25.0,0.0
Q792542,1,141.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q7930612,1,242.0,242.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q7930989,120,519.5,1121.94,2.0,8.38,0.0,1.97,13.0,32.94,24,70,23,11,8,,,,20.0,58.33,19.17,9.17,6.67
Q79323854,10,1146.5,1165.3,8.0,9.0,1.5,2.2,7.0,8.7,0,4,0,0,0,,,,0.0,40.0,0.0,0.0,0.0
Q79324274,104,650.5,669.93,5.0,4.97,0.0,0.1,5.0,4.99,0,100,0,0,0,,,,0.0,96.15,0.0,0.0,0.0
Q7937,2,52.0,52.0,1.0,1.0,0.0,0.0,1.5,1.5,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q7944,19,332.0,505.58,3.0,9.16,0.0,0.32,12.0,19.42,3,13,7,3,1,earthquake,Жер сілкіну,землетрясение,15.79,68.42,36.84,15.79,5.26
Q79529,10,166.5,224.0,1.0,1.3,1.0,0.6,7.5,11.8,3,4,6,2,1,,,,30.0,40.0,60.0,20.0,10.0
Q796174,2,163.0,163.0,0.0,0.0,1.5,1.5,6.5,6.5,2,0,2,2,0,,,,100.0,0.0,100.0,100.0,0.0
Q796194,2,102.0,102.0,1.0,1.0,0.0,0.0,6.0,6.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q79700418,1,176.0,176.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q79719,1,107.0,107.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q797219,1,459.0,459.0,18.0,18.0,1.0,1.0,23.0,23.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q797765,3,555.0,533.67,0.0,0.33,2.0,1.67,8.0,8.33,2,0,1,1,0,,,,66.67,0.0,33.33,33.33,0.0
Q79782,1,259.0,259.0,2.0,2.0,0.0,0.0,12.0,12.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q79854,1,115.0,115.0,0.0,0.0,0.0,0.0,9.0,9.0,1,1,1,1,1,Communist Party of the Soviet Union,Кеңес Одағы Коммунистік Партиясы,Коммунистическая партия Советского Союза,100.0,100.0,100.0,100.0,100.0
Q798618,1,280.0,280.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q79872,1,68.0,68.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q79894,1,438.0,438.0,0.0,0.0,57.0,57.0,48.0,48.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q799000,3,342.0,636.0,0.0,3.67,1.0,1.0,3.0,3.0,2,0,0,0,0,breast badge,breast badge,нагрудный знак,66.67,0.0,0.0,0.0,0.0
Q7991,1,76.0,76.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q79913,23,229.0,284.48,1.0,2.3,0.0,0.43,8.0,14.26,6,17,14,4,4,non-governmental organization,Үкіметтік емес ұйымдар,общественная организация,26.09,73.91,60.87,17.39,17.39
Q7998546,1,54.0,54.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q80071,7,436.0,556.86,4.0,7.0,1.0,1.43,8.0,20.57,0,2,3,0,0,,,,0.0,28.57,42.86,0.0,0.0
Q8008,1,148.0,148.0,2.0,2.0,0.0,0.0,32.0,32.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q80091,1,116.0,116.0,2.0,2.0,0.0,0.0,6.0,6.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q80096233,51,1331.0,2258.73,1.0,13.69,0.0,17.22,85.0,162.96,23,29,5,4,2,Wikimedia information list,Wikimedia information list,информационный список,45.1,56.86,9.8,7.84,3.92
Q8011595,1,156.0,156.0,1.0,1.0,2.0,2.0,16.0,16.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q80157,4,149.0,154.25,1.0,1.5,0.0,0.0,3.0,3.25,0,4,4,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q8016240,2,1475.5,1475.5,30.0,30.0,0.0,0.0,34.5,34.5,0,2,0,0,0,trial,trial,судебный процесс,0.0,100.0,0.0,0.0,0.0
Q8024923,1,64.0,64.0,1.0,1.0,2.0,2.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q8027727,1,1830.0,1830.0,3.0,3.0,10.0,10.0,103.0,103.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q8042974,1,36.0,36.0,0.0,0.0,1.0,1.0,4.0,4.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q80447738,10,410.0,557.9,0.0,0.2,0.0,0.5,15.0,18.9,8,8,2,2,2,,,,80.0,80.0,20.0,20.0,20.0
Q8050526,1,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q8054,14,123.0,141.79,1.0,1.43,0.0,0.43,5.0,7.71,2,10,12,1,1,,,,14.29,71.43,85.71,7.14,7.14
Q8065,12,341.5,1380.17,2.5,13.67,0.0,8.33,12.0,35.0,2,7,4,2,1,natural disaster,Тілсіз қияпат,стихийное бедствие,16.67,58.33,33.33,16.67,8.33
Q8068,5,1302.0,3527.4,17.0,30.4,1.0,19.6,25.0,54.6,1,2,0,0,0,flood,топан су,наводнение,20.0,40.0,0.0,0.0,0.0
Q8070,3,543.0,517.0,1.0,1.67,0.0,0.0,6.0,12.0,0,3,1,0,0,,,,0.0,100.0,33.33,0.0,0.0
Q80716240,69,557.0,599.77,1.0,0.93,1.0,0.94,52.0,56.77,16,10,1,1,1,,,,23.19,14.49,1.45,1.45,1.45
Q8072,21,178.0,184.71,1.0,0.81,1.0,1.0,5.0,6.9,9,6,18,8,2,,,,42.86,28.57,85.71,38.1,9.52
Q8074,2,311.5,311.5,4.5,4.5,1.0,1.0,10.5,10.5,1,0,1,1,0,,,,50.0,0.0,50.0,50.0,0.0
Q80765736,1,188.0,188.0,1.0,1.0,0.0,0.0,19.0,19.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q80787826,1,6897.0,6897.0,1.0,1.0,0.0,0.0,243.0,243.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q80789820,1,5456.0,5456.0,0.0,0.0,1.0,1.0,25.0,25.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q80793969,6,2109.0,2314.67,3.0,5.33,0.5,0.83,67.5,106.17,2,3,0,0,0,,,,33.33,50.0,0.0,0.0,0.0
Q808,1,1011.0,1011.0,21.0,21.0,1.0,1.0,30.0,30.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q80831,1,74.0,74.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q80837,2,361.0,361.0,1.0,1.0,1.0,1.0,10.5,10.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q80839,1,1729.0,1729.0,8.0,8.0,0.0,0.0,62.0,62.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
