p31,articles,median_words,mean_words,median_references,mean_references,median_images,mean_images,median_internal_links,mean_internal_links,no_references,no_images,under_250_words,short_unreferenced,thin_articles,label_en,label_kk,label_ru,no_references_pct,no_images_pct,under_250_words_pct,short_unreferenced_pct,thin_articles_pct
Q105530558,1,450.0,450.0,2.0,2.0,0.0,0.0,25.0,25.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q105543609,115,257.0,374.37,1.0,3.85,0.0,0.21,8.0,13.07,38,95,56,21,19,musical work/composition,musical work/composition,музыкальное произведение/композиция,33.04,82.61,48.7,18.26,16.52
Q1055465,4,88.5,88.25,1.0,1.0,0.5,0.5,5.5,6.0,1,2,4,1,1,,,,25.0,50.0,100.0,25.0,25.0
Q105557478,2,103.0,103.0,2.5,2.5,0.0,0.0,0.0,0.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q105558035,1,154.0,154.0,4.0,4.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1055701,3,374.0,363.0,0.0,2.67,1.0,1.0,39.0,39.33,2,1,0,0,0,,,,66.67,33.33,0.0,0.0,0.0
Q105575964,1,261.0,261.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q105581962,1,221.0,221.0,2.0,2.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1055909,1,66.0,66.0,0.0,0.0,0.0,0.0,15.0,15.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q105592411,1,122.0,122.0,2.0,2.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q105615608,1,422.0,422.0,7.0,7.0,0.0,0.0,17.0,17.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q10566551,1,74.0,74.0,1.0,1.0,2.0,2.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1057026,1,359.0,359.0,4.0,4.0,0.0,0.0,30.0,30.0,0,1,0,0,0,cargo airline,cargo airline,грузовая авиакомпания,0.0,100.0,0.0,0.0,0.0
Q1057214,1,1505.0,1505.0,16.0,16.0,0.0,0.0,36.0,36.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q105723968,1,956.0,956.0,8.0,8.0,1.0,1.0,5.0,5.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q105742469,1,252.0,252.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q105742483,1,359.0,359.0,4.0,4.0,1.0,1.0,6.0,6.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q105742499,2,1141.5,1141.5,3.5,3.5,1.5,1.5,32.5,32.5,1,1,0,0,0,,,,50.0,50.0,0.0,0.0,0.0
Q1057504,1,387.0,387.0,0.0,0.0,0.0,0.0,5.0,5.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q105756498,8,149.5,153.88,1.0,1.25,1.0,0.88,8.5,14.12,0,3,7,0,0,,,,0.0,37.5,87.5,0.0,0.0
Q105758208,1,210.0,210.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,1,0,0,power plant complex,power plant complex,power plant complex,0.0,100.0,100.0,0.0,0.0
Q105758271,5,476.0,424.2,0.0,0.4,1.0,1.2,14.0,25.2,3,2,2,1,0,multilateral development bank,multilateral development bank,многосторонний банк развития,60.0,40.0,40.0,20.0,0.0
Q105760881,10,59.0,74.5,1.0,0.9,0.0,0.2,5.0,6.7,1,8,10,1,1,,,,10.0,80.0,100.0,10.0,10.0
Q105766481,1,191.0,191.0,5.0,5.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q105810973,1,676.0,676.0,1.0,1.0,0.0,0.0,82.0,82.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q105839698,1,253.0,253.0,1.0,1.0,1.0,1.0,12.0,12.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1058681,2,238.5,238.5,0.5,0.5,0.0,0.0,4.5,4.5,1,2,1,0,0,,,,50.0,100.0,50.0,0.0,0.0
Q1058795,3,151.0,159.67,1.0,1.67,1.0,1.0,12.0,8.67,0,1,2,0,0,,,,0.0,33.33,66.67,0.0,0.0
Q1058914,13,269.0,484.54,3.0,4.31,1.0,1.31,17.0,33.08,3,6,5,1,0,,,,23.08,46.15,38.46,7.69,0.0
Q105897950,3,762.0,937.33,3.0,2.33,1.0,1.67,25.0,66.67,1,0,0,0,0,agriculture by country or territory,agriculture by country or territory,сельское хозяйство на территории,33.33,0.0,0.0,0.0,0.0
Q10590726,1,410.0,410.0,6.0,6.0,0.0,0.0,2.0,2.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1059478,1,164.0,164.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1059564,1,246.0,246.0,0.0,0.0,0.0,0.0,14.0,14.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q105957588,1,312.0,312.0,0.0,0.0,0.0,0.0,17.0,17.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q105967696,3,303.0,252.0,1.0,2.67,0.0,0.33,6.0,21.67,1,2,1,0,0,,,,33.33,66.67,33.33,0.0,0.0
Q1059843,1,77.0,77.0,2.0,2.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1059863,2,100.0,100.0,1.0,1.0,0.0,0.0,6.0,6.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q105989562,2,1897.0,1897.0,15.0,15.0,1.0,1.0,33.0,33.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1060062,2,1517.5,1517.5,43.5,43.5,2.5,2.5,37.5,37.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1060201,1,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q106043376,3,145.0,180.0,2.0,1.33,0.0,0.33,9.0,11.67,1,2,2,1,1,,,,33.33,66.67,66.67,33.33,33.33
Q1060455,1,240.0,240.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q106071744,1,294.0,294.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1060829,10,507.0,541.0,2.5,3.2,0.0,0.6,10.0,13.2,2,8,2,0,0,,,,20.0,80.0,20.0,0.0,0.0
Q1061151,8,194.5,245.12,1.0,0.75,1.5,2.0,8.0,11.38,3,1,5,3,0,massif,Тау тізбегі,горный массив,37.5,12.5,62.5,37.5,0.0
Q1061197,3,162.0,203.67,1.0,1.0,0.0,0.0,6.0,8.0,0,3,2,0,0,,,,0.0,100.0,66.67,0.0,0.0
Q1061648,1,2342.0,2342.0,17.0,17.0,10.0,10.0,113.0,113.0,0,0,0,0,0,sovereign wealth fund,sovereign wealth fund,суверенный фонд,0.0,0.0,0.0,0.0,0.0
Q10617810,1,55.0,55.0,0.0,0.0,0.0,0.0,5.0,5.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q106192073,2,612.0,612.0,4.5,4.5,1.0,1.0,14.0,14.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1062177,2,391.5,391.5,0.5,0.5,1.0,1.0,25.5,25.5,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q106223176,1,184.0,184.0,4.0,4.0,0.0,0.0,16.0,16.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q10624527,1,272.0,272.0,1.0,1.0,0.0,0.0,10.0,10.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q106259,6,301.5,304.17,1.0,1.0,0.0,0.17,6.0,6.0,0,5,0,0,0,,,,0.0,83.33,0.0,0.0,0.0
Q1063,2,185.5,185.5,0.0,0.0,0.5,0.5,4.5,4.5,2,1,2,2,1,,,,100.0,50.0,100.0,100.0,50.0
Q10631691,1,204.0,204.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1063239,1,1462.0,1462.0,8.0,8.0,5.0,5.0,28.0,28.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1063457,1,55.0,55.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1063547,5,96.0,106.2,1.0,1.0,0.0,0.4,9.0,10.4,1,3,5,1,1,,,,20.0,60.0,100.0,20.0,20.0
Q106389302,23,392.0,976.43,2.0,8.78,1.0,1.87,9.0,33.48,5,11,7,4,3,,,,21.74,47.83,30.43,17.39,13.04
Q1064041,2,197.0,197.0,0.5,0.5,1.0,1.0,15.0,15.0,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q106411346,4,147.0,251.25,0.5,0.5,0.5,0.5,10.0,13.0,2,2,3,1,1,,,,50.0,50.0,75.0,25.0,25.0
Q106429691,1,315.0,315.0,1.0,1.0,2.0,2.0,9.0,9.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q106466398,1,399.0,399.0,9.0,9.0,0.0,0.0,17.0,17.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q106466728,1,79.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q106466760,3,156.0,206.67,1.0,1.33,0.0,0.0,7.0,10.0,0,3,2,0,0,,,,0.0,100.0,66.67,0.0,0.0
Q10648343,2,190.5,190.5,0.5,0.5,0.0,0.0,8.5,8.5,1,2,2,1,1,,,,50.0,100.0,100.0,50.0,50.0
Q1064905,1,532.0,532.0,1.0,1.0,4.0,4.0,44.0,44.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q106491339,1,1231.0,1231.0,9.0,9.0,7.0,7.0,29.0,29.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q10651067,1,3143.0,3143.0,5.0,5.0,4.0,4.0,236.0,236.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q106512122,1,566.0,566.0,5.0,5.0,6.0,6.0,13.0,13.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q106517174,82,290.0,300.13,0.0,0.06,0.0,0.09,36.0,42.54,77,75,28,28,28,,,,93.9,91.46,34.15,34.15,34.15
Q106537557,4,786.5,727.75,1.0,1.5,3.0,4.5,49.5,58.25,1,0,1,1,0,,,,25.0,0.0,25.0,25.0,0.0
Q106548003,1,104.0,104.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q10655129,1,26.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1065579,2,139.5,139.5,1.5,1.5,0.5,0.5,5.0,5.0,0,1,2,0,0,,,,0.0,50.0,100.0,0.0,0.0
Q1065592,1,127.0,127.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q106573263,1,4052.0,4052.0,54.0,54.0,5.0,5.0,168.0,168.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q106589819,1,41.0,41.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q106592862,2,2276.0,2276.0,1.5,1.5,0.5,0.5,123.0,123.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q106594041,1,122.0,122.0,0.0,0.0,0.0,0.0,31.0,31.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q106643740,3,273.0,1741.33,3.0,24.67,4.0,4.33,8.0,83.0,0,1,1,0,0,,,,0.0,33.33,33.33,0.0,0.0
Q106650967,1,82.0,82.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q106651372,1,106.0,106.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q106651430,1,107.0,107.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q106652786,1,813.0,813.0,13.0,13.0,0.0,0.0,26.0,26.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1066538,3,378.0,438.33,1.0,0.67,1.0,0.67,15.0,10.33,1,1,0,0,0,,,,33.33,33.33,0.0,0.0,0.0
Q106658,43,303.0,316.0,0.0,0.0,0.0,0.0,48.0,51.93,43,43,8,8,8,,,,100.0,100.0,18.6,18.6,18.6
Q106664582,1,93.0,93.0,0.0,0.0,1.0,1.0,11.0,11.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q106673346,1,1278.0,1278.0,41.0,41.0,0.0,0.0,20.0,20.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1066782,1,1386.0,1386.0,48.0,48.0,0.0,0.0,47.0,47.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1066984,12,544.0,796.5,2.0,4.0,1.5,2.08,23.5,31.5,2,3,1,0,0,,,,16.67,25.0,8.33,0.0,0.0
Q106719627,2,2458.5,2458.5,5.0,5.0,3.0,3.0,115.0,115.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q106720965,9,113.0,366.44,1.0,1.44,0.0,0.78,8.0,13.22,0,6,7,0,0,,,,0.0,66.67,77.78,0.0,0.0
Q10673431,1,94.0,94.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q106748215,1,38.0,38.0,1.0,1.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q10675206,2,168.0,168.0,1.0,1.0,1.0,1.0,12.5,12.5,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q106760956,2,453.5,453.5,1.0,1.0,1.0,1.0,21.5,21.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q10683158,1,62.0,62.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q106839123,1,133.0,133.0,0.0,0.0,1.0,1.0,10.0,10.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q106839753,14,67.0,102.36,1.0,1.14,0.0,0.29,1.5,3.07,4,10,12,4,3,,,,28.57,71.43,85.71,28.57,21.43
Q106839917,2,206.0,206.0,1.0,1.0,0.5,0.5,10.0,10.0,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q1068473,3,664.0,736.0,21.0,16.0,0.0,0.33,10.0,12.33,0,2,1,0,0,,,,0.0,66.67,33.33,0.0,0.0
Q1068623,1,161.0,161.0,1.0,1.0,2.0,2.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1068842,9,152.0,182.78,1.0,1.22,1.0,0.89,7.0,7.67,1,2,8,1,0,,,,11.11,22.22,88.89,11.11,0.0
Q10689397,10,210.0,272.8,1.0,3.1,0.0,0.1,9.0,22.5,1,9,6,0,0,,,,10.0,90.0,60.0,0.0,0.0
Q1069,5,137.0,160.0,1.0,1.0,0.0,0.2,6.0,9.6,1,4,4,1,0,,,,20.0,80.0,80.0,20.0,0.0
Q106905561,4,118.5,105.5,1.5,1.5,0.0,0.0,4.0,4.5,0,4,4,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1069725,1,44.0,44.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1069932,1,95.0,95.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q107,1,1104.0,1104.0,1.0,1.0,3.0,3.0,41.0,41.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q10701048,1,120.0,120.0,0.0,0.0,0.0,0.0,3.0,3.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1070421,1,123.0,123.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1070521,1,42.0,42.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q10708051,1,233.0,233.0,0.0,0.0,0.0,0.0,13.0,13.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q107085948,1,85.0,85.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1070990,10,337.0,564.0,1.0,1.1,0.0,1.1,9.5,15.0,4,6,2,0,0,,,,40.0,60.0,20.0,0.0,0.0
Q107099245,2,874.5,874.5,9.5,9.5,11.5,11.5,60.5,60.5,0,1,0,0,0,sport ministry,sport ministry,министерство спорта,0.0,50.0,0.0,0.0,0.0
Q10710183,1,133.0,133.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q10711424,10,677.5,1143.7,1.0,1.6,0.0,0.3,39.5,50.4,3,7,0,0,0,,,,30.0,70.0,0.0,0.0,0.0
Q107120393,3,181.0,273.67,0.0,0.67,1.0,0.67,12.0,8.67,2,1,2,1,0,,,,66.67,33.33,66.67,33.33,0.0
Q107122793,1,302.0,302.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q107124887,1,634.0,634.0,7.0,7.0,2.0,2.0,51.0,51.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q107127303,1,499.0,499.0,1.0,1.0,0.0,0.0,53.0,53.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q10713454,2,146.5,146.5,1.0,1.0,0.0,0.0,10.5,10.5,1,2,2,1,1,water source,water source,источник воды,50.0,100.0,100.0,50.0,50.0
Q1071447,1,233.0,233.0,7.0,7.0,2.0,2.0,10.0,10.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1071482,1,110.0,110.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q107184001,1,46.0,46.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q107194001,1,60.0,60.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q107194349,1,256.0,256.0,0.0,0.0,1.0,1.0,5.0,5.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1072166,1,1021.0,1021.0,5.0,5.0,1.0,1.0,5.0,5.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q107230986,1,103.0,103.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1072326,8,411.0,749.75,2.0,7.25,1.0,1.5,21.5,24.5,1,2,0,0,0,summit,Саммит,саммит,12.5,25.0,0.0,0.0,0.0
Q107244961,1,800.0,800.0,6.0,6.0,4.0,4.0,1.0,1.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q107292093,1,161.0,161.0,1.0,1.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q10729872,2,221.5,221.5,0.0,0.0,0.0,0.0,6.5,6.5,2,2,1,1,1,medical association,medical association,медицинская коллегия,100.0,100.0,50.0,50.0,50.0
Q10734,1,435.0,435.0,3.0,3.0,3.0,3.0,15.0,15.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1073535,2,314.5,314.5,0.5,0.5,1.0,1.0,8.0,8.0,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q107356781,16,221.5,385.38,1.0,1.44,0.0,0.38,7.5,10.44,4,11,8,4,3,,,,25.0,68.75,50.0,25.0,18.75
Q107357104,36,162.5,329.33,1.0,2.39,1.0,0.89,8.0,14.47,11,14,21,7,2,type of dance,type of dance,тип танца,30.56,38.89,58.33,19.44,5.56
Q107359024,2,596.0,596.0,22.5,22.5,1.0,1.0,14.5,14.5,0,1,0,0,0,class of election,class of election,тип выборов,0.0,50.0,0.0,0.0,0.0
Q10737,1,290.0,290.0,3.0,3.0,2.0,2.0,14.0,14.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q107390,10,270.0,623.7,0.0,1.3,0.0,17.0,4.0,25.3,7,7,2,1,1,,,,70.0,70.0,20.0,10.0,10.0
Q107394304,1,2067.0,2067.0,18.0,18.0,6.0,6.0,74.0,74.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1074,1,60.0,60.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1074076,1,80.0,80.0,1.0,1.0,1.0,1.0,9.0,9.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q10742,15,359.0,725.4,1.0,1.0,1.0,2.0,15.0,37.93,7,5,0,0,0,,,,46.67,33.33,0.0,0.0,0.0
Q107425,4,97.0,549.0,1.0,1.0,0.5,0.75,10.0,32.0,0,2,3,0,0,,,,0.0,50.0,75.0,0.0,0.0
Q107441820,5,183.0,348.4,1.0,1.2,0.0,0.0,7.0,8.4,0,5,3,0,0,,,,0.0,100.0,60.0,0.0,0.0
Q107451867,1,291.0,291.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1074523,5,288.0,299.8,0.0,0.4,0.0,0.2,4.0,6.8,4,4,2,2,2,,,,80.0,80.0,40.0,40.0,40.0
Q107467117,4,205.5,197.0,1.0,1.25,0.0,0.5,10.0,12.0,0,3,3,0,0,,,,0.0,75.0,75.0,0.0,0.0
Q107471279,1,162.0,162.0,3.0,3.0,1.0,1.0,19.0,19.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q107478770,5,103.0,103.8,1.0,1.2,0.0,0.0,3.0,3.8,0,5,5,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1074854,1,95.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q107487333,28,143.5,155.29,1.0,1.32,0.0,0.25,8.5,10.11,2,21,24,2,2,,,,7.14,75.0,85.71,7.14,7.14
Q107494520,1,484.0,484.0,4.0,4.0,2.0,2.0,20.0,20.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1075,3,129.0,152.67,0.0,0.33,0.0,0.33,0.0,2.0,2,2,3,2,2,,,,66.67,66.67,100.0,66.67,66.67
Q1075106,2,462.5,462.5,2.0,2.0,1.5,1.5,17.5,17.5,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q107539372,1,106.0,106.0,1.0,1.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1075404,1,1565.0,1565.0,6.0,6.0,3.0,3.0,26.0,26.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q107540719,18,888.0,2028.17,0.0,9.5,0.0,3.56,119.0,243.17,13,14,0,0,0,,,,72.22,77.78,0.0,0.0,0.0
Q107551175,2,109.5,109.5,1.0,1.0,2.5,2.5,8.5,8.5,0,0,2,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q107555073,1,173.0,173.0,1.0,1.0,5.0,5.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q107565306,1,49.0,49.0,0.0,0.0,0.0,0.0,7.0,7.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q107566885,4,267.5,267.75,0.0,0.0,1.0,1.0,3.0,3.0,4,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q107617,1,164.0,164.0,1.0,1.0,1.0,1.0,9.0,9.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1076426,1,2429.0,2429.0,50.0,50.0,0.0,0.0,60.0,60.0,0,1,0,0,0,uxoricide,uxoricide,женоубийство,0.0,100.0,0.0,0.0,0.0
Q1076486,18,192.0,262.94,1.0,1.72,0.0,0.67,8.0,9.33,7,10,12,6,2,sports venue,спорт ғимараттары,спортивное сооружение,38.89,55.56,66.67,33.33,11.11
Q107655869,22,396.5,714.0,1.0,3.05,1.0,1.09,7.0,32.27,5,10,9,4,2,,,,22.73,45.45,40.91,18.18,9.09
Q1076579,1,52.0,52.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1076968,1,67.0,67.0,0.0,0.0,0.0,0.0,3.0,3.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q107706,1,303.0,303.0,8.0,8.0,0.0,0.0,6.0,6.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1077064,1,365.0,365.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q107715,6,155.0,230.5,1.0,1.67,0.0,0.17,5.5,8.33,0,5,4,0,0,,,,0.0,83.33,66.67,0.0,0.0
Q1077480,2,591.5,591.5,0.5,0.5,0.5,0.5,9.5,9.5,1,1,0,0,0,,,,50.0,50.0,0.0,0.0,0.0
Q1077784,1,2794.0,2794.0,0.0,0.0,0.0,0.0,44.0,44.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1078001,2,720.5,720.5,1.5,1.5,0.0,0.0,18.0,18.0,0,2,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1078597,1,126.0,126.0,0.0,0.0,1.0,1.0,7.0,7.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1078765,1,376.0,376.0,9.0,9.0,0.0,0.0,18.0,18.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1079023,33,376.0,533.27,0.0,0.36,0.0,0.24,34.0,55.39,28,27,7,7,7,championship,Чемпионат,чемпионат,84.85,81.82,21.21,21.21,21.21
Q1079196,2,224.0,224.0,0.5,0.5,0.0,0.0,2.0,2.0,1,2,1,0,0,,,,50.0,100.0,50.0,0.0,0.0
Q1079559,1,46.0,46.0,1.0,1.0,0.0,0.0,6.0,6.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q107984415,1,91.0,91.0,2.0,2.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q108028209,1,357.0,357.0,0.0,0.0,1.0,1.0,14.0,14.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q108037652,3,133.0,201.33,0.0,0.33,1.0,0.67,14.0,12.33,2,1,2,2,1,,,,66.67,33.33,66.67,66.67,33.33
