qid,p31
Q110114353,Q5
Q110116501,
Q112734992,Q23397
Q1989,Q11828004
Q11132,Q5
Q13903,Q11282
Q13903,Q203958
Q13903,Q854857
Q13903,Q1931185
Q13903,Q2154519
Q14254,Q5
Q40722,Q5
Q57339,Q5
Q71452,Q5
Q105584,Q1340449
Q105584,Q4830453
Q105584,Q130735522
Q150207,Q5
Q152824,Q5
Q154432,Q32880
Q154432,Q968159
Q181868,Q476028
Q208676,Q482994
Q229455,Q5
Q232423,Q5
Q255176,Q5
Q259348,Q5
Q290470,Q476028
Q453518,Q5
Q458066,Q5
Q468433,Q112965645
Q502637,Q5
Q541652,Q5
Q543314,Q5
Q550555,Q117467246
Q559940,Q5
Q574948,Q5
Q616060,Q476028
Q692066,Q5
Q695094,Q5
Q697373,Q5
Q722207,Q5
Q749832,
Q853887,
Q1576797,Q5
Q2072988,Q5
Q2083541,Q5
Q2229763,Q476028
Q2396690,Q5
Q2429871,Q5
Q2490247,Q476028
Q2529309,Q476028
Q2634592,Q5
Q2750629,Q5
Q3009845,Q5
Q3259601,Q5
Q3551879,Q476028
Q3776952,Q5
Q3817428,Q5
Q4007931,Q5
Q4054552,Q5
Q4154850,Q5
Q4159846,Q5
Q4187677,Q5
Q4308523,Q5
Q4409100,Q5
Q4434287,Q13406463
Q4522475,Q5
Q4935571,Q5
Q6984640,Q5
Q7387222,Q476028
Q7821342,Q5
Q11885519,Q5
Q12081776,Q5
Q14342632,Q5
Q15087881,Q5
Q17466695,Q5
Q17505153,Q5
Q19662393,Q5
Q20098572,Q4414032
Q20098633,Q129882775
Q21096992,Q5
Q21511883,Q5
Q22007112,Q5
Q24007846,Q5
Q24632698,Q5
Q25447953,Q129882775
Q25447954,Q129882775
Q25647315,Q5
Q55820187,Q5
Q60838064,Q5
Q61367700,Q4414032
Q84724254,Q5
Q87987976,Q5
Q97017154,Q13632
Q97017154,Q1931185
Q97017154,Q2154519
Q97017154,Q67206691
Q100349589,Q5
Q104101703,Q620615
Q105026553,Q5
Q105630321,Q27020041
Q105793021,Q5
Q105815085,Q5
Q105834123,Q483110
Q110114060,Q5
Q110114070,
Q110114114,
Q110114326,Q5
Q110114367,Q5
Q110116445,Q5
Q110116535,Q5
Q110116547,Q5
Q1978,Q11828004
Q102897,Q4167410
Q166490,Q5
Q266396,Q5
Q290476,Q476028
Q348764,Q5
Q375785,Q2531956
Q384466,Q476028
Q429945,Q476028
Q440183,Q5
Q466127,Q5
Q503395,Q5
Q510225,Q5
Q582721,Q5
Q641133,Q476028
Q672826,Q476028
Q703519,Q5
Q762006,Q476028
Q915841,Q968159
Q915841,Q3326717
Q959923,Q499720
Q964530,Q5
Q979565,Q5
Q1027623,Q515
Q1152935,Q5
Q1283488,Q5
Q1400173,Q3957
Q1810014,Q341
Q1818735,Q476028
Q1881523,
Q2046227,Q476028
Q2057870,Q5
Q2075858,Q476028
Q2165909,Q5
Q2215662,Q476028
Q2286448,Q5
Q2378523,Q5
Q2538812,Q5
Q2868059,Q476028
Q3072778,Q476028
Q3075133,Q476028
Q3168023,Q5
Q3274663,Q5
Q3504179,Q476028
Q3807608,Q5
Q3879966,Q5
Q4056122,
Q4058100,Q476028
Q4059684,Q18071983
Q4060166,Q18071983
Q4063025,Q4476438
Q4063025,Q20719675
Q4111727,Q5
Q4115347,Q476028
Q4152559,Q18071983
Q4208470,Q2643128
Q4293320,Q5
Q4316880,Q21514702
Q4341875,Q18071983
Q4731750,Q5
Q5348111,Q5
Q6399967,Q5
Q6926153,Q5
Q6932342,Q5
Q7285584,Q5
Q9105216,Q5
Q12078039,Q18285142
Q13606534,Q5
Q14558538,Q4476438
Q14558538,Q20719675
Q14558541,Q4476438
Q14558541,Q20719675
Q16119926,Q5
Q16216782,Q5
Q16651102,Q2643128
Q16681275,Q4476438
Q16709522,Q4476438
Q16718555,Q4476438
Q17180912,Q5
Q18408828,Q486972
Q18408828,Q130212458
Q18409057,Q4476438
Q18920915,Q5
Q19614078,Q21507948
Q19614078,Q130212458
Q19614079,Q4476438
Q19614079,Q12357832
Q19617384,Q4476438
Q19957839,Q5
Q20982443,Q5
Q22162698,Q5
Q27350803,Q56061
Q27354340,Q4476438
Q28667370,Q20719675
Q28668674,Q20719675
Q28671094,Q4476438
Q28671094,Q20719675
Q28671095,Q20719675
Q38048185,Q5
Q55905607,Q5
Q57971970,Q7725634
Q65154228,Q20719675
Q105978796,Q2643128
Q110114009,Q5
Q110114135,Q5
Q110114194,
Q110114409,
Q110114458,
Q112864,Q476028
Q126826,Q215380
Q126826,Q5741069
Q157556,Q11424
Q159535,Q545779
Q422635,Q1792379
Q462002,Q5
Q528151,Q476028
Q576913,Q968159
Q583338,Q16334295
Q611758,Q100744571
Q619593,Q3326717
Q652339,Q4022
Q658240,Q748149
Q658240,Q1549591
Q727295,Q476028
Q777289,Q476028
Q898383,Q15831577
Q931431,Q476028
Q943692,Q476028
Q955294,Q5
Q973100,Q476028
Q991171,Q1070990
Q1442313,Q476028
Q1442313,Q847017
Q1516926,Q476028
Q1628282,Q4022
Q1789054,Q105543609
Q1827481,Q8502
Q1827481,Q749565
Q1904847,Q476028
Q1927709,Q532
Q2033110,Q476028
Q2110451,Q15727816
Q2353647,
Q2373857,Q476028
Q2412346,Q476028
Q2496769,Q1437459
Q2667865,Q46831
Q2667865,Q1437459
Q2986362,Q46831
Q3565828,Q5
Q3851802,Q5
Q4041563,Q215380
Q4059290,Q4022
Q4060554,Q23397
Q4068774,Q8502
Q4203248,Q5
Q4219920,Q18071983
Q4247726,Q123991
Q4247726,Q190429
Q4247726,Q27608973
Q4249290,Q18071983
Q4447994,Q18071983
Q4476773,Q18071983
Q4517806,Q11032
Q4535385,Q4022
Q4717627,Q5
Q4760666,Q5
Q5062236,Q476028
Q5677543,Q476028
Q6514776,Q5
Q7702786,Q5
Q7875853,Q476028
Q10565907,Q902814
Q10565907,Q1070990
Q11729130,Q5
Q15224529,Q532
Q19577913,Q476028
Q19901037,Q634099
Q19901039,Q634099
Q19901040,Q634099
Q19901041,Q634099
Q19901042,Q634099
Q19901043,Q634099
Q19901044,Q634099
Q19901045,Q634099
Q19901046,Q634099
Q19901047,Q634099
Q19901048,Q634099
Q19901050,Q634099
Q20180450,Q476028
Q25380731,Q4830453
Q25380731,Q6881511
Q25427220,Q476028
Q25427220,Q847017
Q25440574,Q476028
Q27355111,Q23397
Q27355111,Q188025
Q28549308,Q2101619
Q32201762,Q23397
Q37924092,Q23397
Q56486478,Q5
Q61986392,Q23397
Q62019072,Q4022
Q62413520,Q4022
Q62469833,Q4022
Q62469853,Q4022
Q64705838,Q23397
Q65160018,Q23397
Q65168797,Q4022
Q76976849,Q5
Q82235406,Q7889
Q82235406,Q848991
Q110114217,
Q110114293,Q5
Q110114501,
Q111241663,Q5
Q112734993,Q23397
Q112734994,Q23397
Q113977022,Q5
Q115268713,Q5003624
Q1412,Q33742
Q1412,Q1288568
Q2488,Q17444909
Q7286,Q5
Q7499,Q5
Q11605,Q5
Q15829,Q6243
Q15829,Q13632
Q15829,Q1931185
Q15829,Q2154519
Q15829,Q67206691
Q68043,Q5
Q80702,Q3024240
Q92851,Q5
Q103474,Q11424
Q112243,Q19020
Q112243,Q96474678
Q131520,Q19020
Q131520,Q96474684
Q166886,Q355567
Q170564,Q11424
Q179848,Q518554
Q185502,
Q218860,Q19704068
Q231618,Q5
Q258263,Q5
Q283802,Q5
Q320575,
Q393686,Q19020
Q393686,Q96474709
Q411398,Q55499636
Q512284,Q5
Q609895,Q11025270
Q685857,Q640364
Q685857,Q902814
Q685857,Q2264924
Q706838,Q5
Q824569,Q355567
Q898879,Q1229071
Q933394,
Q1128283,Q1441305
Q1128283,Q112965645
Q1355980,Q5
Q1356021,
Q1452786,Q5
Q1655818,Q2198484
Q1856046,Q1231896
Q1960215,Q5
Q1991837,Q5
Q1991942,Q5
Q2032561,Q106719627
Q2166466,Q12518
Q2166466,Q797765
Q2316866,Q968159
Q2316866,Q1792379
Q2429881,Q5
Q2792158,Q132834
Q2803758,
Q2843566,Q5
Q3710564,Q5
Q3806205,Q5
Q3900623,Q2198484
Q4090820,Q32815
Q4090820,Q2319498
Q4134248,Q5
Q4328035,Q5
Q4361562,Q18071983
Q4503209,Q5
Q4794846,Q5
Q12075657,Q5
Q12103025,Q838159
Q12103025,Q2065736
Q13694993,
Q16702053,Q20719675
Q16724213,Q5
Q19968699,Q5
Q25203923,Q476028
Q27210626,Q5
Q27348208,Q2643128
Q27348208,Q20719675
Q27348415,Q2643128
Q27350619,Q2643128
Q27350619,Q20719675
Q27350826,Q4476438
Q27351835,Q12357832
Q27351867,Q12357832
Q27352602,Q4476438
Q27355154,Q56061
Q27355154,Q12357832
Q28668679,Q56061
Q28669277,Q56061
Q29359663,Q5
Q30100667,Q27704723
Q30893383,Q56061
Q48741246,Q1259759
Q48814715,Q26529
Q48814715,Q106512122
Q55314900,Q5
Q58196938,Q5
Q60851785,Q20719675
Q63080922,Q5
Q88219781,Q5
Q97608134,Q5
Q98270627,Q12140
Q106167301,Q12140
Q106235410,Q5
Q106240062,Q5
Q106548888,Q15991290
Q106548888,Q15991303
Q107523181,Q907698
Q109650116,Q476028
Q110114063,Q5
Q110114116,
Q110114295,Q5
Q110114468,
Q110114500,
Q110116451,
Q110116564,Q5
Q110117417,
Q125448298,Q860861
Q3427,Q471805
Q3427,Q836976
Q3427,Q1547772
Q3427,Q2247863
Q5187,Q41162
Q5187,Q43263
Q5237,Q41162
Q5237,Q43263
Q9296,Q34770
Q9296,Q1288568
Q17522,Q5
Q34896,Q5
Q48875,Q215380
Q54196,Q112826905
Q129979,Q179049
Q145638,Q7930989
Q166030,Q1792379
Q166030,Q16743958
Q173818,Q90834785
Q180361,Q41710
Q184348,
Q199707,Q236036
Q208021,Q25403900
Q208021,Q107122793
Q209287,Q29441572
Q209583,Q639907
Q209583,Q112965645
Q212324,Q229371
Q235644,Q5
Q282086,Q98374854
Q284506,Q788046
Q284506,Q1371288
Q284506,Q19953632
Q311115,Q5
Q336544,Q5
Q347412,Q5
Q374817,Q5
Q435078,Q5
Q435303,Q5
Q463530,Q5
Q542500,Q12045584
Q545205,Q3024240
Q545205,Q19953632
Q637217,Q1307214
Q666875,Q5
Q855548,Q20526152
Q914016,Q55818
Q914016,Q1475691
Q1021249,
Q1075404,Q1307214
Q1122544,Q1916557
Q1122544,Q4117139
Q1122544,Q7094076
Q1139814,
Q1238749,Q39594
Q1379116,Q125052658
Q1385250,Q5
Q1657994,Q3957
Q1930267,Q5
Q1963094,Q5
Q1991819,Q5
Q1991847,Q5
Q1991878,Q5
Q1991903,Q5
Q1991911,Q5
Q2310555,Q5
Q2391775,Q20867284
Q2504040,Q3024240
Q2916486,
Q3094890,Q5
Q3215172,Q23397
Q4056385,Q20867284
Q4096130,Q5
Q4183335,Q5
Q4204491,
Q4211441,Q5
Q4213937,Q5
Q4219155,Q5
Q4236730,Q5
Q4301888,
Q4425545,Q4498974
Q4466145,Q18285142
Q4866037,Q4498974
Q6830050,Q5
Q7879962,Q1060829
Q7879962,Q1763828
Q11730773,Q3024240
Q14086691,Q831663
Q14311235,Q5
Q16196011,Q5
Q16695056,Q5
Q16710228,Q5
Q23655914,Q5
Q23656591,Q5
Q24009791,Q5
Q29323666,Q5
Q34682706,Q23442
Q34682706,Q111018943
Q56315370,
Q56558925,Q4157074
Q60851360,Q171308
Q60851368,Q18285142
Q60851370,Q56061
Q84721882,Q5
Q85107177,Q5
Q91229758,Q11424
Q97344170,Q14659
Q106804879,Q5
Q106808104,Q5
Q110114146,Q5
Q110114177,Q4989906
Q110114283,
Q110114301,
Q110114416,
Q110114446,Q32815
Q110114505,Q5
Q110116539,
Q1740,Q15632617
Q1740,Q80447738
Q1740,Q87576284
Q5115,Q523
Q5115,Q742741
Q5115,Q1362543
Q5115,Q72803622
Q7474,Q5
Q13028,Q6243
Q13028,Q13890
Q13028,Q50081
Q13028,Q1547772
Q13028,Q2247863
Q13028,Q3037794
Q13028,Q66521853
Q13028,Q67206785
Q13028,Q71798788
Q17884,Q14946528
Q17884,Q21484471
Q17884,Q26256810
Q18533,
Q33100,Q1166625
Q34286,Q5
Q48980,Q11424
Q78827,Q5
Q81564,Q16521
Q106800,Q19020
Q106800,Q96474688
Q128563,Q5
Q132971,Q112193867
Q133244,Q1441305
Q133244,Q2057971
Q133244,Q112965645
Q135465,Q11424
Q145806,Q5151404
Q145806,Q7777573
Q161531,Q7725634
Q171186,Q35127
Q171186,Q43229
Q171186,Q1810858
Q171186,Q3220391
Q179651,Q116748678
Q187763,Q23397
Q189603,Q268378
Q189603,Q11862829
Q199711,Q236036
Q208460,Q7725634
Q209031,Q4022
Q231302,Q28468127
Q231302,Q103112098
Q237948,Q5
Q271993,Q63345803
Q271993,Q112193867
Q273978,Q11424
Q281939,Q19020
Q281939,Q71076284
Q288341,Q215380
Q379873,Q11424
Q420765,Q726870
Q420765,Q4830453
Q464645,Q5
Q482874,Q5
Q628051,Q891723
Q692412,Q125092269
Q781921,Q532
Q849865,Q473972
Q849865,Q1959314
Q860372,Q1792379
Q860372,Q63981612
Q1254170,Q5
Q1412602,Q55818
Q1412602,Q3391469
Q1438774,Q210167
Q1438774,Q1137109
Q1438774,Q4830453
Q1507298,Q188451
Q1659650,Q57663626
Q1753096,Q17517379
Q2385941,Q171308
Q2385941,Q499720
Q2682344,Q5
Q2682717,Q5
Q3439770,Q3918
Q3870512,Q5
Q4071061,Q234497
Q4122431,
Q4208073,Q41710
Q4377229,Q13406463
Q4377229,Q80096233
Q4449657,Q35509
Q4466142,Q499720
Q4466143,Q499720
Q4515326,Q3588250
Q5018756,Q5
Q6042899,Q5
Q6397201,Q5
Q12547116,Q5
Q16675561,Q766875
Q16703330,Q176799
Q18243385,Q5
Q25100715,Q1187145
Q25591101,Q198
Q25591101,Q1361229
Q25637518,Q5
Q26260163,
Q26840238,Q5
Q27655344,Q5
Q28152062,Q105543609
Q28496487,Q5
Q31194158,Q11812394
Q48948749,Q294422
Q48948749,Q2319498
Q48948749,Q3364296
Q56281603,Q5
Q57897240,Q5
Q65059474,Q7889
Q75625664,Q482994
Q85873198,Q216337
Q97006770,Q188055
Q97103037,Q74817647
Q106497805,Q5
Q106880689,Q5
Q106922951,Q5
Q107103672,Q5
Q107263978,Q1569167
Q107263978,Q15632617
Q109488377,Q5
Q110113970,
Q110114029,
Q110114046,
Q110114055,
Q110114141,Q5
Q110114351,Q5
Q110114424,
Q110116433,
Q110116466,
Q110116468,
Q134531200,Q5
Q110116454,
Q110116463,
Q110116483,Q5
Q134422770,Q34379
Q2007,Q9357527
Q19388,Q5
Q60595,Q5
Q69854,Q1060455
Q76077,Q788046
Q127797,Q5
Q157261,Q788046
Q170409,
Q180193,Q5
Q193666,Q110295396
Q233762,Q11862829
Q233762,Q109551565
Q276718,Q25107
Q288291,Q11802343
Q313575,Q5
Q327561,
Q338602,Q1049757
Q338602,Q6634155
Q368737,Q1154710
Q456927,Q5
Q488655,Q11424
Q510401,Q5
Q512377,Q5
Q537605,Q5
Q713627,Q5
Q891520,Q5
Q1752583,Q11862829
Q2210473,Q5
Q2336888,Q5
Q3487305,Q5
Q3884280,Q5
Q4131813,Q11460
Q4201484,Q4671277
Q4214278,Q5
Q4221184,Q20683493
Q4287636,Q129675946
Q4315136,Q31855
Q4333767,Q5
Q4426244,Q43229
Q4426244,Q211201
Q4438489,Q43229
Q5550103,Q5
Q5879014,Q5
Q6373051,Q5
Q6752290,Q5
Q8212144,Q788046
Q13511583,Q5
Q15214940,Q5
Q15644548,Q5
Q15936571,Q5
Q15956282,Q5
Q16234832,Q5
Q16709471,Q188451
Q16910257,Q5
Q17074511,Q5
Q17501875,Q5
Q17708749,Q5
Q18015244,Q5
Q18363484,Q327333
Q18363484,Q781132
Q18637352,Q5
Q18808195,Q105543609
Q19871936,Q5
Q19909857,Q31855
Q20878221,Q5
Q21622362,Q5
Q23899393,Q5
Q26405209,Q5
Q27019988,Q5
Q27310755,Q5
Q27736107,Q5
Q29046830,Q5
Q29047921,Q5
Q29841260,Q5
Q30689579,Q5
Q30729096,Q5
Q39076401,Q5
Q42332999,Q5
Q43384100,Q5
Q45034698,Q5
Q50137347,Q5
Q55999670,Q5
Q65131946,Q129791543
Q65131977,Q129791543
Q70667769,Q5
Q70670504,Q5
Q86675282,Q5398426
Q99484281,Q5
Q100735281,Q5
Q105630329,Q10876391
Q107120177,Q5
Q107129513,Q5
Q107297566,Q5
Q110114054,
Q110114066,Q5
Q110114323,
Q110114402,
Q110114422,Q5
Q110114427,
Q110114503,
Q10512,Q476028
Q17489,Q1154710
Q48330,Q5
Q62786,Q5
Q69339,Q5
Q105387,Q11424
Q121569,Q50002046
Q183063,Q11424
Q193358,
Q193717,Q5
Q208638,Q5
Q280004,Q2289354
Q311089,Q5
Q311586,Q5
Q314093,Q5
Q334001,Q5
Q348407,Q5
Q438403,Q5
Q454840,Q5
Q459184,Q5
Q500972,Q1154710
Q602462,Q5
Q690787,Q476028
Q816260,
Q920366,Q7366
Q920366,Q134556
Q920366,Q105543609
Q928213,Q4022
Q961878,Q5
Q973265,Q5
Q982215,Q5
Q1067235,Q483110
Q1111374,Q476028
Q1115680,Q23397
Q1115680,Q1959314
Q1145293,Q4022
Q1156142,Q5
Q1378371,Q5
Q2035526,Q32815
Q2085067,Q5
Q2440999,Q5
Q3603120,Q5
Q3619862,Q5
Q3876530,Q5
Q4115558,Q5
Q4120971,Q33506
Q4120971,Q41176
Q4120971,Q2319498
Q4213511,Q131681
Q4220499,Q5
Q4466184,Q129675946
Q4754963,Q5
Q5864648,Q17524420
Q6110670,Q5
Q7428523,Q12189625
Q7428523,Q23384401
Q7829165,Q98374854
Q12406964,Q3305213
Q13360752,Q5
Q13604736,Q5
Q13668712,Q39614
Q14625183,Q5
Q14831282,Q5
Q15804526,Q5
Q16056053,Q5
Q16234878,Q5
Q16663524,
Q16711250,Q74817647
Q18590229,Q176799
Q18663212,Q5
Q19366883,Q5
Q19560313,Q5
Q19915309,Q23442
Q19915309,Q24529780
Q20066885,Q5
Q20496491,Q11424
Q20641319,Q5
Q23908113,Q5
Q25597826,Q5
Q34058084,Q5
Q38053896,Q5
Q48963815,Q5
Q56249797,Q5
Q65929815,Q27020041
Q66606355,Q5
Q96178492,Q27020041
Q96621465,Q123724352
Q98382950,Q1366722
Q98382950,Q109623729
Q98382957,Q1366722
Q98382957,Q109623729
Q104538915,Q1366722
Q106086343,Q27020041
Q109651468,
Q110114183,
Q110114241,Q5
Q110114395,
Q110114493,Q5
Q110116474,
Q110116558,
Q112734958,Q591942
Q136128743,Q105543609
Q136128753,Q105543609
Q136128755,Q105543609
Q136128756,Q105543609
Q136128757,Q105543609
Q136128758,Q105543609
Q136128759,Q105543609
Q136128773,Q11424
Q15280,Q5
Q79784,Q5398426
Q83893,
Q91274,Q12518
Q91274,Q33506
Q122346,Q5
Q128897,Q476028
Q137242,Q5
Q147172,Q5
Q182063,Q5
Q203976,Q476028
Q204108,Q5
Q204220,Q476028
Q204220,Q15944511
Q206644,Q5
Q207647,Q5
Q212708,Q476028
Q214877,Q5
Q214891,Q5
Q214898,Q5
Q222877,Q476028
Q223262,Q476028
Q223262,Q847017
Q244296,Q11424
Q251346,Q19958368
Q271830,Q11424
Q294735,Q5
Q294749,Q5
Q297595,Q5
Q302393,Q5
Q312920,Q5
Q352183,Q5
Q352297,Q5
Q378275,Q5
Q381378,Q5
Q428211,Q476028
Q428211,Q847017
Q448291,Q5
Q459625,Q5
Q464107,Q5
Q478167,Q476028
Q551841,Q5
Q559167,Q5
Q581641,Q32815
Q581641,Q569500
Q581641,Q1081138
Q581641,Q18247357
Q581641,Q64578911
Q597055,Q33506
Q597115,Q27020041
Q659212,Q476028
Q684138,Q1936368
Q684138,Q4867756
Q684138,Q18608583
Q703748,Q5
Q725521,Q27020041
Q725800,Q27020041
Q803976,Q476028
Q826107,Q27020041
Q832948,Q105543609
Q907347,Q119892838
Q920281,Q476028
Q930671,Q131681
Q1241654,Q476028
Q1373583,Q174782
Q1373583,Q811430
Q1373583,Q1497375
Q1587654,Q32815
Q1587654,Q2319498
Q1634179,Q32815
Q1634179,Q2319498
Q1719451,Q5
Q2038822,Q476028
Q2042637,Q5
Q2448327,Q1248784
Q2448327,Q94993988
Q2468836,Q13406554
Q2468836,Q18608583
Q2528801,Q32815
Q2528801,Q2319498
Q2636005,Q476028
Q2669289,Q8502
Q2669289,Q1959314
Q2669289,Q27608973
Q2752255,Q23397
Q2992090,Q5
Q3234128,Q23397
Q3463910,Q476028
Q3761173,Q5
Q3928977,Q5
Q4057542,Q23397
Q4059392,Q41176
Q4059392,Q11822917
Q4073024,Q5
Q4199254,Q3024240
Q4241246,Q5
Q5260059,
Q5507580,Q60186
Q5507580,Q1751315
Q6382405,Q32815
Q7116539,Q32815
Q7322535,Q5
Q14428120,Q476028
Q15583893,Q10843872
Q16691781,Q13406463
Q16832858,Q13406554
Q16832858,Q18608583
Q17462635,Q5
Q18224850,Q5
Q18380286,Q476028
Q18380286,Q15944511
Q19345715,Q5
Q20669464,Q5
Q20743436,Q5
Q20858843,Q4229812
Q26255087,Q5
Q28058687,Q5
Q30089624,Q5
Q43381082,Q5
Q55055451,Q5
Q59634188,Q27020041
Q97154240,Q189603
Q97154240,Q28885102
Q97154240,Q98734151
Q106919375,Q5
Q7525,Q43263
Q7525,Q1549591
Q7525,Q12131624
Q18831,Q94579592
Q19566,Q1549591
Q19566,Q4057732
Q19566,Q7930989
Q19566,Q12131624
Q19566,Q28035482
Q49115,Q615150
Q49115,Q902104
Q49115,Q7638697
Q49115,Q15936437
Q49115,Q23002054
Q60557,Q5
Q83799,Q7725634
Q148300,Q26213387
Q155577,Q55850593
Q155577,Q105543609
Q170770,Q3024240
Q192597,Q476028
Q208574,Q476028
Q219929,Q476028
Q223264,Q476028
Q268776,Q476028
Q279886,Q476028
Q280814,Q476028
Q291471,Q476028
Q291471,Q103229495
Q291857,Q5
Q319421,Q16887380
Q319421,Q29428403
Q331650,Q94579592
Q384850,Q476028
Q497819,Q2238071
Q497819,Q104027338
Q497835,Q476028
Q559150,Q5
Q594686,Q94579592
Q698702,Q476028
Q698702,Q15944511
Q704873,Q476028
Q717645,Q5
Q743881,Q16560
Q743881,Q1497364
Q743881,Q2319498
Q779835,Q476028
Q850258,Q476028
Q863330,Q7930989
Q863330,Q12131624
Q863844,Q186516
Q931505,Q5
Q1064926,Q26213387
Q1105771,Q26213387
Q1108181,Q476028
Q1257626,Q476028
Q1419681,Q3024240
Q1425346,Q131681
Q1513565,Q4022
Q1542781,Q476028
Q2185704,Q476028
Q2426967,Q5
Q2471041,Q5
Q2623643,Q5
Q2628212,Q5
Q2687715,Q5
Q3119769,Q105543609
Q3560939,Q189603
Q3560939,Q105967696
Q4056949,Q5
Q4075924,Q44782
Q4079759,Q5
Q4279769,Q5
Q4720557,Q5
Q5997296,Q5
Q7482049,Q476028
Q7911371,Q5
Q9371412,Q5
Q10554677,Q5
Q15939830,Q476028
Q16663908,Q46997958
Q16727732,Q5
Q16736950,Q5
Q17682271,Q486972
Q18057177,Q5
Q18278432,Q5
Q19577311,Q476028
Q19577311,Q15944511
Q20514446,Q5
Q21329109,Q28089258
Q26237809,Q5
Q26248683,Q5
Q26267519,Q5
Q26385193,Q5
Q27554725,Q5
Q30880694,Q5
Q39498277,Q5
Q42055714,Q5
Q42914600,Q26213387
Q47510521,Q5
Q55820249,Q5
Q59179939,Q5
Q64842515,Q5
Q67890592,Q5
Q96359001,Q5
Q97664063,Q5
Q104213583,Q65770283
Q104213583,Q109623729
Q106096063,Q5
Q107016693,Q27020041
Q109362475,Q131459694
Q110114375,Q5
Q110114386,
Q110114389,
Q110114436,Q5
Q110116537,Q5
Q110116552,
Q110118477,
Q110118481,
Q135438069,Q5
Q136128793,Q116476516
Q19323,Q1344963
Q19323,Q1478437
Q43943,Q5
Q48604,Q25956
Q48604,Q1471432
Q48604,Q12832168
Q48604,Q15893266
Q48604,Q139444619
Q60701,Q476028
Q77792,Q5
Q79883,Q37901
Q165809,Q5
Q181950,Q5
Q198721,
Q205570,Q1344963
Q205570,Q18608583
Q206534,Q5
Q217346,Q1187811
Q217346,Q15063611
Q219233,Q476028
Q239973,Q18608583
Q239973,Q108118070
Q257548,Q5
Q281861,Q476028
Q314232,Q5
Q359087,Q5
Q359092,Q5
Q361244,Q5
Q385122,Q482994
Q391707,Q5
Q442838,Q5
Q470683,Q5
Q474959,Q7189713
Q474959,Q112965645
Q535848,Q5
Q545869,Q476028
Q587554,Q5
Q611239,Q48498
Q650142,Q5
Q683498,Q112965645
Q699560,Q5
Q704463,Q5
Q715044,Q18608583
Q723902,Q5
Q725909,Q1344963
Q737640,Q4022
Q739797,Q2558684
Q755148,Q18608583
Q757109,Q476028
Q983503,Q5
Q1049601,Q1154710
Q1396402,Q5
Q1507810,Q5
Q2028982,Q5
Q2039807,Q5
Q2070407,Q5
Q2072502,Q5
Q2307007,Q5
Q2340512,Q5
Q2373160,Q5
Q2469882,Q5
Q2629687,Q5
Q2734782,Q5
Q2949123,Q500834
Q3016311,Q5
Q3041802,Q5
Q4157228,Q11424
Q4466023,Q63981612
Q6739417,Q5
Q10554038,Q5
Q15623255,
Q16235351,Q5
Q17525059,Q5
Q18395245,Q90050956
Q20980733,Q5
Q20994068,Q5
Q22329850,Q5058355
Q23060341,Q5
Q24579254,Q5
Q25316366,Q5
Q26250893,Q5
Q27064130,Q5
Q36696865,Q5
Q42396622,Q5
Q45125744,Q5
Q55656223,Q5
Q57317060,Q11424
Q57603663,Q5
Q59779098,Q27020041
Q60286768,Q5
Q66604844,Q5
Q68045840,Q5
Q76554603,Q5
Q83445888,Q5
Q87268446,Q5
Q87775025,Q98734151
Q100416593,Q5
Q104845452,Q476028
Q104845452,Q847017
Q105770426,Q27020041
Q105918801,Q27020041
Q105984625,Q5
Q106605381,Q5
Q107430942,Q5
Q107973797,Q5
Q108115954,Q5
Q110113993,Q5
Q110114047,
Q110114479,
Q136128813,Q5
Q9063,Q33742
Q9063,Q1288568
Q25369,Q5
Q49901,Q26540
Q76455,Q5
Q139584,Q26213387
Q141324,Q26213387
Q141422,Q26213387
Q149918,Q131610589
Q184259,Q105543609
Q200297,
Q207832,
Q209193,Q5
Q213817,Q5
Q218235,Q11424
Q234390,Q5
Q277506,Q5
Q347523,Q18608583
Q347523,Q61314656
Q349369,Q5
Q356282,Q10843872
Q368463,Q5
Q433171,Q5
Q434108,Q5
Q450583,Q5
Q462135,Q26213387
Q471642,Q5
Q517439,Q12973014
Q517439,Q26213387
Q527449,Q32880
Q527449,Q99527323
Q533065,Q5
Q603465,Q26213387
Q606581,Q1079023
Q606581,Q18608583
Q632046,Q5
Q645684,Q476028
Q665747,Q5
Q730338,Q5
Q739037,Q15661340
Q739929,
Q810308,Q2949123
Q837500,Q967145
Q837500,Q2133344
Q853309,Q13406463
Q872702,Q476028
Q932922,
Q934258,Q10843872
Q938342,Q2198484
Q967483,Q113255208
Q1046059,Q183288
Q1105776,Q26213387
Q1334462,Q1079023
Q1334462,Q13406554
Q1334462,Q18608583
Q1346984,Q18608583
Q1409662,Q5
Q1438975,Q2198484
Q1445709,Q967145
Q1445709,Q2133344
Q1501437,Q10843872
Q1534884,Q5
Q1639160,Q18325242
Q1639160,Q18608583
Q1969810,Q5398426
Q2047927,Q4022
Q2602594,Q5
Q2997434,Q1763828
Q3128452,Q476028
Q3128452,Q14752149
Q3347683,Q40218
Q3496262,Q483110
Q4057583,Q192287
Q4057583,Q771444
Q4068536,Q5
Q4199018,Q771444
Q4209498,
Q4326944,Q11032
Q4526347,Q11032
Q7287246,Q5
Q13416053,Q26213387
Q15067587,Q13406554
